GeneID	GSM5239695	GSM5239696	GSM5239697	GSM5239698	GSM5239699	GSM5239700	GSM5239701	GSM5239702
105373874	0	0	0	0	0	0	0	0.04272
105373873	0	0	0	0	0	0	0	0
105373872	0	0	0	0	0	0	0	0
105373877	0.5959	0.3856	0.2685	1.544	0	0.6034	0.1486	1.214
729582	1.022	1.88	1.891	0.6274	0.7251	1.634	1.65	2.876
7145	0.5506	0.6852	0.1526	0.2195	0.1643	0.1715	0.1268	0.2588
109623482	4.383	0	0	0	0	0	0	0
102465485	0	0	0	0	0	0	0	0
105373878	0	0	0	0	0	0.45	0	0
285180	2.136	1.696	1.181	0.4718	0.4758	0.6489	0.2179	1.78
3580	3.841	8.412	0.6655	0.3828	1.569	0.6582	0.2947	3.159
3579	3.194	1.791	0.1918	0.5518	0.3043	0.3881	0	0.542
3577	0.08555	0	0.2312	0.1663	0.1048	0.3118	0.128	0.5227
101928487	3.483	0.9014	2.197	1.354	1.991	3.103	2.258	1.064
10109	188.3	131.6	125.9	157.4	82.9	90.52	97.17	107.5
100189253	25.94	11.19	23.37	44.81	0	3.501	15.09	17.61
151306	13.87	7.333	2.905	2.405	1.476	2.532	2.436	3.283
14	52.67	43.99	28.79	30.39	22.24	25.05	31.01	31.25
25953	13.27	7.441	3.325	2.002	2.068	1.738	3.339	3.146
64114	66.86	37.53	24.57	34.11	14.52	23.56	28.67	27.68
102465256	118.3	82.95	35.54	38.33	26.18	55.91	39.35	45.18
105373881	0	0.2445	0	0	0	0	0	0.1924
105373880	0.4166	0	0.8445	2.429	0	0.2531	2.493	0.9544
103689911	0.3557	0.3452	0.2403	0.3456	0	0	0.133	0
102466197	0	5.834	0	0	0	0	0	0
375307	2.447	2.47	5.689	1.712	1.259	1.249	0.293	1.495
101928513	1.923	9.705	3.638	2.99	1.178	1.635	0.5755	1.762
6556	88.86	62.9	41.61	21.13	13.16	33.54	11.84	41.54
58190	65.87	24.96	8.751	14.31	4.88	6.339	10.07	12.17
407017	40.98	31.82	0	10.62	8.368	6.639	10.22	8.346
7429	1.748	1.508	2.581	2.139	0.5749	0.5505	1.041	2.076
57695	8.808	8.201	12.22	9.704	3.874	3.827	5.575	9.894
9125	17.8	15.93	16.61	17.63	8.104	9.039	9.113	20.15
84812	0.8933	0.1734	0.4225	0.1736	0.08208	0.02713	0.2005	0.5457
7701	4.601	2.914	1.747	2.648	0.5024	0.7516	1.175	2.272
617	6.98	3.426	7.265	6.705	3.096	3.558	5.823	4.166
64320	12.22	6.519	8.17	5.222	5.596	7.671	13.07	8.207
27148	4.637	4.806	2.549	2.75	1.396	1.958	2.176	3.661
9654	10.58	7.351	2.471	2.944	1.456	1.825	1.485	5.664
1593	25.33	13.26	5.418	2.833	10.6	8.136	3.476	6.123
107985986	2.922	7.089	1.481	1.42	0.8949	0.6656	0.2732	1.116
53632	0.7519	0.9218	0.107	0.3846	0.1697	0.1923	0.2072	0.1813
103504730	0	6.282	0	0	0	0	0	0
7475	0.2448	0	0	0	0	0	0	0
80326	1.97	1.093	0.8877	0	1.092	0.627	1.685	0.2866
107984111	0.3497	0.3394	0.9453	0.3399	0.7498	0.1062	0.1308	1.068
105373882	0.3878	0.3764	2.096	0	1.306	0.8245	0.4352	0.5923
101928537	0	0.4047	0	0	0.2554	0	0.312	0
8941	0	0	0	0	0	0	0	0
151300	0	0	0	0	0	0	0	0
54738	0	0	0	0	0	0	0	0
1412	0	0	0	0	0	0	0	0
494324	0	0	0	0	0	0	0	0
100129175	0	0	0	0	0.06466	0	0	0
255101	0.01949	0	0.02635	0	0.01194	0	0	0
107985987	0.4744	0	0.1282	0	0	0	0	0
3549	0.08507	0.1651	0	0	0.05211	0	0.1909	0
100422957	0	0	0	6.49	0	0	0	0
79840	16.01	7.573	6.624	6.222	4.289	4.436	4.341	8.25
151295	1.973	0.5222	0.1212	0.6971	0.2746	0.109	0.06709	0.6848
27013	31.71	17.43	6.011	8.325	5.247	3.703	8.258	8.806
79137	35.81	19.84	11.39	10.78	5.778	6.182	12.32	12.81
130617	39.22	14.79	15.45	24.38	9.337	14.56	16.99	23.04
10058	3.318	2.055	2.576	2.607	0.7784	0.6862	2.641	3.558
79065	18.53	10.61	4.6	6.29	2.222	2.678	3.173	7.841
55139	40.89	28.96	42.28	44.02	14.28	21.83	28.38	47.05
79411	5.565	3.916	2.727	3.38	0.9801	1.775	1.301	4.144
8576	10.02	5.614	3.545	7.974	4.079	6.047	8.453	7.909
7277	25.44	9.878	15.31	20.9	11.46	21.49	16.7	14.67
80086	1.212	1.764	3.48	2.355	1.577	1.656	1.813	0.9253
3300	18.01	10.37	14.99	14.77	7.802	10.36	16.29	11.71
5798	0.05675	0	0	0.1103	0	0.03448	0	0
406944	0	0	0	0	0	0	0	0
389075	0	0	0	0	0	0	0	0
107985835	0	0	0	0	0	0	0	0
105373883	2.384	1.157	1.611	0	0.3651	0.362	0.4459	1.82
23549	13.47	11.8	13.08	12.76	5.214	5.555	10.7	13.6
105373884	0	0.2461	0	0	0	0	0.1897	0.1937
1674	0.2814	0.3641	0.1268	0	0.1149	0.114	0	0
10290	0.2852	0.2407	0.4525	0.0964	0.01519	0.0678	0.102	0.1704
105373885	0	0.764	0	0.3825	0	0	0	0.3006
100996693	0.5162	0.501	0.3488	1.003	0	0.3136	0.1931	0
29926	16.2	6.643	2.929	1.996	2.516	4.02	2.646	5.053
55515	0.06888	0	0.09309	0.1339	0	0	0	0
79586	2.167	0.4948	0.689	0.3716	0.3123	0.271	0.9059	0.876
130612	0	0	0.111	0.3192	0	0	0.2457	0
100423039	0	0	0	0	0	0	0	0
23363	0.1865	0.2069	0	0.1036	0	0.04856	0.07973	0
3623	0	0	0	0	0	0	0.1165	0
114790	13.46	6.25	3.355	4.448	0.903	1.744	2.757	4.088
6508	0.4728	0.4172	0.3486	0	0.1053	0.07834	0.7075	0.3283
105373886	0	0	0	0	0	0	0	0
105373887	0	0	0	0	0	0	0	0
105373888	0	0	0	0	0	0	0	0
105373889	0	0	0	0	0	0	0	0
105373890	0	0	0	0	0	0	0	0
100422959	0	0	0	0	0	0	0	0
105373891	0	0	0	0	0	0	0	0
105373893	0	0	0	0	0	0	0	0
105373894	0	0	0	0	0	0	0	0
105373895	0	0	0	0	0	0	0	0
105373896	0	0	0	0	0	0	0	0
107985989	0	0	0	0	0	0	0	0
107985988	0	0	0	0	0	0	0	0
107985990	0	0	0	0	0	0	0	0
2043	11.48	9.789	22.42	35.51	8.082	11.71	20.93	8.719
105373897	0	0	0	0	0	0	0	0
105373899	0	0	0	0	0	0	0	0
105373898	0	0	0	0	0	0	0	0
105373900	0	0	0	0	0	0	0	0
5077	0	0	0	0	0	0	0	0
107985991	0	0	0	0	0	0	0	0
151278	0.1238	0	0	0	0	0	0	0
440934	0.3339	0.06482	0.1805	0.3245	0.1432	0.71	0.07495	0.051
130367	4.374	2.547	2.74	2.318	0.8281	2.488	2.231	2.915
10056	7.384	7.855	6.365	5.643	1.582	2.819	4.43	10.48
105373902	1.237	4.003	3.345	3.207	0.2527	0.5012	2.469	3.15
116255	0.3578	0	0	0	0.2192	0.2173	0.1338	0.5464
105373903	0	0	0	0	0	0	0	0
2181	14.03	15.96	15.45	13.78	7.926	11.18	9.793	14
105373904	1.431	5	4.642	8.344	1.578	1.913	3.854	8.306
23704	0	0	0	0	0	0	0	0
105373905	0	0	0	0	0	0	0	0
105373906	0	0	0	0	0	0	0	0
105373907	0	0	0	0	0	0	0	0
7857	0	0	0	0	0	0	0.1293	0
130340	0.6272	1.015	1.271	1.016	0.2561	0.4445	0.743	0.3991
57590	37.72	41.75	23.88	34.79	14.35	15.78	15.51	28.73
65080	18.41	25.9	15.05	14.57	10.4	13.46	21.28	17.68
5270	0.8415	0.2513	0.08748	0.1258	0.119	0.07865	0.7264	0.7909
105373908	0	0	0	0	0	0	0	0
79843	1.321	1.056	0.6302	0.151	0.476	1.275	0.5814	1.187
8452	25.87	28.17	24.52	30.43	8.591	12.31	10.41	30.16
105373909	0	0	2.872	0	0	0	0	0
105373910	0	0	0	0	0	0	0	0
105373911	0	0	0	0	0	0	0	0
55619	74.47	76.96	102.8	106.5	40.45	51.97	66.03	120
100616207	36.81	25.52	3.554	0	11.28	14.38	31.48	20.08
57624	0.04466	0	0.1207	0	0	0	0	0
105373914	0	0	0	0	0	0	0	0
107985992	0	0	0	0	0	0	0	0
646736	0	0	0	0	0	0	0	0
105373915	0	0	0	0	0	0	0	0
100847053	0	0	0	0	0	0	0	0
3667	0.6983	0.2337	0.1302	0.4212	0.3688	0.1902	0.4684	1.802
84236	7.844	9.059	7.447	7.889	3.111	3.764	5.179	9.644
1286	2.06	1.77	0.8217	1.149	0.269	0.3796	0.5307	1.728
1285	0.5378	0.501	0.4942	0.2508	0.06588	0.09147	0.2736	0.7228
654841	0.5886	0.4896	0.3409	0	0.2575	0.05108	0.3145	1.284
56947	30.87	29.87	24.71	27.45	16.75	19.69	22.48	29.03
79853	0.08279	0	0.3357	0.1609	0.05071	0.4024	0.06194	0
100847081	3.757	7.292	5.077	7.301	2.301	4.564	0	5.738
3267	38.01	39.16	37.42	32.98	10.86	20.3	11.6	35.03
56918	0	0	0	0	0	0	0	0
729968	0	0	0	0	0	0	0	0
80704	0	0	0	0	0	0	0	0
6364	88.28	5.386	346	182.4	509.9	888.6	15.85	99.78
164781	0	0	0	0	0.05334	0	0	0
105373918	0	0	0	0	0	0	0	0
80309	0	0	0	0	0	0	0	0
107985993	0	0	0	0	0	0	0	0
101928765	0	0	0	0	0	0	0	0
105373921	0	0	0	0	0	0	0	0
105373920	0	0	0	0	0	0	0	0
105373919	0	0	0	0	0	0	0	0
55022	38.09	63.31	23.5	23.15	9.702	12.95	8.38	18.58
92737	0.3229	0.3761	0.3492	0.1255	0.2374	0.4709	0.145	0.09865
107985994	5.734	2.783	7.749	6.269	5.269	7.185	1.877	2.737
105373923	0.09383	0	0	0	0	0.057	0	0
9320	44.15	56.11	51.56	54.62	18.13	24.96	27.5	50.41
130888	1.182	0.4372	0.4566	0.8755	0.3449	0.4105	0.3792	1.032
105373924	0	0	0	0	0	0	0	0.9826
107985996	0	0	0	0	0	0	0	0
151473	0.1618	0	0.1093	0.0786	0	0	0.1815	0
107985995	0	0	0	0	0	0	0	0
107985997	0.1533	0	0.2072	0	0	0	0.1147	0
3431	28.52	24.6	7.305	10.8	4.265	4.953	6.511	18.28
11262	12.74	11.61	12.55	17.77	6.482	8.717	14.03	11.42
93349	22.66	21.26	19.61	21.36	6.353	10.17	18.54	25.36
105373925	9.737	11.99	10.38	14.01	2.925	3.583	11.14	13.01
6672	50.61	53.85	41.91	58.88	24.91	32.28	31.24	61.89
101928816	18.4	24.07	12.97	20.21	2.94	9.233	15.56	28.71
112268431	0	0	0	0	0	0	0	0
151475	0.1613	0.313	0	0	0.04939	0	0	0.2463
51719	35.97	48.05	42.88	44.07	18.58	18.83	24.35	42.4
81618	15.28	6.18	2.151	2.475	1.463	1.741	5.3	4.012
151484	0	0.2157	0.1502	0.648	0.2042	0.135	0	0.1697
9290	1.306	0.4369	0.6084	2.887	0.3033	0.9299	1.145	0.5501
348761	0.1799	0.3491	0.08102	0	0.03672	0	0.04485	0.09157
130560	0.07083	0	0	0	0	0	0	0
257407	0	0	0	0	0	0	0	0
112268432	0.1961	0.1269	0.2209	0.3812	0.0801	0.03972	0.4892	0.1997
5707	29.47	31.76	24.61	29.63	17.22	17.11	22.52	29.44
3357	2.231	4.331	3.36	3.345	0.7029	0.6971	1.431	4.771
80210	0.03015	0	0.05433	0.07813	0.01847	0.03053	0.1053	0.0614
100616317	0	0	0	0	0	0	0	0
93010	0.1156	0.1122	0	0.2247	0	0.03512	0.04325	0
4691	71.2	77.84	62.53	65.33	52.05	65.5	64.1	69.27
654321	38.39	29.81	31.13	26.86	14.11	19.59	18.38	18.76
6082	73.63	117.4	67.52	61.33	53.16	49.52	37.38	108.4
25826	14.02	10.89	18.95	27.26	12.03	13.63	14.69	34.27
107985998	0.4751	0.1537	0.321	0.6155	0.0485	0.1443	0.1777	0
151477	0.8205	0.3185	0.2218	0.6379	0.9047	1.296	0	0
10316	0.06704	0.1301	0.0453	1.694	0.04107	0.04073	0.326	0.0512
105376787	0	0	0	0	0	0	0	0
165100	0	0	0	0	0	0	0	0
105373928	0	0	0.3279	0	0.7432	0.5896	0.1815	0
5757	326.6	144.6	147.8	200.5	104.2	117.8	183.7	115
100302285	623.7	614.9	541.9	562.8	180.4	154.9	290.7	412
5147	12.61	8.434	10.03	12.36	6.557	7.275	10.15	7.446
64708	5.749	4.901	3.727	4.832	0.9041	1.274	2.063	4.983
100302126	0	0	0	0	0	0	0	0
4880	0	0	0	0	0	0	0	0
129563	16	12.57	12.86	14.05	3.605	4.967	10.99	15.32
693147	0	4.298	8.978	8.608	2.713	0	0	3.382
250	0	0	0	0	0	0	0	0
347694	0	0	0	0	0	0	0	0
251	0	0	0	0	0	0	0	0
107985999	0	0	0	0	0	0	0	0
248	0	0	0	0	0	0	0	0
9427	0.07327	0	0	0	0	0	0	0
646960	0	0	0	0	0	0	0	0
1144	0.5003	0.7769	0.2704	0.3889	0.1226	0.06079	0.4117	0.4585
1146	3.673	2.546	2.411	2.55	0.5143	0.7013	2.866	2.965
200765	11.46	10.73	5.493	5.372	2.639	3.605	6.872	7.697
100847037	8.415	0	2.843	0	2.577	2.556	9.443	12.85
9470	23.36	21.73	13.87	14.72	9.731	12.65	11.08	16.27
105373929	0	0	0	0	0	0	0	0
80303	0.6071	0.3928	0	0	0	0.06147	0	0.1545
26058	24.11	21.51	20.88	22.8	9.901	12.65	18.88	24.26
3769	6.237	10.18	9.059	7.364	0.5356	1.452	5.8	11.84
389084	0.9706	0.2691	0.3279	0.2695	0.02123	0.08423	0.2075	0.5294
25791	0.2288	0	0.1546	0.1112	0	0	0.08558	0.1747
101928881	0	0	0	0	0	0	0	0
4759	0	0	0	0	0	0	0	0
3635	91.28	77.8	39.61	63.22	14.56	21.72	31.14	49.22
55054	31.84	32.02	35.87	53.59	18.08	20.63	35.52	41
677775	116.5	2416	2816	3067	3653	2830	2493	3237
677772	109.9	643.2	910.6	811.6	1120	783.6	843.2	659.5
6295	0.1275	0.1237	0	0.1239	0.03905	0	0	0.1947
8527	29.12	23.51	19.95	24.48	5.538	9.605	16.81	26.81
55230	7.604	5.732	4.456	4.496	1.598	2.497	3.516	5.412
54576	0.0878	0	0	0	0	0	0	0
54575	0	0	0	0	0	0	0	0
54600	0	0	0	0	0	0	0	0
54577	0	0	0	0	0	0	0	0
54578	0	0	0	0	0	0	0	0
54579	0	0	0	0	0	0	0	0
54657	0	0	0	0	0	0	0	0
54659	0	0	0	0	0	0	0	0
414061	0	0	0	0	0	0	0	0
100286922	0	0	0	0	0	0	0	0
54658	0	0	0	0	0	0	0	0
339766	0	0	0	0	0	0	0	0
55355	0.3958	0	0.2675	0.3846	0.4445	0.1202	0.2961	0.3023
151507	0.5267	1.022	0.2847	0.4095	0.6453	0.064	0.7093	0.8045
79054	0	0	0	0.04508	0	0	0	0
6694	0	0	0	0	0	0	0	0
105373932	0	0	0	0	0	0	0	0
105373933	0.5605	1.451	3.03	3.147	1.45	1.249	3.168	0.3805
105373934	7.82	5.313	31.71	20.52	5.27	4.751	28.08	16.72
10123	61.22	60.73	108.1	124.1	58.01	33.33	93.16	42.06
105373936	0	0	0	0	0	0	0	0
106144537	0	0	0	0	0	0	0	0
101927896	0.1971	0	0	0	0	0	0.2212	0.301
105373937	0	0	0	0	0	0	0	0
105373938	0	0	0	0	0	0	0.06266	0
23677	1.418	1.728	0.2228	0.5769	0.1818	0.3606	0.6908	0.5037
105373939	0	0	0	0	0	0	0	0
105373940	0	0	0.5385	0	0	0	0	0
105373941	0	0	0	0	0	0	0	0
116987	1.059	0.1787	0.3577	1.879	0.07049	0.1188	0.6285	0.05273
100506749	0	0	0	0	0	0	0	0
27321	0.1006	0	0	0.2933	0	0	0	0.07683
105373943	0.1374	0	0.04643	0.5342	0.04209	0	0.05141	0.105
107986000	0.5443	0	0	0.5289	0	0	0	0
105373942	0.5565	0.144	0.1504	0.9735	0.01136	0.02254	0.1527	0
105373944	0	0	0	0	0	0	0	0
2637	0	0	0	0	0	0	0	0
401036	0	0	0	0	0	0	0	0
79781	0	0	0.08337	0	0.07558	0	0	0
105373945	0	0	0	0	0	0	0	0
57007	2.632	0.6592	1.262	1.485	1.092	1.444	3.049	2.593
105373991	1.299	0.5044	0	0.2525	0.1592	0.2368	0.4861	0.9923
107986001	0	0	0	0	0	0.4006	0	0
105373946	0	0	0	0	0	0	0	0
105373947	0	0	0	0	0	0	0	0
105373948	0	0	0	0	0	0	0	0
105373949	0	0	0	0	0	0	0	0
107986002	0	0	0	0	0	0	0	0
105373951	0.1452	0	0	0	0	0.02205	0.02716	0
93463	0.09429	0.183	0	0	0.05776	0	0.07055	0.288
105373950	0.1224	0.1782	0.3309	0.119	0.01875	0.01859	0.2061	0.1402
10920	15.76	14.78	16.05	19.77	6.393	8.669	12.59	18.22
105373952	0.3737	0.7253	0.6733	0.9683	0.0763	0.07567	0	0.3805
105373953	0.08348	0	0.05641	0.08113	0	0	0.03123	0.1275
105373954	0.05871	0	0	0	0	0	0	0
1293	0.6117	0.6836	0.8768	0.6845	0.3406	0.2928	0.6657	1.048
105373957	0	0	0	0	0	0	0	0
79083	0	0.1211	0	0	0	0	0	0
102465486	0	0	0	0	0	0	0	0
51052	0	0	0	0	0	0	0	0
64284	0.2252	0	0	0	0	0	0	0
105373958	0	0	0	0	0	0	0	0.1801
9208	39.17	64.57	41.45	54.27	16.23	22.8	23.01	42.94
375316	2.556	2.906	3.355	6.528	0.5367	0.488	0.4917	2.286
10267	0.07832	0	0.1058	0.4567	0.2879	0.1427	0	0.1196
105373960	0	0	0	0.2095	0	0	0	0
100533179	8.069	6.046	5.644	7.979	3.902	3.655	6.249	5.406
140739	17.02	17.7	9.391	16.21	8.619	7.546	12.61	14.46
51540	3.177	1.5	3.017	2.503	1.105	1.252	2.12	2.361
339768	0.04136	0	0	0	0	0	0	0.06317
377007	0.1113	0	0.07521	0	0	0	0.04164	0.34
151176	0.5726	0.2779	0.6772	1.53	0.1754	0.2174	0.1071	0.9839
80895	13.59	23.19	20.59	25.23	4.554	7.145	9.301	24.29
151174	0.9665	1.251	0.2903	0.2087	0.3947	0.06524	0.4017	0.164
643387	0.2373	0.4605	0.1069	0.3074	0.04845	0.1441	0.05917	0.1208
55502	2.153	0.8955	0.4157	1.793	0.7536	0.5605	1.035	0.7046
8864	9.583	5.738	4.373	4.838	1.887	2.212	2.212	6.178
112268433	1.852	0.5136	2.503	2.572	0.1621	0.3215	2.772	1.617
105373961	0	0	0.5169	0	0	0	0	0
26146	2.245	2.615	1.335	2.182	0.7152	1.064	1.041	2.4
51665	5.373	4.978	4.497	4.569	1.328	2.263	4.271	4.43
107986003	1.836	1.316	1.26	1.757	0.4845	0.5492	1.31	1.855
151171	0.2608	0	0	0.169	0	0	0.06504	0
112268434	0.1379	0	0	0	0	0	0	0
105373963	0	0	0	0	0	0	0	0
105373962	0	0	0	0	0	0	0	0
100287387	0	0	0.08457	0	0	0	0	0
117581	0.1155	0	0	0	0	0.07018	0	0.3529
401039	0	0	0	0	0	0	0	0
9759	8.433	7.159	5.682	5.437	2.188	3.252	4.354	8.481
100616397	6.44	8.334	8.703	8.344	0	0	6.424	3.279
100616493	18.93	24.5	22.74	16.35	1.289	2.556	7.869	38.56
85009	4.945	2.688	1.738	2.307	0.4241	0.6609	1.184	2.87
100423043	22.54	4.861	23.69	19.47	0	0	7.495	11.48
100616360	12.99	0	3.51	5.048	6.364	1.578	5.829	11.9
101928111	8.205	2.548	6.653	2.551	0.8041	4.386	5.647	4.01
401040	0.05845	0	0.079	0	0	0	0	0
105373966	0	0	0	0	0	0	0	0
150935	0	0	0	0	0	0	0	0
4705	12.8	14.73	14.53	14.65	6.301	8.101	8.986	14.4
100616417	2.63	0	7.108	0	1.611	4.793	1.967	0
389090	0	0	0	0	0	0	0	0
150681	0	0	0	0	0	0	0	0
150678	11.99	16.83	9.373	12.92	12.39	13.43	12	9.489
150677	0	0	0	0	0	0	0	0
107985836	0	0	0	0	0	0	0	0
105373968	0	0	0	0	0	0	0	0
102723825	0	0	0.2776	0	0	0	0	0
2817	2.835	1.529	0.4257	0.5102	0.09648	0.09568	0.9427	0.5613
100130449	0	0.4258	0	0	0	0	0	0
406941	2.364	0	0	0	0	0	1.768	0
51281	8.166	7.62	5.129	8.749	1.683	2.512	7.245	7.395
285193	5.108	4.603	2.909	6.524	1.833	1.84	4.149	3.678
57140	29.36	15.74	6.712	8.375	3.892	5.657	6.83	9.76
101752400	1.062	1.832	1.594	1.949	0.289	0.8957	0.9266	1.351
11132	25.6	20.1	25.49	23.87	7.867	9.996	26.6	15.81
2859	11.52	9.519	7.842	5.242	3.354	3.426	3.913	7.365
653437	0	0	0	0	0	0	0	0
285191	0	0	0	0	0	0	0	0
375318	0	0	0	0	0	0	0	0
547	0	0	0	0.04385	0	0	0.01688	0
189	0	0	0	0	0	0	0	0
79919	0	0	0	0	0	0	0	0
728763	5.02	3.118	0.2326	0.6133	0.1406	0.6448	0.5151	1.183
112268440	0	0	0	0	0	0	0	0
200772	18.5	15.44	2.375	3.956	0.34	3.428	0.5537	6.076
25992	7.749	6.874	10.14	6.951	1.75	3.12	5.43	6.881
107985787	2.322	2.016	1.073	2.256	0.1871	0.4825	1.6	1.213
105373970	1.315	1.702	0.8888	1.136	0.08952	0.1776	0.164	0.8928
130916	13.05	8.518	16.72	14.1	3.914	5.61	12.4	13.29
23178	12.66	6.999	27.28	19.8	4.788	9.881	14.35	8.602
5510	14.69	9.379	9.883	10.53	7.279	10.23	13.92	8.576
105373971	0.255	0.495	0	0.4956	0.1562	0	0	0
50636	1.828	2.07	1.184	0.8143	0.6533	1.041	1.596	1.513
105376810	2.211	2.861	1.992	2.148	0.2257	0.4476	1.103	0.5627
3069	47.2	43.42	32.54	32.28	16.74	26.99	28.31	37.07
101927509	3.784	2.888	2.183	2.479	0.9897	1.524	1.4	2.857
4735	79.65	82.98	76.35	110.9	35.48	42.46	54.72	63.55
9855	2.674	4.267	3.218	2.777	1.122	1.625	3.399	4.253
105373973	1.568	3.043	1.13	1.828	0.128	0.3809	0.8601	3.352
100422942	2.697	0	0	0	0	0	0	0
10494	14.99	9.345	9.183	11.81	3.828	5.124	12.39	10.01
107985788	1.368	0	0.4623	0.6648	0.2095	0.4156	0.7678	0
100379249	0.5081	0	0.6867	0	0	0	0	0
105373974	0.4125	0	0	0	0	0	0	0
666	0.3608	0.1401	0.5852	0.4208	0	0.04384	0.378	0.4409
105373975	0.359	0.1161	0.3234	0.3489	0.03665	0	0.1343	0.5483
51078	11.59	6.982	4.969	8.389	3.476	3.642	8.252	5.616
23192	17.72	11.44	9.631	9.323	5.513	5.717	7.69	10.47
1841	14.7	6.455	8.279	8.844	2.787	6.592	11.65	11.49
84289	8.307	6.306	8.729	8.923	2.896	4.054	9.286	8.319
728294	10.58	5.535	6.586	6.946	1.548	2.281	4.159	4.08
105373976	0.935	0	0.9477	1.59	0.358	0.142	0.08744	0.714
64090	0	0	0.3916	0	0.1775	0.08802	0.1084	0
129807	0.09762	0	0.5277	0.1897	0.598	0.593	0.5112	0
107986004	0.1492	0	0	0	0.09141	0.03022	0	0
5133	6.21	1.484	2.324	3.528	1.463	1.799	2.287	0.7296
105373977	2.024	0.4622	0.3218	1.62	0.8022	0.434	1.069	1.273
285093	0.2738	0	0.07402	0.4258	0.0671	0	0	0
105373978	0	0	0	0	0	0	0.2796	0
101927289	8.765	8.507	9.378	12.07	2.685	4.438	10.38	12.83
285095	1.128	0.5474	0.7622	2.74	0.1727	0.1713	0.211	2.154
102723927	3.296	6.398	7.075	6.218	1.128	1.06	3.264	10.22
285097	1.883	0.7649	1.361	0.7658	0.2146	0.399	0.5241	1.939
105373980	0.05048	0	0	0	0	0	0	0
105373979	0	0	0	0	0	0.2234	0.5503	0
728323	5.438	14.4	5.679	6.486	2.271	2.102	3.514	6.607
102723448	0	0	0	0	0	0	0	0
105376921	0	0	0	0	0	0	0	0
107986040	0	0	0	0	0	0	0	0
107986057	0	0	0	0	0	0	0	0
101927174	0	0	0	0	0	0	0	0
10752	0	0	0	0.02665	0.0168	0	0.02052	0
101927193	0	0	0	0	0	0	0	0
105376922	0	0	0	0	0	0	0	0
101927215	0	0	0	0	0	0	0	0
107986058	0	0	0	0	0	0	0	0
107986059	0	0	0	0	0	0	0	0
27255	0	0	0	0	0	0	0	0
105376924	0	0	0	0	0	0	0	0
105376923	0	0	0	0	0	0	0	0
152330	0	0	0	0	0	0	0.01303	0
100873976	0	0	0	0	0	0	0	0
105376926	0	0	0	0	0	0	0	0
100873975	0	0	0	0	0	0	0.4666	0
3568	0.46	0.1275	0.1776	1.724	0.02013	0.5189	0.9586	0.1004
51095	16.03	19.3	22.5	30.47	6.757	8.899	13.73	22.69
51185	35.88	46.26	48.64	67.11	19.52	23.32	35.26	45.44
100130207	2.333	4.878	4.852	2.268	1.594	1.69	2.954	4.249
57633	0.9437	1.047	1.002	0.655	0.2064	0.3481	0.4034	0.5662
107986007	11.31	13.17	13.25	4.396	1.386	2.29	8.462	8.061
102723512	1.933	2.436	1.73	1.659	0.3536	0.4422	0.8637	1.418
285362	14.51	14.34	14.54	12.48	5.783	9.458	11.69	13.17
6419	5.167	6.812	4.787	5.305	1.891	2.073	4.498	7.445
107986008	5.982	6.29	6.063	4.844	0.7634	1.514	3.543	6.852
100996539	0	0.5703	1.191	0.8566	0.5399	0	0.2198	0.6731
3708	24.52	34.97	29.65	28.69	11.2	16.39	22.97	29.24
105376933	0.9333	1.812	0.4205	0.1209	0.3049	0.0378	0.0931	1.33
100126791	6.897	8.926	1.942	5.306	1.32	1.309	1.72	6.145
100507582	3.174	1.503	1.779	2.859	1.091	0.7056	1.159	0.8278
8553	36.53	25.42	31.18	49.47	29.24	21.86	11.44	13.36
105376934	0	0.4583	0.4786	0.9178	0.2893	0.2869	0.3533	0.1803
55207	59.46	69.89	87.53	91.73	23.86	32.51	18.62	51.16
9695	49.96	45.74	38.86	35.01	16.19	17.38	20.28	38.4
100616334	5.326	0	0	0	0	0	0	0
105376936	0	0	1.006	0	0.152	0	0	0.3789
105376939	0	0	0	0.2778	0	0	0	0
105376938	0	0	0	0	0	0	0	0
105376940	0	0	0	0	0	0	0	0
105376941	0	0	0	0	0	0	0	0
102723596	0	0	0	0	0	0	0	0
105376942	0	0	0	0	0	0	0	0
101927347	0	0	0	0	0	0	0	0
105376944	0	0	0	0	0	0	0	0
105376943	0	0	0	0	0	0	0	0
105376945	0	0	0	0	0	0	0	0
2917	0.1426	0.05932	0.0413	0	0.01248	0.006188	0.01524	0.1089
105376946	0	0	0	0	0	0	0	0
100873937	0.9785	0	0	0	0	0.5944	0	0
101927394	0	0	0	0	0	0	0	0
100288428	0.09798	0	0	0	0	0.05953	0.07331	0
107986010	0.1077	0.05225	0.07276	0.05232	0.01649	0	0.02014	0
29995	0.06506	0.08419	0	0.3372	0.01328	0.01317	0.04867	0.03312
29931	0	0	0	0.1416	0	0	0	0.1113
107986009	0	0	0	0	0	0	0	0
51066	0	0	0.02342	0.06737	0.05308	0.04212	0	0.02647
859	0	0	0	0	0	0	0	0
5021	0.1832	0.1778	0	0	0.08417	0	0.03427	0
107986061	0.1888	0.1222	0.08506	0	0	0.01912	0.09417	0.04806
107984112	0.4347	0.2301	0.08012	0.3073	0.06052	0.07203	0.1331	0.3018
56852	5.781	3.515	4.753	6.295	2.474	3.152	2.631	5.531
9901	0.6087	1.099	0.6314	0.5228	0.2341	0.3526	0.5296	0.6703
