GeneID	GSM5239695	GSM5239696	GSM5239697	GSM5239698	GSM5239699	GSM5239700	GSM5239701	GSM5239702
100287102	0.5094	0.7416	0.6884	0.7425	0.234	0.1547	1.239	0.389
653635	36.51	21.01	10.93	15.95	7.066	8.019	20.02	23.61
102466751	40.22	36.03	33.45	30.06	5.685	9.397	30.09	18.9
107985730	0	0	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0
645520	0	0	0	0	0	0	0	0
79501	0	0	0	0	0	0	0	0
100996442	2.407	2.503	1.801	2.005	0.553	0.8618	0.5789	1.51
729737	4.881	1.716	0.6233	0.6722	0.2119	0.537	0.2013	1.409
102725121	0.9164	0.5082	0.3538	0.7633	0.1604	0.1591	1.959	0.3999
102723897	36.32	20.87	14.21	14.4	5.415	10.45	20.11	14.41
102465909	18.56	12.01	20.91	36.08	3.79	7.518	11.57	4.725
107985721	0	0	0	0.3022	0	0	0	0
112268260	0.351	0.3097	0.3019	0.4341	0.03909	0.1357	0.04774	0.5361
729759	0.224	0.4349	0.3028	0.4354	0	0	0.1676	0.6844
100132287	3.514	1.869	0.7157	0.5614	0.2949	0.3509	0.2161	1.029
105378947	0	0	0	0	0	0	0	0.1371
101928626	0	0	0	0	0	0	0	0
113219467	844.4	782.2	76.08	132.5	85.3	108	59.85	248.9
81399	0.3276	0.3532	0.4427	0.4244	0.02229	0.08844	0.1362	0.4447
100133331	3.151	1.529	0.4658	0.6698	0.1809	0.3589	0.3315	0.8271
107984841	7.724	8.82	4.605	4.415	1.113	1.38	2.55	6.246
107984847	13.88	10.95	4.69	2.529	1.594	2.108	1.623	10.6
107984849	10.52	8.75	3.046	5.841	2.301	1.369	1.124	11.48
100288069	15.04	12.51	10.37	12.53	3.854	4.102	12.86	12.89
105378580	3.972	7.232	5.589	7.242	1.58	2.239	4.993	5.878
400728	2.705	6.722	4.826	2.945	1.193	1.315	3.077	3.306
79854	2.875	2.17	1.295	1.242	0.5871	0.7763	0.478	0.9759
643837	2.962	2.167	2.463	3.188	1.019	1.592	3.273	4.35
107984850	0	0	0	0	0	0	0	0
284593	0	0.2394	0.1667	0.2397	0.2266	0.07491	0	0.1883
284600	0	0	0	0.106	0	0	0.0408	0
100130417	0	0	0	0	0	0	0	0
107985728	0	0	0	0	0	0.1402	0	0.08813
148398	3.291	1.118	1.557	0.7995	0.4032	0.3499	1.662	1.885
26155	31.21	12.89	9.797	10.53	4.3	4.589	14.04	9.556
339451	6.484	2.368	2.603	3.618	0.8651	1.17	1.489	3.04
84069	0.6828	0.102	0.3549	0.1021	0.09653	0.1915	0.2751	0.2407
84808	0.2328	0	0.4719	0	0	0.03535	0	0.2666
57801	7.012	1.701	0.2962	1.065	2.081	1.93	0.9837	1.673
9636	50.86	84.62	34.37	55.2	119.8	127	50.65	58.51
375790	1.967	1.306	0.4198	0.3019	0.6977	0.4403	0.4454	0.9093
100288175	1.08	0.8385	1.459	0	0.6615	0.3936	0.3232	1.32
112267874	0.5448	0.1511	0.5259	0	0.2384	0.09456	0.1747	0.1189
105378948	1.729	0.8391	1.46	0	0.2648	0.4377	0.2695	0.8803
401934	0	0	0	0	0	0	0	0
54991	8.391	5.205	5.962	3.699	1.749	2.995	4.465	2.51
254099	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0
406983	2.337	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0
100506376	0	0	0.06808	0	0	0	0	0
254173	0.04897	0	0.3309	0.1904	0.03	0.08925	0	0.07479
8784	2.74	1.662	6.364	1.498	2.36	2.237	1.666	0.9154
7293	4.642	2.447	13.4	6.014	8.284	4.978	3.216	1.313
51150	33.91	13.75	17.39	20.59	8.77	11.84	17.29	9.315
126792	13.87	8.589	9.426	9.475	6.799	8.019	12.29	6.873
388581	0.4821	0	1.086	1.874	0.09845	0.4882	0.1202	0.2455
118424	14.21	19.21	12.52	14.24	4.19	6.07	10.02	10.15
101928895	2.14	0.9775	2.042	1.713	0.6169	0.6119	2.355	2.115
6339	2.549	0.936	2.048	2.008	0.5485	0.6277	1.495	2.63
116983	17.1	10.71	9.517	10.05	2.623	4.374	7.926	7.267
102465434	3.449	0	0	0	0	0	2.58	5.267
109623456	12.52	14.58	6.769	14.6	1.534	4.564	3.747	3.825
126789	16.54	6.941	6.041	3.475	3.833	2.444	6.019	3.868
54973	37.85	23.45	24.55	27.06	9.803	14.15	21.67	26.15
102465435	6.473	6.282	17.5	12.58	1.983	1.966	14.53	9.886
80772	11.28	2.149	0.9349	1.345	0.9323	0.5463	1.863	1.268
83756	4.258	1.359	2.759	4.194	0.393	0.3189	2.007	0.8908
1855	18.19	8.428	13.52	16.27	4.472	7.417	16.85	9.323
102466740	0	0	4.819	6.93	0	0	5.335	0
54587	1.173	1.181	1.233	0.8444	0.2395	0.5543	0.5851	1.394
54998	30.9	25.59	26.06	34.16	21.27	26.01	42.1	19.7
81669	50.41	44.44	43.55	52.44	12.49	20.78	28.95	46.89
148413	14.08	10.75	14.48	14.74	6.561	9.943	21.97	14.15
55052	38.25	31.26	31.56	33.65	22.07	28.5	33.29	32.9
107984868	0	0.3179	0.1475	0	0	0	0.1634	0.2501
441869	0.126	0	0	0	0	0.07653	0.04712	0
105378585	0	0	0	0	0	0	0	0
643965	0	0	0	0	0	0	0	0
102724312	0	0	0	0	0	0	0	0
107985729	0	0	0	0	0	0	0	0
64856	0.04683	0	0	0	0	0	0	0
219293	1.252	0.2114	0.1472	0.2116	0.0667	0.2646	0.2851	0.3326
83858	11.01	5.733	9.026	6.849	2.858	4.282	9.391	8.099
55210	8.823	4.388	7.49	8.362	2.323	3.544	7.419	5.569
339453	0.6093	0.5914	0.4117	0	0	0	0	0
29101	43.58	29.89	16.83	21.65	14.25	14.23	18.39	24.02
643988	2.179	0	0.1339	0	0.2427	0.1805	0.1482	0
105378586	0.7356	2.856	0	0.7148	0.2253	1.341	0.2752	0.5617
142678	9.767	3.539	4.987	6.244	1.502	2.439	6.691	3.647
8510	1.522	0.591	0.6172	0.4438	0.2331	0.185	0.2847	0.465
984	15.43	13.2	14.34	13.21	4.401	5.771	8.838	9.426
728661	29.11	19.74	10.82	9.529	4.589	6.179	8.476	16.37
8511	2.786	0.9014	1.569	0.9026	0.4267	0	0.6949	0
728642	18.28	17.67	16.87	14.88	6.169	8.758	14.55	15.91
9906	13.18	10.69	6.507	4.875	2.455	3.363	4.81	13.25
112268218	11.39	11.66	3.498	3.622	2.79	3.396	2.633	4.902
65220	64.74	54.93	19.21	20.15	11.21	15.61	10.91	26.31
2782	86.46	96.07	50.29	61.79	22.65	34.24	39.05	55.36
105378949	1.431	0.2778	0	0.5563	0.08766	0.08694	0.1071	0.2186
163688	0.09371	0	0.1266	0.7285	0	0	0	0.4294
339456	0.225	0	0	0	0.1378	0	0.3367	0
85452	0	0	0	0.05525	0	0	0	0
107984872	0	0	0	0	0	0	0	0
105378589	0	0.086	0	0	0	0	0	0
2563	0	0	0	0	0	0	0	0
105378590	0	0	0	0	0	0	0	0
105378591	0	0	0	0.7572	0	0	0	0
5590	3.465	1.278	2.438	2.226	0.6139	0.9393	2.871	2.318
100506504	2.015	0.6518	1.361	1.632	0.3085	0.51	0.8793	1.282
199990	1.663	1.197	1.921	2.085	0.5421	0.9939	1.826	1.843
112268219	2.048	1.223	2.342	2.909	0.193	0.3828	1.296	1.925
105378593	0.204	0	0	0.3966	0.125	0	0.6106	0
6497	10.88	10	13.19	21.62	3.856	4.495	5.165	8.046
79906	1.459	0.3951	0.7793	0.9889	0.1662	0.3915	1.066	0.8807
100129534	0.9358	1.09	0.5059	0.1819	0.2866	0.2274	0.3501	0.1429
11079	42.38	31.42	25.35	27.82	14.51	15.62	21.26	28.01
5192	8.812	2.752	4.791	4.134	2.544	3.753	5.986	7.271
9651	5.883	3.189	2.973	2.936	1.169	2.19	3.529	2.591
55229	16.94	12.57	9.388	13.59	3.076	5.161	12.57	9.821
388585	0	0	0	0	0	0.07469	0	0
115110	9.382	3.448	3.324	3.364	1.841	1.854	3.748	3.269
8764	45.48	28.03	21.31	22.31	12.5	17.54	23.75	23.74
100996583	7.535	3.51	4.073	6.444	1.292	3.662	6.314	7.365
127281	4.73	4.379	1.967	1.131	0.8023	1.105	1.905	2.112
79258	0.8863	0.4915	0.2567	0.2461	0.2715	0.2692	0.1895	0.1934
105378597	1.202	0.3889	0.5415	0	0	0	0.4497	0.612
100287898	0.7725	0.5768	0.1205	0.1155	0.1092	0	0.04446	0.3177
105378603	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0
440556	0	0	0	0	0	0	0	0
63976	0	0	0	0	0	0	0	0
100422968	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	0	0
105378604	0	0	0.02103	0	0.04766	0	0.01164	0.02377
27237	0.2649	0	0	0	0	0	0.1982	0
1953	20.39	5.938	14.63	11.89	2.722	4.351	17.95	11.16
105378608	0.1392	0	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0
127262	13.58	20.92	14.68	20.95	6.119	8.25	14.36	17.53
49856	18.29	16.08	12.9	10.06	6.2	8.175	13.51	13.18
7161	0.2266	0.5131	0.1531	0.4404	0.02313	0.06882	0.1695	0.2884
105378610	0	0	0	0	0	0	0	0
105378609	0	0	0	0	0	0	0.222	0
57212	5.019	3.922	1.762	2.47	0.8385	1.485	1.244	4.231
148870	0	0	0	0	0	0	0	0
388588	1.101	0	0	0.7136	0.2249	0.4461	1.923	2.804
57470	15.84	12.24	9.184	12.35	3.773	6.831	11.56	8.363
9731	7.676	7.206	4.719	6.665	1.522	1.873	3.978	6.102
1677	4.346	3.048	3.85	4.472	1.029	1.642	2.924	4.463
107984910	0.3705	0.5394	0.2504	0.7202	0.1135	0.2251	0.1386	0.8489
339448	8.167	8.117	5.585	7.554	2.953	2.869	3.975	7.138
100133612	0.7544	0.4184	0.2913	0.2095	0.132	0.1964	0.1613	0.1646
728716	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0
107985376	0	0	0	1.468	0	0	0	0
55966	0.3704	0.4064	0.04353	0.1565	0	0.009783	0.1084	0.123
105376680	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0
100616421	9.016	0	0	0	0	0	0	4.59
261734	2.669	1.906	1.225	1.615	0.3239	0.5659	1.262	2.153
8514	42.86	35.43	19.41	49.81	9.088	16.98	15.47	22.84
26038	0.1709	0.1658	0	0.04151	0.03925	0.1168	0.07989	0.06524
105376687	0	0	0	0	0	0	0	0
6146	252.5	164.8	233.5	169.6	208.6	222.6	235.3	234.6
107985733	2.816	0.7808	2.174	1.564	1.232	2.199	2.407	2.457
102724450	0	1.08	0	0	0.3409	0	0.8328	0
388591	1.947	0.965	0.5039	0.8052	0.5329	0.3272	0.8678	0.7593
23463	12.36	10.44	5.742	9.101	4.037	3.846	8.11	8.079
148645	0.1281	0	0	0	0	0	0	0
390992	0	0	0	0	0	0	0	0
387509	0.5614	0.1677	0	0.7555	0	0.07871	0.09693	0.2639
11332	1.445	1.052	0.4883	1.756	0.2767	0.1646	1.081	0.6898
54626	0.04936	0	0	0	0	0	0	0
83715	3.003	0.6528	1.526	1.261	0.5298	0.7443	1.24	0.6604
100422975	0	0	0	0	0	0	0	0
8718	72.25	22.8	58.17	51.43	20.24	24.35	46.41	47.29
57449	3.49	1.026	2.144	2.329	0.475	0.5996	2.954	0.9691
79707	16.49	11.74	10.08	11.49	2.692	3.35	6.955	13.26
80835	0.1483	0.09595	0.2004	0.09607	0.3331	0.5105	0.07396	0.151
107984912	0.4717	0	0	0	0.5779	0.2865	0.3529	0.7204
3104	15.89	11.28	10.41	8.98	4.674	5.018	6.861	10.16
9903	20.27	9.177	8.75	9.189	4.566	6.572	6.087	5.204
107984913	1.281	1.036	1.154	1.037	1.046	1.037	1.757	2.119
148479	4.378	4.143	1.183	1.808	0.9387	1.097	1.515	3.26
90326	5.456	4.04	2.585	3.717	2.309	2.289	4.503	5.069
55735	13	11.41	10.24	11.3	2.921	4.763	8.945	12.07
100505887	0	0	0	0	0	0	0	0
110841581	3.43	2.959	1.545	1.481	0.2335	2.778	1.711	2.91
23261	2.253	1.841	2.018	2.135	0.5406	0.9183	1.04	1.778
105376692	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0
101928836	0.1421	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0
105376689	0.2115	0.06841	0.3334	0.274	0	0.02141	0.05274	0
9341	58.85	57.58	34.04	31.08	22.73	24.87	16.87	37.25
8863	4.825	1.969	3.545	3.318	0.8943	1.157	2.555	2.872
10911	0	0.2399	5.345	11.29	0.3786	6.007	9.617	4.153
3604	0.7655	0.4161	2.442	2.024	1.276	1.414	0.2062	0.7483
11315	55.1	54.69	41.25	38.33	44.87	52.58	49.65	48.29
54206	0.7088	0.4188	1.458	1.497	0.3587	0.9549	0.5534	0.4236
107984915	0	0	0	0	0	0	0	0
102724539	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0
50651	0.4948	0.1601	0.1114	0	0.05052	0.0501	0.3085	0.126
473	23.36	22.09	10.95	10.05	3.699	4.061	8.868	18.6
102724552	7.578	8.826	3.277	5.302	0.3714	1.657	4.989	8.334
106632271	0	7.164	7.482	10.76	0	1.121	1.381	5.637
2023	236.7	222.8	193.6	173.3	240.6	231.7	215.4	217
102465436	7.091	0	3.194	0	1.448	2.872	8.842	14.44
100505975	2.353	0.9135	0	0.9147	0.5766	2.001	1.408	0
112268261	0.1023	0.1323	1.152	0	0.2297	0.08284	0.255	1.51
765	4.432	2.277	16.56	6.08	5.589	4.434	8.289	11.94
155184	0	0	0	0	0	0	0.07574	0
6518	0.2857	0.208	0.2413	0	0.1312	0.02169	0	0.2182
80045	2.539	1.174	2.179	1.097	0.3457	0.6857	1.236	1.724
106614088	0	0.09823	0	0	0	0.03074	0	0
407040	0	0	0	0	0	0	0	0
102724571	0	0	0	0	0	0.1301	0	0
9563	14.02	8.643	4.93	6.895	1.777	2.216	3.041	6.076
80176	1.151	0.6574	0.5492	1.053	0.7883	0.5761	0.9628	0.8276
100506022	0	0	0	0.1677	0.05286	0	0	0
84275	4.935	6.216	7.592	7.449	4.116	4.976	2.042	5.693
199953	1.176	1.085	0.477	0.4001	0.1621	0.08933	0.3741	0.7636
107985734	0.1909	1.482	0	0.371	0.1169	0	0.5713	0.5831
105376712	1.904	3.695	1.286	0	1.458	0.2891	1.424	2.908
5293	87.34	56.9	43.21	47.8	14.11	14.52	31.88	57.31
644997	6.116	5.6	4.367	8.074	0.7069	0.2103	3.885	6.345
101929074	3.074	5.115	5.045	4.695	1.883	0.9338	3.286	5.031
22883	30.52	29.62	20.14	25.82	6.926	6.917	20.14	22.64
56998	9.617	6.3	2.681	1.519	1.105	1.899	1.754	3.029
105376717	3.47	1.684	0.5862	0	0.2657	0.2635	0.9735	1.325
84328	10.24	10.52	9.168	8.192	4.524	4.731	7.057	8.092
64802	4.196	3.258	3.044	2.661	1.272	1.637	1.884	4.79
113391335	1.421	1.839	2.561	0.9209	0	0	0	1.447
100847055	0	0	0	0	0	0	0	0
116362	23.29	17.01	13.2	14.12	10.28	19.47	6.183	16.83
10277	19.94	12.76	8.358	8.811	2.52	3.301	4.829	10.55
23095	6.23	14.23	6.712	10.14	2.469	4.583	3.082	6.775
105376725	1.307	3.664	2.943	5.361	0.1779	0.441	0.6517	1.552
5226	67.12	85.86	49.55	35.71	47.89	66.2	30.74	41.97
100526739	0.5347	0.4152	0.1445	0.6236	0.3276	0.4548	0.6401	0.3267
378708	0.4053	0.5245	0.1826	0.7878	0.4138	0.5746	0.5054	0.4127
1325	0.4603	0.8935	0.6221	0.8947	0.141	0.4195	0.5166	0.7031
1676	7.088	5.47	8.271	8.41	2.04	3.528	6.432	7.522
5195	5.037	4.21	3.309	3.195	0.5785	0.8288	2.224	3.9
54897	1.974	0.8021	0.8377	1.785	0.4219	0.6694	0.7042	0.8064
105376733	0	0	0	0	0	0	0	0
105376735	0	0	0	0	0	0	0	0
148345	0.8648	0	0	0.1401	0	0.04378	0	0.1101
23435	23.4	36.92	29.78	34.78	13.87	16	18.83	31.81
10747	7.359	8.207	5.079	6.848	1.199	2.235	4.276	7.892
6723	10.21	5.779	0.9579	1.378	1.737	2.239	3.076	4.33
5394	30.49	24.04	23.8	29.42	11.06	15.05	18.08	30.52
105376736	6.585	4.709	7.026	6.062	2.972	4.632	4.927	7.94
2475	24.17	20.41	14.75	14.98	6.267	7.162	13.3	18.61
100873935	7.449	4.627	5.638	6.95	2.738	2.896	3.79	8.647
10218	1.513	3.264	2.727	2.942	0.309	0.664	1.447	2.697
29914	4.2	3.789	3.039	3.074	1.453	1.876	3.531	4.189
105376737	0	0	0	0	0	0.06544	0	0
105376739	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0	0
57540	0.1121	0	0.03787	0.1634	0.05149	0.1021	0.06289	0
112268221	0	0	0	0	0.03518	0	0.1289	0
101929181	0	0	0	0.3182	0	0	0	0
26232	1.635	0.3173	0.8836	2.224	0.9012	0.4965	1.468	0.9986
93611	7.699	4.72	4.538	4.838	1.844	2.638	5.847	4.863
26270	8.183	7.837	4.866	7.423	6.617	6.96	3.918	6.333
10459	10.39	8.466	7.901	8.657	6.594	6.652	9.303	7.795
374946	0.257	0.09071	0.06316	0.5904	0.04294	0.08517	0.06993	0.1428
57085	85.84	26.38	11.23	7.767	7.834	10.59	9.448	18.31
284498	3.471	2.572	1.279	1.533	0.4639	0.5176	1.039	1.59
102724659	0.1126	0	0	0	0.06899	0	0	0
4524	13.45	14.24	6.941	8.404	2.649	2.409	4.683	9.341
1185	9.84	9.586	5.927	6.662	2.664	3.224	2.978	6.136
100379251	4.557	3.194	0.6843	0.738	0.2326	0.6921	0.5682	1.16
4878	1.968	0.9552	0	0	0	0	0	0
4879	0.2971	0	0	1.155	0	0	0.2223	0
26829	468.5	497.6	66.9	147.7	122.4	48.33	5.29	267.3
90231	27.84	17.09	9.48	8.993	4.937	8.568	12.51	9.916
5351	16.87	20.96	7.662	12.2	5.209	8.651	5.554	9.38
9927	30.71	26.22	18.26	24.51	8.67	14.9	17.62	16.9
60672	31.81	24.11	23.85	17.36	9.209	17.14	24.37	19.3
102466982	6.473	0	0	0	0	1.966	2.421	14.83
943	8.682	5.521	1.956	0.8728	0.7336	1.394	1.531	2.21
102465836	166.5	29.78	8.885	12.78	9.396	10.65	27.87	13.39
7133	199.5	144.7	46.82	63.77	28.5	35.93	27.35	48.49
100616438	3.449	13.39	32.63	40.22	4.225	2.095	7.74	0
107984917	2.562	1.372	1.791	1.717	0.4871	0.5368	0.661	1.484
55187	36.38	36.05	26.21	27.95	8.635	11.84	17.45	33.24
677885	15.22	5.373	13.09	18.83	15.26	6.726	15.53	21.14
105376744	0.4564	0.6891	1.028	0.1971	0.1243	0.09243	0.5692	1.394
9249	6.872	3.335	7.739	4.452	7.41	7.001	9.157	10.71
102466722	0	0	12.73	6.103	3.847	3.815	4.698	33.57
343066	0	0	0	0	0	0	0	0
126767	0	0	0	0	0	0	0	0
93190	0	0	0	0	0	0	0	0
390999	0	0	0	0	0	0	0	0
65121	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0
343069	0	0	0	0	0	0	0	0
65122	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0
649330	0	0	0	0	0	0	0	0
441873	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0	0
440563	0	0	0	0	0	0	0	0
645354	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0
101060301	0	0	0	0	0	0	0	0
343070	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0.1307
645414	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0
126755	0	0	0	0	0	0	0	0
102724856	0	0	0	0	0	0	0	0
107984918	0	0	0	0	0	0	0	0
10630	0	0	0	0	0	0	0	0
107984919	0	0	0	0	0	0	0	0
105378612	0	0	0	0	0	0	0	0
105376756	0	0	0	0	0	0	0	0
7799	16.02	20.92	16.44	18.09	6.173	6.75	9.664	17.61
23254	0	0.02525	0.01758	0.07585	0.007968	0.007903	0	0.01987
107985467	0	0.09642	0.06713	0	0	0	0	0.1517
107985468	0	0	0	0	0	0	0	0
105376762	0.1687	0	0	0	0	0	0	0
105376759	0.03895	0	0	0	0	0	0	0
107985469	0	0	0	0	0	0	0	0
200197	0	0	0	0	0.01846	0.01831	0	0
55092	1.199	0.4363	0.2025	0.2912	0.5048	0.1365	0.1121	0.2288
727684	0.2519	0.7336	0.1702	0.2448	0	0	0	0
114827	0.05425	0.158	0.03666	0.58	0	0.01648	0.04059	0
101927417	0.1352	0.1312	0	0.2628	0	0	0	0
101927441	3.923	3.173	2.531	2.6	1.092	1.192	1.267	1.68
79180	154.9	79.41	36.62	57.06	19.37	26.07	25.99	25.07
11330	1.447	0.1171	1.06	0.8206	0.3325	0.513	0.1354	0.5527
63036	0.4593	0.4458	0.6208	0.4464	0.1407	0.1395	0	0.3508
105376767	0.6748	0.9824	0.684	0.3279	0	0	0	0
51032	1.609	1.339	2.486	0.8937	0.1408	0.6984	1.376	1.405
842	5.659	6.415	3.451	2.823	1.656	2.099	2.623	4.512
23341	8.777	7.73	6.187	6.265	2.439	3.209	5.431	9.681
107397391	6.054	0	0	0	0	0	1.132	2.312
79814	3.806	2.507	2.572	3.303	1.291	1.569	4.882	5.71
84301	10.49	13.28	9.755	10.12	3.141	3.474	6.286	11.51
6248	9.892	11.1	9.322	7.408	2.78	3.032	6.586	9.564
23207	33.72	18.3	16.41	17.96	7.296	9.173	10.39	18.26
284723	1.523	2.31	1.544	1.573	0.4373	0.4048	0.4985	1.454
110806303	0	0.6451	0	0.6459	0.2036	0.4038	0.2486	0.5076
388595	0	0	0	0	0	0	0	0
54751	0	0	0.1137	0	0	0	0	0.06426
440567	11.34	3.036	6.87	6.84	6.228	7.364	1.463	7.764
729614	7.392	5.68	4.995	3.442	3.773	3.649	3.802	7.056
23013	26.5	37.59	25.21	23.21	9.479	11.97	12.44	31.16
7709	19.7	13.47	16.11	16.34	5.449	8.43	13.21	13.79
149563	0	0	0	0	0	0	0	0
27129	0.1874	0	0	0.1214	0	0	0	0
1187	0	0	0	0	0	0	0	0
1188	0	0	0	0	0	0	0	0
348487	0	0	0	0	0	0	0	0
1969	1.527	1.052	0.1332	0.6703	0.06036	0.05986	0.7003	0.6772
101927479	0.08023	0	0	0	0	0	0	0.1225
128272	2.016	1.304	2.559	1.9	0.3742	0.9648	1.371	1.959
101927546	0.3165	0.2633	0.1222	0.08789	0	0	0	0.06907
79363	3.075	1.327	1.231	1.107	0.7675	0.7611	1.619	1.566
54455	16.44	17.14	8.158	9.985	4.327	5.013	9.056	14.37
26099	33.06	20.58	9.368	13.01	7.222	7.774	9.529	14.84
374955	9.13	7.024	2.98	4.176	1.905	1.683	2.453	5.483
55707	69.57	43.48	28.71	23.45	26.61	32.4	32.65	46.07
107984921	4.862	7.676	5.257	3.528	1.072	1.063	3.347	5.743
114819	5.055	4.869	3.337	4.342	0.8642	1.548	3.049	5.267
26871	936.4	622.5	279.1	236.8	779.5	455.1	211.1	242.9
107985757	0	0	0	0	0	0	0	0
100132147	0	0	0	0.2645	0	0.08267	0.2036	0
107985758	0	0	0	5.679	0	1.775	2.186	0
7195	0	0	0	0	0	0	0	0
55672	5.971	10.42	3.82	3.708	1.342	1.524	3.807	8.095
105376794	8.149	4.349	4.012	3.32	0.7548	0.7826	2.808	3.251
84809	13.95	10.87	10.47	11.12	2.92	3.765	10.79	9.648
11209	1.437	1.239	1.726	1.551	0.88	0.4848	2.03	1.585
107985736	0.1503	0.2918	0.4063	0.2922	0.1381	0.09132	0.05623	0.6888
26869	694	510.4	244.4	177	630.2	243.9	191	121.5
107985759	2.963	5.751	0	0	1.815	0	55.42	0
284729	0.2088	0	0.2822	0	0	0	0	0.6378
100189045	0	0	0	0	0	0	0	0
6060	266.8	241.5	208	104.7	314.3	254	136.3	86.2
11223	0.676	0.6124	0.9745	0.3504	0.08282	0.1643	0.1686	0.7571
100500876	0	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0	0
112267871	0.1628	0	0.2201	0	0	0.09892	0.1218	0.2487
7193	0	0	3.949	0	0	0	0	0
100189183	0	0	0	0	0	0	0	0
105376805	11.69	2.593	9.928	4.543	4.091	12.58	8.994	12.24
791226	0	0	0	0	0	0	0	0
26870	177	241.5	124.8	92.25	250.7	231.4	103.6	84.24
9696	8.986	7.117	12.74	9.184	1.139	2.071	7.843	5.482
4237	0.5367	0.3472	0.2418	0	0	0	0.1338	0
105376806	0.5299	0	0	0	0	0	0	0
23400	17.55	8.592	3.167	4.048	1.691	1.708	3.662	5.726
6390	74.61	67.59	53.22	43.91	49.51	38.53	58.92	59.83
11240	15.26	9.695	2.539	1.158	1.123	1.782	0.5142	1.68
105376808	0	0	0	0	0	0	0	0
400743	0	0	0	0	0	0	0	0
29943	0	0	0	0	0	0	0	0
51702	0	0	0	0	0	0	0	0
100616188	0	0	0	0	0	0	0	0
23569	20.03	10.84	4.056	2.171	3.72	5.131	1.097	8.315
353238	0	0.1704	0.356	2.218	0.1613	0.2134	0.06569	0
55920	46.39	51.87	25.11	30.36	14.62	17.62	20.46	40.58
55160	11.98	10.14	4.651	4.038	1.838	1.899	2.857	5.256
107984028	0	0	0	0	0	0	0	0
81569	0	0	0	0	0	0	0	0
105376809	0	0	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0	0
101927876	0	0	0	0	0	0	0	0
84966	0	0	0	0	0	0	0	0
105376814	0	0	0	0	0	0	0	0
127707	0	0	0	0	0	0	0	0
5081	0	0	0	0	0	0	0	0
80834	0	0	0	0.1622	0	0	0	0
8659	3.407	2.851	1.747	0.6851	0.3958	1.213	1.187	2.064
100616120	2.843	0	0	0	0	0	0	0
100302276	0	0	0	0	0	0	0	0
126917	18.18	11.37	14.49	16.41	3.879	8.149	15.84	11.75
105376815	0.06531	0	0	0	0	0	0	0
23352	41.21	47.67	36.16	40.19	14.69	22.02	23.82	40.02
101927895	6.945	3.044	2.422	4.354	1.098	1.905	2.179	5.133
23065	15.01	12.79	7.585	10.3	2.163	3.161	4.907	10.35
51154	9.742	9.372	10.95	8.379	5.07	7.333	13.09	8.691
246181	0.2672	0.3458	0.4815	0.8655	0.05456	0.1082	0.3332	1.088
22977	0.7463	0.3622	0.6304	1.451	0	0.1133	0.6282	1.425
100506730	0.5069	0.82	0.4567	0.1642	0.207	0.1027	0.1896	0.129
