GeneID	GSM2228986	GSM2228987	GSM2228988	GSM2228989	GSM2228990	GSM2228991	GSM2228992	GSM2228994	GSM2228995	GSM2228996	GSM2228997	GSM2228998	GSM2228999	GSM2229000
105373206	3.145	0.5876	0.2764	4.403	0.5841	1.221	0.5012	0.2024	0.1827	0.02788	0.1498	0.05779	0.1029	0.3718
100616380	2.035	0.1877	0.4057	0	0.1499	0.6911	0	0	0	0	0	0	0	0
101927765	4.023	2.142	2.288	1.092	1.881	2.146	2.664	5.935	0.6215	6.556	6.786	1.548	3.189	4.74
388753	3.701	0.9345	0.7982	26.61	1.885	2.367	25.97	7.701	25.66	8.32	8.138	11.45	5.352	7.931
6894	43.97	14.93	9.365	49.43	8.745	7.035	6.639	1.643	5.157	1.615	1.354	3.189	1.131	1.97
100506795	0.03116	0.07667	0.01381	0	0.02679	0.00588	0.009537	0.004045	0.01043	0.01114	0.0133	0.007699	0.01028	0
107985465	0.08645	0	0	0	0.03185	0	0	0	0	0.0103	0.009224	0	0	0
359948	235.3	89.15	74.74	168.3	37.07	35.61	25.87	8.031	16.37	11.14	6.826	14.13	9.44	9.324
100302691	0.01309	0.02415	0.01305	0	0.04822	0	0	0	0	0.009359	0	0	0	0.00814
101927787	0	0	0	0	0.01594	0	0	0	0	0	0.01385	0	0	0
105373207	0.04624	0.02133	0.007682	0	0	0	0	0	0	0.0248	0.037	0	0	0
105373209	0.02883	0.03546	0.01916	0.2712	0.01416	0.02719	0	0	0.009648	0.01718	0.05844	0	0.006337	0
105373208	0.1843	0.08504	0.01021	0	0.04527	0.05217	0	0	0	0.02197	0.009834	0	0.01013	0.01911
100506810	0.3916	0.1265	0.1405	0.01106	0.08368	0.1108	0	0.0061	0.01573	0.0028	0.01504	0	0.005166	0
105373210	0	0	0	0	0.009669	0	0	0	0	0	0.0336	0	0	0
107985364	0.1977	0.0995	0.1284	0.06342	0.07946	0.06613	0	0	0	0	0.01151	0	0.002963	0
100130249	0	0	0	0	0.01347	0	0	0	0	0	0.0195	0	0.004018	0
107985365	0	0	0	0	0.00381	0	0.1424	0.09262	0.02077	0.02588	0.02317	0	0	0.06432
105373211	1.615	0.8943	0.4387	3.549	0.3881	0.1829	0.05159	0.01094	0	0.03516	0.03597	0.06246	0.03706	0.008737
101927851	3.375	1.634	1.088	4.34	0.8372	0.7756	0.7364	0.1041	0.06711	0.2151	0.1498	0	0.1763	0.02079
107985366	6.486	7.795	4.843	6.669	4.691	2.856	0.3676	0.7173	0.5629	0.544	0.1282	0.7715	0.5017	0.1494
731656	0	0	0	0	0.04378	0	0	0	0	0.01062	0.03804	0	0	0
107985746	0.01089	0.05528	0.1231	0	0.01605	0	0	0.004243	0	0.02337	0.02441	0.008074	0.02515	0.01355
9804	152.6	34.15	27.18	160.4	19.4	20.1	65.61	14.04	74.28	16.01	14.41	35.67	12.56	18.09
105379283	4.525	1.464	1.26	5.351	0.7037	0.998	3.265	0.7324	2.892	0.8721	0.7055	1.024	0.7268	1.353
677802	8.803	4.162	1.389	26.09	1.946	1.37	7.678	2.828	14.81	2.361	1.972	4.567	2.758	4.654
23029	46.85	10.67	6.936	130.2	10.94	13.06	96.31	21.45	142.6	27.83	22.3	72.54	25.1	36.5
51742	48.46	7.502	5.276	64.72	6.117	7.135	54.42	10.67	72.16	11.71	10.37	28.08	9.82	13.98
100616224	3.221	0	0.2379	0	0.2637	0.8104	0.9859	0.697	3.235	0.3839	0.6874	1.592	0.4721	0.6679
9453	14.38	2.905	1.556	37.36	2.949	2.761	21.2	2.32	31.23	4.393	3.205	14.75	4.182	5.322
6905	8.921	1.674	1.268	16.31	1.587	1.862	9.952	1.637	13.44	2.349	2.065	7.415	2.101	3.716
148789	10.45	2.24	1.894	17.46	1.926	2.315	6.963	1.75	7.027	1.463	1.842	4.574	1.185	2.56
2786	0	0	0	0	0.006301	0	0.03664	0.02442	0.0229	0.03058	0.0438	0.03803	0.03384	0.01064
1130	2.831	0.6799	0.4268	4.199	0.6026	0.5243	20.52	5.324	21.37	4.866	5.168	10.65	4.311	9.032
100302139	3.409	0	0.3237	12.37	0.3589	0.2757	5.366	0.9483	7.336	1.219	1.247	3.61	0.9636	0
105373215	0.01167	0.005384	0.001939	0.01647	0.01935	0.006606	0	0.004545	0	0.004173	0.01494	0	0.005773	0.02178
105373212	0.4371	0.1305	0.205	0	0.07578	0.06549	0.07082	0.06008	0.1033	0.05056	0.04526	0.08575	0.05087	0.07196
4811	0.005128	0.009462	0.005111	0	0.01511	0.002902	0.3248	0.03994	0.3707	0.3282	0.5121	1.136	0.9621	2.006
7107	1.754	0.3161	0.268	5.3	0.3505	0.3524	13.18	1.749	26.82	7.671	5.349	17.78	8.881	11.07
56605	12.06	2.168	2.082	20.84	2.666	3.09	4.7	3.487	6.55	1.537	1.922	2.708	1.137	1.998
128178	0.1882	0.08269	0.1221	0.7463	0.1486	0.1268	4.312	0.4991	7.487	1.788	1.282	5.294	1.359	2.202
3964	24.17	5.011	3.6	40.71	3.957	4.463	24.82	4.671	30.95	4.848	4.949	13.27	3.221	7.399
100287902	4.188	2.798	1.467	5.213	1.558	1.798	5.418	2.756	5.78	2.847	2.787	4.587	1.68	4.466
107985367	5.046	1.282	1.085	4.037	1.238	1.344	7.593	1.597	7.749	1.968	1.909	5.47	1.01	1.997
55127	19.14	4.094	2.76	39.58	4.052	4.779	32.22	5.48	39.31	6.737	5.702	25.05	6.281	9.631
88	0	0	0	0	0.1113	0.01973	0.01067	0.04525	0.035	0.004154	0.05207	0.02153	0.001916	0.02168
4548	18.77	4.559	2.978	25.16	4.072	3.779	15.96	3.823	17.62	4.037	3.275	11.2	3.325	5.189
105373218	0.1589	0.08081	0.0582	0.4197	0.05703	0.03689	0.3404	0.03331	0.3763	0.03059	0.04564	0.1117	0.03896	0.01774
107985368	0	0	0	0	0.03465	0	0	0	0	0.01121	0.0301	0	0	0
645745	0	0	0	0	0	0	0	0	0	0	0.02805	0	0	0
6262	0	0	0	0.01255	0.0249	0	0	0	0	0.002544	0.03017	0.001318	0.003519	0
100616141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130331	0	0.02191	0	0	0.0105	0	0	0.0037	0	0.006794	0.02737	0	0.009399	0
57829	0	0	0	0	0.03359	0	0	0	0	0	0.01946	0	0	0
105373220	0	0	0	0	0.07408	0	0	0	0	0	0.05632	0	0	0
339535	0.0194	0	0	0	0.02145	0	0	0	0	0	0.01863	0	0	0
105373222	0	0	0	0	0.1185	0	0	0	0	0	0.03433	0	0	0
105373223	0	0	0	0	0.03213	0	0	0	0	0	0.03722	0	0	0
1131	0	0	0.0009606	0	0.01544	0.0008182	0.01062	0.001126	0	0.002067	0.02915	0.003214	0.001907	0.001798
105373225	0	0	0	0	0	0	0	0	0	0	0.01363	0	0	0
100506915	0.2994	0.2609	0.04422	0	0.02451	0.03766	0	0	0	0	0.01065	0	0	0
100873984	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373224	0	0	0	0	0.00759	0	0	0	0	0.01473	0.01978	0	0	0
645884	0	0	0	0	0	0	0	0	0	0	0.02994	0	0	0
56776	0.006084	0	0	0	0.008966	0	0	0	0	0.001088	0.04771	0	0.003009	0
64388	0.06408	0	0.03407	0	0.03305	0.01088	0	0.004991	0	0.009165	0.05744	0	0.002113	0
107985369	0	0	0	0	0.01711	0	0	0	0	0.004153	0.08179	0	0	0
105373228	0	0	0	0	0.04177	0	0	0	0	0.02027	0.0363	0	0	0
100506929	0.0573	0.03965	0.01904	0	0	0.01622	0	0	0	0.01024	0	0	0	0
6000	5.925	1.887	1.403	3.729	0.9734	1.296	0.02132	0.08499	0.06994	0.03819	0.113	0.02753	0.03369	0.04043
100422856	0.3961	0.1827	0.3949	0	0	0.4484	0	0	0	0	0	0	0	0
105373230	0	0	0.03247	0	0	0	0	0	0	0	0.01564	0	0	0
2271	38.26	8.922	5.236	83.59	8.882	8.85	44.93	7.763	54.43	10.5	7.452	34.71	10.05	14.62
8564	55.25	9.004	5.835	136	6.889	9.308	23.03	6.932	21.86	4.015	3.46	9.652	3.213	4.983
105373233	16.54	1.526	1.754	54.65	2.983	4.104	15.77	5.236	12.3	2.316	2.118	5.687	1.346	2.671
23596	114.4	28.08	19.8	152.2	15.46	15.31	18.41	4.57	19.33	6.576	5.16	12.95	6.024	6.919
1122	56.8	7.961	6.062	51.71	3.561	4.652	10.64	2.222	9.713	1.912	1.557	4.873	1.694	2.275
128025	2.689	0.05672	0.1012	2.294	0.03348	0.1483	0.1521	0.02082	0.1825	0.005734	0.04277	0.01981	0.01763	0.009974
105373231	4.132	0.05152	0.03711	1.892	0.05486	0.02107	0.2051	0.4204	0	0.01331	0.1549	0	0.04911	0
9156	0.5886	0.1179	0.0489	0.1968	0.1655	0.07453	1.031	0.2021	0.8865	0.2409	0.2628	0.7347	0.2196	0.3227
441925	0	0	0	0	0.01689	0	0	0	0	0	0.01468	0	0	0
440738	0	0	0	0	0.01378	0	0.05153	0	0.03757	0	0.01198	0	0.02468	0
200150	0.00628	0.002897	0	0	0.01388	0	0	0	0	0.001497	0.02613	0	0	0
105373235	0	0	0	0	0.01093	0	0	0	0	0	0.01899	0	0.004891	0
105373234	0	0	0	0	0.01738	0	0	0	0	0	0.03208	0	0.001944	0
107985466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
731275	0.5502	0.1966	0.1699	0.5141	0.1627	0.1974	0.5122	0.1448	0.3112	0.1524	0.1761	0.3905	0.1635	0.3277
9859	15.13	3.364	1.97	28.66	2.524	2.758	16.91	2.364	23.87	3.87	3.218	12.08	3.66	5.366
10806	6.002	1.422	0.8457	7.974	0.923	1.008	4.741	0.8317	6.073	1.214	1.075	3.479	1.152	1.718
100616343	4.828	0	0	8.911	0.2736	0.2102	2.046	0.1446	1.864	0.1328	0.3566	1.376	0.1225	0
10000	12.01	2.244	1.907	11.74	1.334	1.48	5.296	0.998	7.937	1.18	1.147	3.725	1.072	1.872
105373255	0.1144	0.1267	0.1445	0.5815	0.1433	0.2202	0.4203	0.1515	0.3218	0.1146	0.1685	0.5089	0.166	0.3559
339529	9.264	0.7618	0.6914	0.9324	0.1764	0.1776	0.1516	0.01286	0.08291	0.02362	0.1374	0.01224	0	0.02054
105373258	0	0	0	0	0.02031	0	0	0	0	0	0.1235	0	0	0
10472	42	8.458	11.1	39.08	5.863	6.22	6.358	1.618	6.032	1.773	1.26	4.18	1.461	1.782
440742	0	0	0.01174	0	0.01301	0	0	0	0	0	0.01131	0	0	0
112268257	0	0.04292	0.03091	0	0.07997	0.01755	0	0	0	0	0	0	0	0
105373261	0	0	0	0	0	0	0	0	0	0	0.1063	0	0	0
105373260	0	0	0	0	0.01957	0	0	0	0	0.00633	0.034	0	0	0
105373262	0.04623	0.04266	0.1014	0	0.02385	0.0471	0	0.06121	0	0	0.05032	0	0	0.06901
107985371	0	0	0	0	0.03987	0	0	0	0	0.009674	0.05197	0	0	0
200159	0.05186	0.03988	0.008617	0.5856	0.02866	0.004893	0.1508	0.01683	0.1042	0.006181	0.02213	0.05125	0	0.01075
159	21.59	4.69	3.085	50.16	4.425	4.615	28.49	5.876	47.36	7.636	6.839	18.94	6.008	9.599
105373264	2.102	0.3993	0.2876	2.138	0.1708	0.4025	1.59	0.2287	1.055	0.09948	0.2276	0.5041	0.1325	0.1346
257044	0.7032	0.1283	0.08022	2.363	0.1353	0.1129	0.1542	0.06131	0.3425	0.0638	0.09575	0.1322	0.05192	0.03591
51029	12.38	2.176	1.943	26.51	2.829	2.858	14.28	3.11	18.13	4.453	3.704	9.261	3.331	3.721
107985372	0	0	0.03505	0	0.05181	0.09951	0.09684	0	0.1765	0.01257	0.03376	0	0.01159	0
112268258	0.968	0.1786	0.1138	0.2943	0.09875	0.118	0.1914	0.05219	0.2692	0.06922	0.08104	0.2207	0.06384	0.009262
116228	38.2	7.022	4.651	65.95	5.213	6.081	29.41	4.665	35.64	6.214	5.164	14.53	5.393	7.306
3192	165.9	35.85	23.38	236.5	25.13	26.56	178.8	37.84	223.5	49.48	34.37	108.8	36.49	51.36
106635532	244.2	27.73	24.57	376.4	30.5	37.74	261.1	47.25	338.4	68.76	47.77	124.4	45.47	35.55
101928068	1.567	0.4735	0.5718	0.399	0.2853	0.1844	0.1749	0.1795	0.08023	0.1384	0.2262	0.05466	0.1115	0.1682
84288	2.16	0.6895	0.3958	2.179	0.4301	0.3147	0.6204	0.2373	0.8374	0.2187	0.256	0.3233	0.1967	0.2221
107985725	0.2111	0.04637	0.01002	0.08512	0.08146	0.06258	0.06459	0.02348	0.222	0.007187	0.02895	0.05214	0.003314	0.006251
55083	0.2513	0.4436	0.39	0.1882	0.3446	0.2214	0.008027	0.03745	0.03731	0.161	0.1084	0.1134	0.1665	0.1128
111216275	0	0	0	0	0	0	0	0	0	0	0.03454	0	0	0
105373266	0	0	0	0	0	0	0	0	0	0.006446	0.04616	0	0	0
105373265	0.475	0.2088	0.21	0.1161	0.1543	0.1016	0.0309	0.007282	0	0.02006	0.0395	0.02495	0.0037	0.03954
64754	1.409	0.4237	0.3137	0.9347	0.306	0.2837	0.8297	0.08549	0.8523	0.157	0.1347	0.621	0.1243	0.107
105373270	0.08769	0.008091	0.005828	0	0.01292	0.009927	0.04831	0	0.07044	0.01254	0.0393	0	0	0
105373269	0.14	0.03311	0.02147	0	0.03834	0.02438	0.05272	0.001398	0.007207	0.007699	0.01723	0.00532	0.007101	0.02009
101928089	0.5199	0.1244	0.04798	0.2174	0.01419	0.07084	0.1591	0.02624	0.2223	0.01033	0.02465	0.07848	0.02222	0.01198
112268277	0.4423	0.05659	0.05928	0.9024	0.04245	0.06522	0.1263	0.02895	0.2127	0.02126	0.03807	0.09366	0.02451	0.009247
107985599	0.5454	0.0814	0.02665	0	0.07387	0.0908	0.2577	0.009371	0.4993	0.04588	0.03081	0.02972	0.04496	0
107985726	0.1635	0	0.01811	0	0.01004	0	0	0.01061	0.2189	0	0.01745	0.0202	0.008988	0.0339
255654	0	0	0	0	0.01135	0	0	0	0	0	0	0	0	0
64216	17.62	3.419	3.082	34.25	3.393	4.468	17.8	4.41	21.67	4.233	3.635	13.29	3.838	5.624
163882	15.28	3.683	2.693	28.74	3.219	3.914	15.89	2.847	17.87	2.929	2.71	8.844	2.37	4.16
105373271	0.625	0.04325	0.1523	0.6322	0.1036	0.1179	0.3921	0.08519	0.4602	0.0298	0.06669	0.1467	0.04122	0.03887
102724382	0.08668	0.06498	0.0216	0	0.02794	0.0368	0.06964	0.01266	0.08704	0	0.03121	0	0.02144	0.06739
51097	24.73	5.8	4.413	32.73	3.154	3.126	29.56	3.604	45.03	8.524	6.267	23.9	6.658	8.147
107985373	0.5278	0	0.02506	0	0.04167	0.04268	1.038	0	1.06	0.05392	0.07241	0.2515	0.01243	0.2579
149134	0	0.02441	0.02637	0	0	0	0	0	0	0.04729	0.008468	0	0.008724	0
25909	14.58	2.461	1.85	24.86	2.524	2.914	15.82	2.875	20.5	2.934	2.672	10.1	2.611	4.354
57116	0.01597	0	0.01061	0	0.005883	0	0.01466	0.01866	0.07215	0.03426	0.02556	0.04142	0.0237	0.03973
100533111	0.1062	0.01225	0.1412	0.7495	0.2641	0.1353	0.3656	0.1551	0.3732	0.3322	0.221	0.5116	0.2977	0.2147
93474	0.7716	0.0947	0.1082	5.535	0.3677	0.3125	2.84	0.3528	5.21	0.7112	0.46	2.445	0.901	0.7837
79862	11.13	3.357	2.672	20.92	2.957	2.803	16.7	3.114	22.33	5.633	4.049	11.67	4.775	6.085
400812	0	0	0.003982	0	0.004415	0	0.011	0	0	0	0.03069	0	0	0
388759	0	0.01214	0	0	0.03393	0	0	0	0	0	0.1643	0	0	0
7678	40.72	6.767	3.554	58.89	5.4	4.23	14.86	1.957	20	3.52	2.463	10.2	3.168	4.125
112268259	33.02	9.763	8.525	47.06	5.994	7.175	23.96	3.723	27.2	6.33	5.147	16.18	7.565	8.716
100500849	194.1	73.19	54.82	323	37.61	57.61	132.3	23.75	161.5	38.42	35.41	89.95	49.09	61.33
317705	0	0	0.009192	0	0.02038	0.01566	0.07619	0	0	0	0	0	0	0
105373273	0.3054	0.04025	0.0145	0	0.01607	0.02469	0	0	0.04381	0.0156	0.04189	0	0	0
84838	2.854	1.746	1.637	1.566	1.205	1.281	3.089	1.207	4.088	2.035	2.188	4.645	1.745	3.197
107985115	0.1627	0.1752	0.3347	0	0.2427	0.136	0.05692	0.1328	0.1401	0.1829	0.2976	0.09763	0.1303	0.1976
107985375	0	0	0	0	0.01	0.03074	0	0.02115	0.02727	0.02913	0.008693	0	0	0.05067
114548	2.449	0.347	0.549	8.167	1.397	1.75	0.1358	0.2003	0.03228	0.03448	0.04733	0.04288	0.02332	0.03199
127623	0	0	0.0207	0	0.1147	0.01763	0	0	0	0	0.03987	0	0	0
441932	0.1107	0	0.007356	0	0.02447	0	0	0	0.02223	0	0.01417	0.06563	0	0
148823	0.8692	0.1287	0.1164	0.9705	0.1051	0.1836	1.084	0.5886	0.508	0.2041	0.1516	0.2884	0.05989	0.1009
148824	5.389	0.3081	0.6192	9.557	0.2689	0.6769	3.123	0.2661	3.836	0.2277	0.3529	2.29	0.2407	0.4153
81472	0.2167	0.04499	0.0756	0.5353	0.07983	0.1472	0.2487	0.1055	0.1197	0.05811	0.1734	0.1445	0.01429	0.08087
102724446	0.01087	0.005015	0.01806	0	0.03604	0.01231	0.07985	0.04657	0.07641	0.03498	0.06611	0.08056	0.003585	0.006761
81470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81469	0	0	0	0	0.01177	0	0	0	0	0	0.02045	0	0	0
441933	0	0.01483	0	0	0.01185	0	0	0	0.1937	0	0.06175	0	0.0212	0
343169	0	0	0	0	0.02361	0	0	0	0	0	0.01026	0	0	0.01993
388761	0	0	0	0	0.0061	0	0	0.001612	0	0.00296	0.01723	0.003068	0.004095	0
343170	0	0	0	0	0	0	0	0.01224	0	0.01124	0.01006	0	0	0
26188	0	0	0	0	0.02316	0	0.08659	0	0.03157	0	0.04025	0	0.0311	0
284532	0	0	0	0	0	0	0	0	0	0	0.01023	0	0	0
391189	0	0	0	0	0.03389	0	0	0	0	0	0.01963	0	0	0
25893	0.02299	0.03446	0.021	0	0.04657	0.01952	0.07386	0.02685	0.09232	0.01233	0.09197	0.09795	0.00379	0
343171	0	0	0.01045	0	0.02316	0.05339	0.08659	0.01224	0.1263	0	0.03019	0.1398	0.02073	0.01955
343172	0.03417	0.01182	0	0.04823	0.006294	0	0.04706	0	0.01715	0.006108	0.02461	0	0.002817	0.01594
127608	0	0	0	0	0.01106	0	0	0	0	0	0.009606	0	0	0
284521	0.06922	0	0.0506	0	0.0153	0.04702	0.03813	0.01617	0.0417	0.0198	0.05761	0.07182	0	0.04305
391190	0.06328	0	0	0	0.04662	0	0.02905	0	0.03177	0	0.06076	0.0469	0	0
391191	0.1474	0	0.009793	0	0	0	0	0.01148	0.08878	0	0	0	0	0
26247	0.06424	0	0.05336	0	0.01183	0.01818	0.02949	0	0.0645	0	0.0514	0.1428	0	0
81466	0	0	0	0	0	0	0	0	0	0.01131	0.01013	0	0	0
26246	0.02175	0	0	0	0.04006	0	0	0.00847	0.06552	0	0.04873	0	0	0
105373275	0	0	0	0	0.05734	0.03304	0.1072	0.007577	0.01954	0	0.06228	0.04326	0	0.121
391192	0	0	0.02103	0	0.02331	0	0	0	0	0	0.04051	0	0	0
388762	0	0.02125	0	0	0.01697	0	0	0	0	0	0	0	0	0
127059	0	0	0	0	0.03497	0	0	0	0	0	0.04051	0	0	0
391194	0	0	0	0	0.04193	0	0	0	0	0	0.009109	0	0	0
127062	0	0	0	0	0	0	0	0	0	0	0.03038	0	0	0
26245	0	0	0	0	0.02339	0	0	0.01236	0	0	0.04064	0	0	0
391195	0	0	0	0	0.01137	0	0.02833	0	0	0.01103	0.01975	0	0	0
127064	0	0	0	0	0.01137	0	0.02833	0	0	0	0.05925	0	0	0
391196	0	0	0	0	0.03497	0	0	0	0	0.01131	0.01013	0	0	0
127066	0	0	0	0	0.03497	0	0	0	0	0	0.06076	0	0	0
127074	0	0	0	0	0	0	0	0	0	0	0.01817	0	0	0
254879	0	0	0	0	0.04723	0	0	0	0	0	0.03078	0	0	0
26696	0	0	0	0	0.01972	0	0	0.01042	0	0	0.01713	0	0	0
81458	0	0	0	0	0.01076	0	0	0	0	0.01044	0.009351	0	0	0
401992	0	0	0	0	0.01123	0	0	0	0	0	0.009754	0	0	0
105373279	0.285	0	0	0	0.05249	0	0	0	0	0	0.04561	0	0	0
343173	0	0	0	0	0.01144	0	0	0	0	0.0111	0.03975	0	0	0
105373277	0	0	0	0	0.007468	0	0	0	0	0	0.01298	0	0	0
401993	0	0	0	0	0.004335	0	0	0	0	0.004207	0.01506	0	0	0
391211	0	0	0	0	0.03453	0	0	0	0	0	0.03	0	0	0
343563	0	0	0	0	0.03464	0	0	0	0	0.0112	0.01003	0	0	0
127068	0	0	0	0	0	0	0	0	0	0.0111	0.02981	0	0	0
127069	0	0	0	0	0.01355	0	0	0	0	0	0	0	0	0
127077	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0
403244	0	0	0	0	0.01126	0	0	0	0	0	0.01957	0	0	0
403239	0	0	0	0	0	0	0	0	0	0	0.009968	0	0	0
401994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928226	0.6718	0	0	0	0.1375	0	0	0	0.07495	0	0.1434	0.166	0	0
646627	0.04993	0	0.04977	0	0.07358	0.02826	0	0	0	0.008926	0.007991	0	0.008232	0
107985747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80851	2.737	2.351	1.744	2.861	4.092	3.218	2.947	2.229	1.663	3.69	3.23	4.36	2.246	3.886
100422879	3.547	7.16	6.63	0	13.07	13.3	0.4071	9.152	0	5.707	11.21	1.972	6.872	8.825
79894	9.38	7.14	5.554	12.09	7.97	6.991	18.42	11.3	15.45	19.46	15.18	21.81	11.82	18.44
55657	2.674	2.21	1.695	2.216	1.632	1.713	2.174	0.4482	1.483	1.096	0.8326	2.662	0.9235	1.088
267002	2.076	0.7252	0.4172	1.716	0.6483	0.4925	2.342	0.335	2.71	0.8519	0.5443	2.213	0.6748	0.8301
100189199	0.7074	1.142	0.5876	0	0.5212	0.4004	1.624	1.377	0.7103	0.5058	0.5661	2.621	1.4	2.86
100189409	14.44	12.75	2.879	4.077	2.584	5.605	18.18	7.07	39.36	7.229	5.944	46.18	13.33	14.63
107987362	0.152	0.08763	0.03787	3.968	0.014	0.0215	0.1744	0.1184	0.03815	0.1494	0.07296	0.1689	0.08769	0.3072
105379854	0.8549	0.1726	0.1953	2.866	0.2559	0.2117	0.834	0.1873	0.5902	0.6687	0.1881	0.3168	0.3524	0.4653
105379521	0.1801	0.0623	0.02991	0.1271	0.05804	0.02548	0.06199	0.01753	0.4746	0.05633	0.01441	0.05004	0.01484	0.042
101060632	0.188	0.01735	0.0125	0	0.05542	0.02129	0.03453	0.08787	0.1888	0.05378	0.01204	0.02787	0.0372	0
107987363	0	0	0	0	0.04733	0	0	0	0	0.01723	0.05654	0	0.01589	0
102724250	3.564	1.104	0.6387	2.088	0.563	0.3943	1.983	0.3827	3.02	0.6275	0.6879	2.209	0.5164	1.162
107987364	0	0	0	0	0.02954	0	0	0.007807	0	0.007168	0.04492	0	0	0
105379523	0	0	0	0	0.03909	0	0	0	0	0.004215	0.03396	0	0	0
107987365	0	0.01789	0	0	0.007144	0.01098	0.0178	0.007552	0	0.006934	0.01241	0.01437	0.01279	0
107987366	0.01364	0.01573	0.002266	0	0.0201	0.007721	0.04383	0.01328	0.02055	0.009754	0.02401	0.05055	0.02474	0.02121
102724562	0.04957	0.08385	0.04392	0.02332	0.2739	0.1029	0.03034	0.01287	0.01659	0.01772	0.05289	0.03674	0	0.03083
105379524	132.5	114.2	32.37	95.47	32.85	28.29	63.08	46.07	97.33	36.06	27.72	50.15	36.9	63.52
107987367	0.4015	0	0.1334	0	0.2958	0	0	0.1563	0	0	0.257	1.19	0	0.7491
440570	0	0.05347	0.007703	0	0.05552	0.006561	0	0.01354	0	0.008289	0.06679	0	0.01529	0.00721
107987368	0	1.332	0.1371	0	0	0.2336	0	0	0	0.2951	0.1321	0	0.4082	0
642273	0.03123	0.005764	0.004151	0.2292	0.02762	0	0	0	0.006272	0	0.07198	0	0.00206	0
105373324	0	0	0	0	0.02013	0.01031	0	0	0	0	0.01749	0	0	0
26751	2.342	0.7071	0.5448	2.993	0.4617	0.5187	0.7546	0.2144	0.6932	0.141	0.1184	0.3472	0.1098	0.1993
52	67.48	16.76	14.92	74.63	13.1	13.48	61.51	14.09	70.82	22.49	19.13	55.73	19.29	27.4
285016	0.8099	0.05468	0.09846	2.872	0.2402	0.1901	0.7617	0.08462	0.7141	0.04944	0.215	0.2489	0.05862	0.03686
101927262	0.5402	0.04984	0.1436	2.669	0.1194	0.06115	0.3472	0.1262	0.4882	0.03863	0.05187	0.04003	0.07125	0
105373346	0.1471	0.008485	0.04278	0	0.03388	0.02603	0.01267	0.001791	0.06464	0.0148	0.0471	0.02386	0.007581	0.00858
105373350	0	0	0.009402	0	0	0	0	0.005509	0	0	0	0	0	0
105373351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
727944	0	0	0	0	0	0	0	0	0	0	0.07177	0	0	0
100996637	0	0	0	0	0	0	0	0	0	0.006446	0.06348	0	0	0
101927362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105373352	0.0919	0.006056	0.004362	0	0.02418	0	0	0	0.01318	0.009388	0.02942	0.04865	0.01299	0
129787	5.882	2.094	1.15	11.14	1.615	1.635	5.452	1.32	6.555	2.147	1.613	3.546	1.566	2.297
105373354	0.1603	0.4808	0.2892	0.01617	0.6076	0.363	0.02103	0.2721	0.023	0.7412	0.5059	0.07639	0.4419	0.3419
105373479	0	0.1132	0	0	0.06026	0.01157	0	0	0	0.02193	0.01309	0	0.006742	0
105373358	0	0.2921	0	0	0.07177	0	0	0	0	0.03483	0	0	0	0
105373480	0	0	0	0	0.01872	0	0	0	0	0	0.03072	0	0	0.003512
105373392	0	0	0	0	0.005926	0	0	0	0	0	0.02574	0	0	0
339822	0.1173	0	0	0	0	0	0	0	0	0	0.01252	0	0	0
101060385	0	0	0	0	0.03154	0	0	0	0	0	0.02741	0	0	0
105373481	0	0	0	0	0.01584	0	0	0	0	0.001709	0.01683	0	0.003152	0
101060391	0	0.0729	0.01313	0	0.07277	0	0	0	0	0	0.06323	0	0	0
54221	0	0	0.001561	0	0.003462	0	0.006471	0.0009149	0	0.00084	0.02858	0	0	0
105373359	0	0	0	0	0.02213	0	0	0	0	0	0.004808	0	0	0
7173	0	0	0	0	0.02584	0	0	0	0	0.00418	0.01684	0	0.003855	0
102723730	0	0	0	0	0.01128	0	0	0	0	0	0.005881	0	0.00202	0
7837	0.9751	0.4618	0.6035	0.4141	0.364	0.3883	0.06734	0.1882	0.1213	0.2082	0.2831	0.2206	0.2234	0.5662
23040	0.01987	0	0.003301	0	0.01391	0.002249	0	0	0	0.001421	0.02671	0	0.0006552	0
107985838	0	0	0	0	0.04039	0	0	0	0	0.0056	0.005013	0	0	0
730811	0	0	0	0	0.01013	0	0	0	0	0	0.044	0	0	0
105373389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985839	0	0	0.004499	0	0.004989	0	0	0	0	0.004842	0.008669	0	0	0
105373390	0	0	0	0	0.02882	0.008052	0	0	0	0.002543	0.01594	0	0	0
101927554	0.1267	0.1228	0.04212	0.4294	0.1774	0.2367	0	0.004936	0	0.03172	0.04057	0	0.03762	0
107985840	0.01952	0.03602	0.0227	0.06887	0.1031	0.1105	0.07168	0.01647	0.09472	0.02094	0.03332	0.06509	0.006436	0.01619
