GeneID	GSM2599707	GSM2599708	GSM2599709	GSM2599710
105378607	0	0	0	0
127262	2.165	2.643	10.11	8.66
49856	5.001	3.893	8.267	9.791
7161	1.605	1.584	1.643	1.526
105378610	4.227	1.931	1.471	0.9117
105378609	0.2932	0.4367	0	0.4281
57212	5.958	4.868	5.517	4.749
148870	6.051	4.716	2.923	2.766
388588	0	0	0	0.2649
57470	4.928	4.964	6.057	7.548
9731	3.016	2.454	5.772	5.492
1677	2.057	1.881	1.796	1.607
107984910	0.2746	0.4771	0.3504	0.401
339448	5.931	4.127	5.211	4.508
100133612	0.5325	0.1586	0.2038	0.5442
728716	0	0	0	0
105376672	0	0	0	0
105376673	0	0	0	0
284661	0	0	0	0
105376674	0	0	0	0
105376679	0	0	0	0
107985376	0	0	0	0
55966	0.03183	0.0237	0.01523	0.06971
105376680	0	0	0	0
102724429	0	0	0	0
105376681	0	0	0	0
105376682	0	0	0	0
107984911	0	0	0	0
105376686	0	0	0	0
100616421	0	0	0	0
261734	0.9454	0.8707	1.81	1.744
8514	14.12	11	41.54	39.92
26038	0.04221	0.09429	0.0202	0.04622
105376687	0	0	0	0
6146	140.5	140.8	116.2	102.9
107985733	1.193	1.48	0.3804	0
102724450	0.55	0.4095	0	0.4015
388591	2.17	1.951	0.1567	0.269
23463	6.384	4.594	9.103	8.977
148645	0	0.1885	0.1212	0.1849
390992	0	0	0	0
387509	0.3841	0.3496	1.307	1.122
11332	0.7141	1.263	1.708	1.368
54626	0	0	0	0.03561
83715	0.1899	0.1944	0	0
100422975	0	0	0	0
8718	1.194	0.6463	0	0
57449	0.06967	0.1556	0.03334	0.05086
79707	6.291	5.488	6.575	5.995
80835	0	0.03637	0	0
107984912	0	0	0	0
3104	6.987	4.739	10.99	10.86
9903	0.9681	0.3134	0.8459	1.413
107984913	0.1055	0	0.2019	0.462
148479	2.163	1.248	1.553	1.303
90326	1.946	1.159	2.447	3.043
55735	16.14	11.83	17.79	15.93
100505887	0.4286	0	0	0
110841581	0.3766	0.5609	0	0
23261	1.614	1.541	0.515	0.569
105376692	0	0	0	0
102725193	0	0	0	0
101928836	0	0.1046	0	0
105376691	0	0	0	0
105376689	3.03	2.386	0.09999	0.2543
9341	10.11	6.531	7.864	7.383
8863	1.345	1.275	1.755	1.535
10911	23.09	18.19	33.55	25.95
3604	0.09078	0.1127	1.911	1.878
11315	43.62	45.61	53.29	52.51
54206	0.3655	0.2268	0.5246	0.4002
107984915	0	0	0	0
102724539	0	0	0	0
105376695	0	0	0	0
50651	0	0	0.07799	0.1785
473	3.266	2.578	10.9	10.79
102724552	1.198	1.561	1.72	2.624
106632271	0	1.358	1.745	0
2023	88.98	82.71	109	99.58
102465436	4.672	3.479	8.942	5.116
100505975	0.9302	0.6926	0	0.679
112268261	0.1011	0.1756	0	0
765	0	0	0	0
155184	0.2001	0.07449	0	0
6518	22.34	17.08	27.49	25.94
80045	0.7967	0.4746	0.7243	0.5525
106614088	0.3001	0.3351	0.04786	0.07302
407040	0	0	0	0
102724571	0.4234	0.4729	0.4052	0
9563	5.11	4.249	15.28	14.33
80176	0.4016	0.3489	6.726	6.205
100506022	0.2558	0.06349	0.08161	0.249
84275	5.396	4.597	4.22	4.772
199953	0.5231	0.4977	1.252	1.167
107985734	0.1887	0.5619	1.083	0.6886
105376712	0	0.3502	0	0
5293	15.53	12.91	10.62	10.79
644997	5.018	5.35	0.3274	1.082
101929074	4.557	4.04	1.869	0.9505
22883	31.37	25.37	73.4	70.93
56998	1.841	1.504	1.99	2.818
105376717	0	0.3192	2.051	0.9388
84328	3.887	4.105	3.379	4.257
64802	5.761	4.257	5.639	4.875
113391335	15.45	14.29	5.377	6.836
100847055	53.31	27.78	20.41	9.729
116362	0	0.1843	0.7105	0.1807
10277	9.643	8.483	16.72	15.92
23095	2.46	1.832	7.565	6.929
105376725	1.722	1.923	2.609	2.095
5226	15.72	16.27	57.12	54.99
100526739	1.902	1.81	1.618	1.852
378708	2.003	1.988	1.022	1.462
1325	0.9098	1.016	2.394	1.66
1676	7.174	6.912	6.004	6.017
5195	4.459	3.809	3.97	3.23
54897	0.04537	0.06757	0.4559	0.4306
105376733	0	0	0	0
105376735	0	0	0	0
148345	0.7834	0.8485	1.704	1.092
23435	50.19	43.49	47.99	45.54
10747	10.44	9.851	13.48	11.52
6723	3.082	3.234	7.776	8.59
5394	33.34	28.51	30.97	25.49
105376736	1.712	1.02	2.95	2
2475	8.245	7.092	12.44	10.69
100873935	1.178	1.096	4.227	2.365
10218	0.3324	0.5568	1.034	0.9705
29914	0.6837	0.8182	1.869	2.086
105376737	0	0	0	0
105376739	0	0	0	0
105376740	0	0	0	0
57540	0	0	0	0
112268221	0	0	0	0
101929181	0	0	0	0
26232	0	0	0	0
93611	1.773	1.321	2.956	3.592
26270	0.5391	0.4014	0.3096	0.9446
10459	3.21	3.551	2.984	3.213
374946	0.09237	0.1376	0.4862	0.3034
57085	4.423	2.47	6.047	7.727
284498	0.2183	0.1625	0.7162	0.9333
102724659	0	0	0	0
4524	2.833	2.391	6.8	6.739
1185	7.903	6.02	13.14	12.28
100379251	6.254	5.868	9.936	8.036
4878	2.432	3.983	3.258	2.485
4879	0	0	0	0
26829	0	0	0	0
90231	8.555	6.26	14.26	15.45
5351	11.14	10.43	55.02	54.39
9927	9.409	7.953	13.34	14.02
60672	0.7536	1.603	3.709	3.38
102466982	0	0	0	2.335
943	0	0.07343	0	0.07199
102465836	0	0	0	1.581
7133	5.35	4.104	36.38	40.97
100616438	0	0	3.262	2.488
107984917	0.1746	0.13	0.2507	0.3187
55187	3.457	2.498	9.414	7.933
677885	0	0	0	0.9985
105376744	3.859	3.247	6.139	6.366
9249	1.981	1.843	59.5	67.13
102466722	0	0	8.908	6.795
343066	0	0	0	0
126767	0	0	0	0
93190	0	0	0.05582	0
390999	0	0	0	0
65121	0	0	0	0
105376745	0	0	0	0
440560	0	0	0	0
343069	0	0	0	0
65122	0	0	0	0
400735	0	0	0	0
343071	0	0	0	0
441871	0	0	0	0
440561	0	0	0	0
101929983	0	0	0	0
649330	0	0	0	0
441873	0	0	0	0
649324	0	0	0	0
440563	0	0	0	0
645354	0	0	0	0
645359	0	0	0	0
101060301	0	0	0	0
343070	0	0	0	0
400736	0	0	0	0
391003	0	0	0	0
343068	0	0	0	0
391002	0	0	0	0
645382	0	0	0	0
653619	0	0	0	0
729528	0	0	0	0
645414	0	0	0	0
391004	0	0	0	0
645425	0	0	0	0
126755	0	0	0	0
102724856	0	0	0	0.05436
107984918	0	0	0	0
10630	1.456	1.577	10.32	9.467
107984919	0	0.2187	0.4686	0.07149
105378612	0	0	0	0
105376756	0	0	0	0.3426
7799	5.196	4.965	8.735	7.902
23254	0.07713	0.1053	0.1845	0.2909
107985467	0	0	0	0
107985468	0	0	0	0
105376762	0	0	0	0
105376759	0	0	0.07367	0
107985469	0	0	0	0
200197	0.1192	0.08872	0.4846	0.4349
55092	2.369	3.087	25.93	27.56
727684	1.245	0.9269	6.076	3.817
114827	0.1877	0.0998	0.3848	0.3131
101927417	0	0	0.2557	0.1951
101927441	0.1469	0.1968	0.5341	0.4503
79180	6.695	5.816	23.9	25.82
11330	0.1192	0.04438	0.05704	0.174
63036	0.227	0	0	0
105376767	0	0	0	0
51032	0.2272	0.3384	0.6523	0.6635
842	1.039	0.5159	1.515	1.337
23341	5.675	4.604	10.84	11.31
107397391	0	0	1.431	0
79814	2.956	2.401	1.543	0.9807
84301	4.132	3.468	10.59	10.64
6248	2.063	1.736	6.523	7.071
23207	5.607	3.934	18.14	20.33
284723	0.3763	0.4203	0.9002	0.7211
110806303	0.3284	0	0.3143	0.2398
388595	0	0	0	0
54751	0.08316	0.03096	1.035	1.123
440567	54.87	53.8	29.21	28.49
729614	3.348	2.493	1.384	1.5
23013	14.25	10.79	22.63	19.85
7709	2.637	2.585	5.132	5.358
149563	0	0	0	0
27129	1.111	0.8273	1.713	2.073
1187	0.6677	0.6836	1.358	1.34
1188	0.2123	0.1581	0.2032	0.05166
348487	0	0	0	0
1969	0	0.03625	0.1398	0.1066
101927479	0	0	0.03794	0.2026
128272	1.268	1.438	2.195	2.291
101927546	0	0.06655	0.2138	0.1957
79363	0.3377	0.6705	0.6463	0.6573
54455	4.03	3.048	5.344	4.818
26099	3.161	3.095	7.34	6.795
374955	1.062	1.102	1.952	1.713
55707	7.864	6.611	11.29	11.9
107984921	3.972	3.005	3.372	3.367
114819	1.782	1.615	4.707	4.015
26871	3.803	0.9439	6.066	7.403
107985757	0	0	0	0
100132147	0	0	0	0
107985758	0	0	0	0
7195	0	0	0	0
55672	4.958	3.744	4.444	3.772
105376794	4.594	4.575	8.528	7.879
84809	5.772	5.175	11.27	11.26
11209	1.025	0.5285	1.057	1.324
107985736	1.411	1.106	1.279	0.976
26869	3.803	0	4.853	3.702
107985759	0	2.18	0	0
284729	0	0	0	0
100189045	0	2.18	0	0
6060	2.535	0	3.639	0.9254
11223	1.559	1.326	1.406	1.463
100500876	0	0	0	0
100189298	0	0	0	0
112267871	0	0	0	0
7193	0	0	0	0
100189183	0	2.092	0	0
105376805	0.33	0.2457	0.3158	0.2409
791226	2.809	6.276	0	4.102
26870	2.535	0	3.639	2.776
9696	1.199	1.102	2.076	3.036
4237	0	0.1316	0.1692	0
105376806	0	0	0	0
23400	0.7719	0.3448	3.496	3.832
6390	18.23	16.47	28.42	19.44
11240	1.54	1.416	0.39	0.2975
105376808	0	0	0	0
400743	0	0	0	0
29943	0.03549	0.05286	0	0
51702	0	0	0	0
100616188	0	0	0	0
23569	0	0	0	0
353238	0	0	0	0
55920	30.51	27.53	30.77	30.02
55160	1.576	1.529	2.858	3.043
107984028	0	0	0	0
81569	0	0	0	0
105376809	0	0	0	0
105376812	0	0	0	0
101927876	0	0	0	0
84966	0	0	0	0
105376814	0	0	0	0
127707	0	0	0	0
5081	0	0	0	0
80834	0	0	0	0
8659	0.3483	0.3026	0.5556	0.339
100616120	0	0	0	0
100302276	0	1.985	0	0
126917	0.7066	0.7516	3.284	2.996
105376815	0	0	0	0
23352	12.3	8.982	18.48	16.87
101927895	3.542	2.473	6.568	5.172
23065	20.19	15.06	35.37	31.73
51154	12.18	9.707	12.23	12.94
246181	2.817	2.032	1.095	1.735
22977	1.291	1.236	1.412	1.077
100506730	7.681	5.471	3.915	2.926
8574	9.922	7.152	6.609	4.983
54896	3.193	2.972	4.828	4.708
832	30.71	33.98	42.58	41.05
105376819	0.4892	0	0.9363	0.3571
105376818	0	0	1.421	0
105376817	0.3416	0.1272	0.327	0.6235
105378614	0	0	0	0
440574	4.373	4.537	6.113	5.309
100532736	1.698	1.475	2.979	2.961
644068	4.466	4.987	6.885	4.528
4681	0.2646	0.2955	1.139	1.255
3362	0.1094	0.08147	0.2094	0.03994
255104	2.502	2.008	3.141	2.61
54546	0	0	0	0
105376823	0.6755	0	0.3232	0.2466
23252	7.447	5.438	7.79	6.469
30814	0	0	0	0
5320	0	0	0	0
5322	0	0	0.05745	0
26279	0.07754	0	0	0
64600	0.07626	0	0.07298	0.05567
391013	0.7327	0.5455	0.5259	0.6686
127733	0.03186	0	1.372	1
101928017	0	0	0	0.2976
105376825	0	0	0.1961	0.1496
105376826	0	0	0	0
105376827	0	0	0	0
105376828	0	0	0	0
127731	0	0	0	0
339505	0	0	0	0
55450	0	0	0.1711	0.261
79594	1.191	1.084	6.207	6.716
163933	0	0	0	0
978	2.056	1.531	0.2459	0.5628
65018	3.756	2.738	7.488	7.197
102464833	0	0	0	0
100861548	5.241	4.913	11.87	10.59
1650	45.08	36.19	108.6	101.2
57576	3.102	2.991	4.088	4.009
400745	0	0.03149	0.08096	0.1544
112268222	15.15	11.53	8.38	7.899
50809	53.23	40.28	32.49	30.27
8672	43.08	38.29	68.87	62.67
105376830	8.864	5.811	3.843	3.65
105376829	3.884	5.156	6.95	5.301
100302155	0	2.602	1.672	3.826
1889	0.7853	0.6072	0.8961	0.7717
100506801	0.1615	0	0	0
105376832	0	0	0	0
84224	1.188	1.036	1.234	1.04
249	0	0	0.07043	0.05372
105376834	0	0	0	0
5909	0.2336	0.1739	0.1341	0.1364
84196	24.12	19.35	16.8	15.21
401944	0.6948	0.5543	0.7124	0.9782
3339	0.6329	0.4098	1.251	1.125
23436	0	0	0	0
10136	0	0	0	0
101928043	0.8935	1.331	0.285	0.4349
29092	4.943	4.461	2.867	2.515
112268223	0.4243	0.158	0.406	0.6194
998	9.984	8.996	11.51	11.88
54361	0.296	0.1714	0.1259	0.07202
105376845	0.1109	0	0.1062	0.08098
105376850	0	0	0	0
107985377	0	0	0	0
100616433	0	2.497	0	0
105376856	0	0	0	0
9923	9.595	7.784	16.62	13.77
2046	0	0	0.03184	0
102466615	0	0	0	0
712	0	0	0	0.25
714	0	0	0	0
713	0	0	0	0
2048	0	0	0.1221	0.133
100616391	0	0	0	0
100422914	0	0	0	0
646262	0	0	0	0
729059	1.218	0	0	0
23028	13.52	9.908	14.23	12.98
100422866	3.057	2.276	2.926	0
7798	3.956	3.572	13.42	11.92
3352	0	0	0	0
100996511	7.816	5.599	3.627	2.983
10236	16.62	13.88	15.19	14.37
80818	1.347	1.294	1.704	1.427
148898	0.3623	0.4316	0.3467	0.3174
6920	3.443	2.686	0.07845	0
55616	0.0953	0.07096	0.0912	0
1870	1.184	1.296	0.3999	0.6355
101928163	0.5146	0.1277	0	0.1252
105376859	0	0	0.1161	0
3399	0	0	3.979	5.432
107984928	0	0	0	0.1371
259283	0	0	0	0
6135	292.9	301	323.6	303.2
6924	6.393	5.981	14.53	12.62
100506963	4.986	6.426	7.525	6.86
57095	13.33	10.51	17.01	14.21
105376860	2.706	3.358	2.589	5.267
11313	2.431	1.341	4.308	5.455
2582	1.029	0.7659	3.172	3.17
3155	6.335	4.525	9.156	7.928
105376861	0	0.2144	0	0
2517	2.834	2.386	33.61	33.2
1269	0.1315	0	0.03147	0
107984929	0	0	0	0
100616492	0	0	0	0
55629	40.44	40.55	42.06	38.9
10772	33.68	27.1	24.74	23.77
105378615	0	0	0	0
105376863	0	0	0	0
107984931	0	0	0	0
127294	0	0	0	0
107985737	0	0	0	0
105376864	0	0	0	0
58985	0	0	0	0
163702	0	0	0	0.05956
284632	0	0	0	0
105376871	0.1587	0.2068	0.07594	0
57822	0	0	0	0.1286
90529	0.7447	0.4692	0.6579	0.5018
57185	3.641	2.828	4.362	3.824
100750325	0.3923	0.2921	0	0
11123	2.687	1.892	1.789	1.684
100506985	1.923	1.432	0.8179	0.7799
400746	0	0.02456	0.03156	0.02408
10250	71.95	60.44	57.68	51.9
25932	13.78	12.05	31.25	31.26
105376876	0.2496	0	0.2388	0
864	4.41	3.978	13.03	12.13
102465437	0	0	0	4.216
107984932	1.41	1.575	8.099	6.075
105376878	0.6691	0.4201	0.6905	0.6225
100616365	0	0	0	0
105376879	0	0	0.09443	0.07203
25949	11	11.72	28.54	31.27
57035	41.24	34.78	31.6	26.86
105376882	0.2124	0	0	0
6007	1.689	1.067	1.518	1.233
23585	6.173	5.716	24.99	25.13
6006	3.532	2.522	10.37	9.748
55219	7.16	5.97	20.41	18.29
26119	1.546	1.48	2.06	2.035
57134	2.279	1.669	11.4	10.84
57190	5.783	5.382	30.39	31.27
56181	9.949	7.537	10.27	9.347
646471	3.016	2.839	4.085	4.57
79000	4.662	3.921	3.057	2.899
164091	2.474	2.47	1.184	1.067
3925	65.8	60.76	9.197	10.07
100500808	13.41	9.987	2.139	3.264
105376885	0	0	0	0
5051	5.605	4.074	4.12	4.157
101928216	0.06174	0.2758	0	0.04507
2134	0.04553	0	0	0
7780	0	0	0	0
105376910	0	0.1476	0	0
84676	0.09733	0.07247	0	0
149420	1.414	0.9596	1.023	0.9867
105376886	0	0	0	0
79927	0	0	0	0
110806296	0	0	0	0
51042	3.259	1.941	3.118	5.947
10256	0.244	0.1817	0.1557	0.3563
378807	0	0.06209	0	0
101928303	0.1929	0.1436	0	0
64793	12.87	9.953	6.547	7.623
83442	13.56	20.41	99.61	111.1
91544	6.722	6.799	43.88	43.07
1043	12.91	9.944	149.5	157.6
55057	0	0	0	0
257101	0	0	0	0.06715
79727	0.3625	0.3085	0.3965	0
79947	12.65	12.1	13.29	12.72
101928324	11.14	10.07	8.882	5.614
3151	156.3	162	38.87	37.78
6195	7.611	7.542	37.65	33.87
100302190	0	0	0	2.919
105376888	0.2413	0.08984	0	0.08808
101928728	1.123	0.4877	0.2686	0.4781
8289	26.03	22.03	21.83	21.74
55650	4.151	3.615	4.511	4.006
84243	1.113	1.043	2.682	3.098
2810	0	0	0.1521	0
54707	7.665	5.94	6.952	6.084
63906	2.446	2.404	5.711	5.428
10726	11.34	10.53	14.5	12.7
8431	0	0.1921	0	0
126695	0.3133	0.4665	0.1999	0.1525
388610	0.6197	0.2307	1.779	1.055
115572	0	0	0	0.06371
101928391	0	0	0	0
6548	2.63	2.306	19.61	19.05
102723760	0	0	0	0
105376890	0	0	0	0
23038	2.853	1.537	5.82	5.59
84065	1.786	1.908	2.973	4.139
644961	3.449	2.743	4.576	3.548
84958	3.877	3.088	0.08628	0.2633
9064	2.161	2.182	1.087	1.203
8547	0	0	0	0
388611	0	0	0	0
2827	0.5837	0.2897	1.21	1.207
10163	13.5	11.44	26.06	24.15
105376892	0.2251	0.391	0	0.05477
27245	0.8516	0.8696	2.235	2.682
2268	6.211	5.203	28.46	26.51
111216282	0.4714	0	0.4511	0
2537	7.378	6.948	193.3	213.5
199870	2.415	2.428	4.738	3.585
23673	11.03	8.623	33.18	32.41
5511	11.23	6.654	8.481	6.793
677774	0	0.9325	1.199	0
9473	5.091	4.074	22.61	26.96
6118	16.79	15.57	10.51	8.324
27293	0	0.0456	0.0586	0.0447
55113	1.524	1.081	2.014	1.695
2140	7.803	6.384	11.16	9.141
5724	0.1458	0.3979	0.2325	0.1773
22826	26.03	23.4	25.33	26.33
93974	14.69	13.11	7.648	7.805
83667	0.7071	0.6582	1.466	1.592
54797	1.729	2.575	1.654	2.209
65979	13.84	11.6	11.03	11.05
1104	20.01	19.09	9.257	10.69
8420	24.1	19.4	17.3	19.6
6080	19.08	16.45	10.57	11
26768	9.127	6.796	13.59	8.143
54952	12.59	8.988	8.689	7.984
85028	29.7	22.99	24.5	22.04
692212	12.99	11.61	7.461	9.485
677838	97.55	66.68	62.75	60.71
677825	17.32	9.382	13.57	17.25
692073	4.654	4.621	2.969	4.53
115273	0	0.2864	0.09202	0
6883	8.877	6.138	10.14	8.597
105378616	0.5584	0.1386	0.3562	0.9511
26824	1.54	0	1.474	1.124
10691	5.835	5.162	6.425	5.382
51441	22.4	19.84	25.51	27.73
4985	0.02231	0.03323	0.04271	0.04887
2035	1.956	1.514	1.215	0.9267
399474	0.4472	0.3885	0.4993	0.4353
6429	84.06	73.7	68.6	68.62
51102	1.767	1.842	2.142	1.849
10076	0.0362	0.1078	0.03464	0.1057
101928460	0	0	0	0
107984933	0	0	0	0
107984934	0	0	0	0
101929406	0	0	0	0
105378617	0	0	0	0
105378618	0	0	0	0
4146	0	0	0.2078	0.07925
100129196	0.5071	0.3776	0.7764	0.8884
7805	54.22	52.38	1138	1250
100616164	0	2.01	25.84	19.71
105378620	1.244	1.032	7.416	5.223
105378621	0	0	0	0
105378622	0	0	0	0
400748	0.07236	0.05388	0	0
9672	1.941	2.088	14.79	14.91
9698	17.22	14.95	27.34	27.08
692234	7.087	5.277	29.39	15.52
692235	4.725	12.31	24.87	15.52
692200	2.772	2.064	21.22	6.071
107984935	1.088	0.8105	1.042	0
79570	0.0612	0.04557	0	0
9410	20.34	18.12	14.04	13.25
51538	5.874	5.352	4.29	4.513
2170	0.4289	0.3726	0.7526	0.6263
105378623	0	0	0.3932	0
107985470	0	0	0	0
347735	0.1283	0.09555	0.1228	0.4216
105378625	0	0	0	0
105379772	0	0	0	0
149086	0	0	0	0
284551	0	0	0	0
105378626	0	0	0	0
64129	0.08728	0	0	0
3061	0	0.1031	0.1325	0.1516
553115	1.159	1.562	4.86	4.151
107985471	0	0	0.2297	0.1752
105378628	0	0.1688	0.217	0.1655
1307	0	0	0.03053	0
101929444	0	0	0	0
576	0.03483	0.02594	0	0.02543
100423028	0	0	0	0
90853	0	0	32.28	32.87
8073	18.63	18.42	44.08	42.33
10657	30.15	28.87	38.9	39.74
55116	4.688	3.138	5.393	5.6
100847018	0	0	0	0
23633	8.721	7.935	13.13	12.25
200081	17.7	11.9	17.09	15.99
79140	0.7708	0.9391	2.481	1.79
56063	2.121	1.612	3.68	4.259
55721	3.785	2.543	3.711	3.1
149069	1.851	1.31	3.543	2.838
8668	14.84	13.96	28.61	24.2
339483	0.8946	0.5995	1.113	1.371
84734	0.2195	0.3269	0.4202	0.641
3932	0	0	0	0
3065	58.85	56.94	57.51	55.71
65108	2.152	1.402	20.72	20.52
105378629	0.1637	0	0.1567	0.717
81629	4.549	4.324	9.448	6.783
100128071	0.5948	0.4429	0.5693	1.52
55108	4.73	3.829	10.2	8.742
728116	0	0	0.01551	0.01183
653121	0.8813	0.6562	0.7309	0.4503
102723870	1.181	0.5864	1.884	2.012
339487	11.37	10.85	11.44	10.54
5928	15.02	12.62	12.68	11.48
81493	7.284	5.683	5.303	4.503
57648	0.5957	0.6262	1.174	0.8186
8565	31.46	28.91	29.8	25.03
64766	19.59	15.69	7.179	7.523
252995	0.1265	0	0.3027	0.09237
105378631	0.09352	0	0	0.06827
3208	0	0.07522	0.09667	0
113452	0.3836	0.1428	1.101	0.56
105378632	0	0	0	0
127544	2.342	1.931	4.483	3.389
204	29.86	25.25	12.04	11.43
105378635	0	0.2168	0	0
113451	0.2045	0.1305	0.3355	0.1493
112268224	0.6416	0.2389	1.075	0.9368
55223	0.5375	0.3202	0.6173	0.7848
149076	3.689	3.072	4.97	5.138
127550	0.2032	0	0.389	0.7418
1912	1.343	1.259	15.66	15.83
100500853	2.079	6.192	51.73	63.74
101929464	0	0	0	0
7579	1.49	0.993	1.892	1.81
114784	0.01044	0.007775	0	0
105378638	0	0	0	0
127540	0	0	0	0
402779	0	0	0	0
84970	0	0	0	0
105378639	0	0	0	0
105378640	0	0	0	0
105378641	0	0	0	0
693137	0	0	0	0
105378642	0.7816	0.4761	0.204	0.2075
2709	0	0.1904	0	0.09334
127534	0	0	0	0
2707	0.08783	0	0.08405	0.06412
2701	0.1042	0.2327	0.1994	0.07603
113444	2.739	2.67	3.383	3.126
58512	0	0	0	0.05716
653160	2.754	3.199	2.109	3.137
