GeneID	GSM2202553	GSM2202554	GSM2202555	GSM2202556	GSM2202557	GSM2202558	GSM2202559	GSM2202560	GSM2202561	GSM2202562	GSM2202563	GSM2202564	GSM2202565	GSM2202566	GSM2202567	GSM2202568	GSM2202569	GSM2202570	GSM2202571	GSM2202572	GSM2202573
100287102	0.8772	0.8515	0.9037	0.8047	1.697	1.645	0.8719	0.6558	0.972	0.4289	0.8609	1.359	1.63	0.3708	0.3381	0.2214	0.3428	0.4229	0.9447	0.2641	0.8413
653635	30.81	44.14	59.45	39.74	50.11	67.7	54.6	45.63	30.74	30.54	66.6	79.43	59.1	76.83	87.82	99.5	57.18	58.48	91.82	50.26	80.3
102466751	25.12	35.69	37.57	36.3	48.3	34.26	35.1	33.31	26.17	36.47	64.84	67.19	55.25	83.07	74.66	112.3	66.62	55.1	80.32	37.79	56.94
107985730	0.0481	0.4101	0.185	0.0706	0.4884	1.042	0	0.3661	0	0.08231	0.1762	0	0.1318	0	0.1887	0.08498	0.2105	0.118	0.1209	0.1802	0
100302278	0	0	0	0.2752	0.6347	0	0	0	0	0	0.3435	0	0.5136	0	0	0	0	0	0	0	0
645520	0.3664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100996442	0.4019	0.8905	0.8406	1.436	2.067	1.71	0.8997	1.389	1.179	1.05	1.773	2.244	2.477	1.293	2.116	3.587	1.551	1.466	1.847	0.9113	2.028
729737	2.123	8.198	4.103	3.192	13.17	9.071	3.21	4.597	6.486	1.869	8.435	14.48	20.12	5.682	15.68	27.42	9.28	9.015	8.481	4.145	9.122
102725121	1.24	2.025	1.135	0.7799	2.071	0.9933	1.46	1.379	1.728	0.5236	0.8555	1.297	2.073	0.3388	0.3159	0.2276	0.3876	0.5928	1.254	0.1508	1.421
102723897	38.63	55.43	52.45	41.58	65.01	62.96	64.36	45.05	43.84	37.62	61.08	87.71	68.95	89.24	95.49	108.9	72.26	75.05	85.22	53.71	84.28
102465909	19.41	30.42	27.32	20.67	22.54	22.84	17.55	23.9	13.4	28.65	25.1	51.86	33.36	40.03	33.6	61.18	44.97	42.03	33.47	25.67	35.04
107985721	0.06694	0.04077	0.01226	0.04211	0.06474	0.1275	0	0.0728	0.09623	0.03273	0.03504	0.1481	0.02619	0.02515	0.01876	0.08448	0.1884	0.02347	0.02403	0.08958	0.03669
112268260	0.1335	0.2677	0.2164	0.265	0.3587	0.157	0.156	0.08963	0.1514	0.4567	0.302	0.389	0.3978	0.2065	0.4466	0.2912	0.3264	0.3083	0.3057	0.2059	0.1807
729759	0	0	0	0	0	0.09189	0	0	0	0	0	0	0	0	0.05407	0.04869	0.06031	0	0.06925	0	0
100132287	2.908	6.299	4.494	3.885	9.671	5.232	4.595	4.677	5.244	3.456	6.064	13.55	13.8	7.226	14.23	26.42	13.63	10.7	9.597	6.39	12.36
105378947	0.05523	0.02354	0	0.3242	0	0.1841	0	0	0	0.0945	0	0.06842	0.0605	0.05809	0.06501	0.01951	0.02417	0.02711	0.05551	0.02069	0.04237
101928626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113219467	1205	1386	844.3	2408	1845	2907	2247	2148	1258	2279	1830	2665	2663	2982	2112	1672	1793	2404	2469	1948	2132
81399	0.04925	0.1766	0.04592	0.2103	0.007577	0.05225	0.06408	0.1619	0.06007	0.04597	0.123	0.1109	0.1226	0.0471	0.07906	0.174	0.1176	0.09889	0.1237	0.07549	0.0687
100133331	3.289	5.351	5.179	5.271	7.871	5.957	4.748	5.152	4.581	5.006	6.757	13.67	11.4	7.82	13.6	27.05	13.92	10.88	10.23	6.546	12.85
107984841	3.801	6.076	3.511	6.768	10.69	5.311	4.444	4.201	7.499	5.978	6.297	10.73	10.79	9.628	12.12	26.91	14	9.259	10.32	5.759	8.362
107984847	12.54	20.25	14.71	23.49	20.23	23.39	16.29	13.4	15.93	25.93	22.97	37.52	32.01	23.57	36.33	67.4	52.31	29.99	29.76	18.79	22.92
107984849	4.806	6.206	5.806	5.29	10.32	9.553	6.026	5.628	2.79	6.326	7.28	14.6	11.9	7.049	13.06	26.61	15.37	12.02	14.17	6.06	8.155
100288069	1.699	4.889	4.041	7.729	6.772	3.745	4.622	4.059	4.812	5.426	7.192	8.419	8.324	5.758	9.443	18.97	10.29	5.976	6.023	5.339	9.486
105378580	1.284	1.46	1.201	3.001	1.867	1.503	1.866	1.639	0.9123	2.577	1.08	2.044	2	2.013	2.194	2.465	4.221	2.126	1.987	2.114	2.647
400728	1.464	1.319	2.236	2.598	1.645	0.9765	0.381	1.773	0.6921	3.599	1.585	3.051	1.422	2.486	4.153	2.94	5.826	1.633	1.371	2.918	3.013
79854	3.537	2.618	2.192	6.719	2.693	2.49	3.093	2.057	0.8239	4.102	2.52	3.591	2.476	2.894	4.433	4.305	4.902	1.688	1.728	4.196	2.412
643837	4.056	6.151	7.955	6.257	3.761	6.822	7.59	6.443	3.215	6.197	9.355	13.15	7.769	11.54	11.07	13.54	9.734	9.444	10	6.915	9.128
107984850	0	0	0	0	0.2142	0.01758	0	0.04014	0.6544	0	0	0	0.1155	0.02773	0.08276	0	0.02308	0	0.05299	0.03951	0.08091
284593	0.2275	0.2587	0.07779	0.06679	0.4364	0.2782	0.2653	0.2309	0.1272	0.1038	0.3057	0.2819	0.2493	0.07979	0.2678	0.3484	0.1328	0.2234	0.343	0.1137	0.1164
284600	0.02012	0	0	0	0.3178	0	0.05333	0	0	0	0	0.1039	0.01837	0.01764	0.01316	0.03555	0.04404	0	0	0	0
100130417	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04519	0.03371	0.03036	0	0	0.04318	0	0
107985728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148398	2.065	1.888	2.751	3.297	2.963	3.138	1.98	3.775	1.477	0.9179	2.466	4.263	3.964	3.992	3.991	4.756	3.544	3.303	3.713	3.678	3.688
26155	31.45	27.69	42.13	33.1	45.34	36.62	37.54	44.21	32.82	35.87	37.37	60.04	55.61	62.53	62.69	67.19	55.58	47.89	56.32	49.99	56.53
339451	8.789	8.981	10	8.577	8.486	8.834	12.75	8.25	5.735	5.797	13.47	23.26	16.35	18.36	17.31	22.24	17.92	12.02	15.74	12.93	15.96
84069	0.5492	0.3443	0.8698	0.7207	0.6452	0.4524	1.11	0.7009	0.2926	0.3096	0.6392	1.081	1.345	2.056	1.547	1.358	1.188	1.126	1.413	1.344	1.264
84808	0.136	0.04578	0.07342	0.3782	0.07269	0	0.09107	0.06811	0	0.1102	0.06557	0.133	0.1765	0.1883	0.1404	0.1771	0.141	0.1405	0.2158	0.1475	0.05492
57801	0.6604	0.5602	3.283	0	1.437	0.06741	0.9645	1.667	0.2486	0	0.7901	0.6262	0.6276	4.395	1.031	1.81	2.242	0.2646	0.9144	1.237	1.189
9636	211.3	87.38	362.4	53.96	99.41	172.1	109.8	202.1	211.3	41.5	126.6	95.5	135.8	234	110.7	131.5	127.1	63.61	131.4	89.73	145.6
375790	1.229	1.232	2.641	1.052	1.39	2.697	1.803	2.709	1.186	1.406	1.989	3.708	3.079	4.413	4.279	5.834	3.373	1.766	3.56	2.488	3.738
100288175	3.401	0.538	2.078	0.8969	2.113	1.772	1.394	1.921	2.228	1.091	4.235	2.057	1.965	3.913	2.763	5.022	3.314	3.13	3.004	2.19	1.937
112267874	2.748	0	0.6751	1.222	2.22	1.724	2.177	1.385	1.413	0.5079	3.455	1.216	2.78	1.536	1.146	4.144	6.327	2.326	0.866	0.6995	3.012
105378948	3.155	1.662	2.568	2.393	4.874	2.453	2.847	4.065	1.798	1.653	5.195	5.298	3.835	5.734	5.268	8.956	6.633	4.698	3.919	3.354	5.27
401934	0	0	0	0	0	0	0	0	0	0	0	0.04219	0	0	0	0	0.02981	0.03343	0	0	0
54991	7.544	10.06	9.945	9.558	10.48	8.586	11.05	8.89	6.674	8.831	10.55	14.44	11.13	19.34	18.83	18.57	13.6	13.08	12.67	13	13.96
254099	0	0.1022	0	0.2813	0.1352	0	0.05081	0	0	0.656	0	0	0	0	0.03134	0	0.03496	0.07841	0.04014	0	0.1838
406984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	1.487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506376	0	0.07926	0.03178	0.4638	0	0.1343	0.2661	0	0	0.3393	0.1135	0.3263	0.2546	0.9615	0.1581	0.416	0.339	0.1369	0.3581	0.2206	0.309
254173	0.1265	0.2632	0.0695	0.6365	0.6728	0.8536	0.2586	0.08024	0	1.165	0.1435	0.4478	0.2805	1.362	0.4018	0.6492	0.5009	0.1774	0.6054	0.4514	0.3466
8784	3.486	3.255	4.253	7.234	5.739	5.812	7.788	5.873	3.268	4.362	3.261	9.591	14.4	20.66	8.266	4.522	7.03	5.17	14.16	10.93	9.051
7293	8.657	6.822	10.7	18.63	15.45	9.39	11.3	9.981	9.458	12	10.54	19.78	20.99	41.08	17.69	12.19	15.16	12.39	29.74	18.53	19.36
51150	27.98	28.54	33.49	30.65	34.29	36.41	34.52	31.94	25.68	29.22	32.51	64	59.67	61.15	58.76	62.07	55.81	41.52	55.33	50.08	56.93
126792	7.252	7.109	10.14	11.39	10.62	12.9	13.54	14.92	5.802	8.083	12.03	13.69	21.86	21.93	22.7	19.54	14.05	14.88	18.2	16.35	16.63
388581	0	0.4846	0.5829	0	1.071	1.022	0.5659	0.03762	0	0	0.7243	0.5511	0.6498	0.4679	0.6206	1.013	1.428	0.7763	0.2484	0.4815	0.7584
118424	13.44	15.36	16.58	17.28	20.33	19.48	18.36	19.41	15.01	13.89	16.3	26.87	27.62	24.9	25.91	30.48	21.98	17.69	23.85	19.95	26.6
101928895	3.299	4.06	3.713	3.182	4.901	5.241	5.024	5.924	3.169	2.12	9.05	10.12	7.551	6.802	8.082	10.07	8.337	6.271	5.487	5.919	7.545
6339	4.22	3.242	6.17	6.541	8.231	7.572	6.32	4.176	3.112	3.857	8.91	12.39	8.587	9.204	13	13.74	10.22	11.06	8.197	7.842	9.719
116983	9.627	13.04	12.47	18.28	12.53	12.05	9.835	10.83	6.426	11.69	16.15	29.05	22.57	28.95	24.81	37.82	28.33	19.94	22.01	18.52	20.67
102465434	1.697	0	1.088	0	0	0	0	0.8073	0	0	0.7772	2.628	1.162	0	0.8323	2.248	1.857	2.082	1.066	0.7947	0
109623456	6.47	14.78	4.739	0	1.564	10.79	1.47	4.104	3.617	6.326	5.079	14.31	11.81	11.34	13.3	34.29	23.6	16.63	8.515	5.771	4.727
126789	9.769	12.27	15.72	14.96	7.413	14.51	15.68	10.78	7.93	14.52	12.72	20.21	19.53	18.65	21.9	21.08	16.52	15.2	16.81	15.59	18.77
54973	42.99	39.98	62.5	60.92	58.24	49.61	58.32	53.29	42.05	49.88	62.99	97.68	81.88	93.45	103.2	114	83.45	81.53	87.88	67.45	91.19
102465435	7.166	6.365	13.78	9.933	12.13	12.61	2.532	13.64	4.006	0	2.188	19.73	21.81	23.03	21.87	30.24	23.52	16.61	21.01	13.43	32.07
80772	8.382	8.145	12.47	12.69	12.43	10.36	13.76	14.38	10	10.94	12.55	17.08	15.15	19.69	17.88	19.15	13.59	15.02	18.32	14.46	17.5
83756	0.5166	1.132	1.288	2.264	1.566	1.316	1.221	0.7509	0.7821	1.35	2.313	2.311	1.985	1.792	1.675	2.586	1.915	2.06	1.677	1.532	2.807
1855	17.49	17.6	25.18	22.73	22.39	22.08	20.66	23.44	14.68	15.38	25.43	38.58	36.62	41.2	45.76	37.61	32.46	31.42	32.42	31.34	38.55
102466740	0.8772	1.402	1.125	0	1.485	0.7312	2.79	5.843	0	0	0	0	4.806	1.154	4.303	0	0.9598	1.076	2.204	3.287	3.365
54587	0.9567	2.267	0.9592	1.043	2.741	1.541	1.283	1.302	1.327	0.814	2.34	4.337	2.533	2.572	3.628	6.978	4.444	2.348	1.759	1.792	2.009
54998	50.69	48.57	65.99	71.17	60.38	57.36	58.87	61.69	50.27	49.62	51.59	67.95	68.35	77.23	69.83	66.02	60.49	50.88	55.03	60.96	70.24
81669	49.06	67.46	83.22	82.63	94.67	79.24	91.9	77.84	61.37	70.91	110.4	161	113	137.1	150.1	166.6	130	142.2	131.9	97.52	117.3
148413	22.3	29.36	30.25	32.53	29.24	31.17	38.4	38.51	31.09	28.48	31.24	38.38	34.91	41.35	38.8	45.12	37.13	34.92	38.43	30.92	37.03
55052	82.19	84.75	84.23	78.14	87.63	82.77	89.9	82.71	87.47	82.76	68.82	90.89	73.19	84.47	76.91	91.87	82.1	85.45	77.97	64.21	79.89
107984868	0.03357	0	0.08608	0	0	0	0	0	0	0	0.2091	0.06239	0	0.05298	0.02635	0.02373	0.1029	0.04944	0.05062	0.02516	0.02576
441869	0.08523	0.02477	0	0	0	0.1163	0	0.08847	0	0	0.1277	0	0.1273	0.04075	0.0304	0.1232	0.1017	0.07606	0.09734	0.08709	0.1783
105378585	0	0	0	0	0	0	0	0	0	0	0	0	0.06223	0	0	0	0.04972	0	0	0.04256	0
643965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724312	0	0	0	0	0	0	0	0.2887	0	0	0	0.06713	0	0	0.04252	0	0	0	0	0	0
107985729	0	0	0	0	0	0	0	0	0	0	0	0.05479	0	0.04652	0	0.03125	0	0	0	0	0
64856	0.05185	0	0	0.1691	0	0	0	0	0	0	0	0.07137	0	0.0303	0	0.01018	0.03782	0	0.02895	0	0
219293	1.092	0.8637	0.8929	1.641	0.8614	1.072	2.13	1.02	0.8649	1.685	1.448	1.805	1.321	1.462	1.445	4.2	1.524	1.89	1.716	2.145	1.85
83858	10.02	11.67	16.23	17.84	16.62	12.93	15.53	12.93	11.91	12.17	14.6	27.06	22.96	24.75	28.55	38.04	23	20.63	22.02	20.44	25.94
55210	11.48	8.26	14.78	13.93	14.86	13.62	11.03	14.08	5.882	10.56	12.28	19.92	18.01	20.05	22.35	26.97	19.26	13.76	19.41	20.92	24.02
339453	0.05622	0.8388	0.02402	0.11	0.7611	0.8435	0	0.4992	0	0	0.4463	0.8706	0.2053	0.2957	0.4779	0.7614	0.4511	0.3219	0.09417	0.2106	0.5032
29101	101.9	108.6	123	156.9	148.5	141.4	126.7	130.9	101.2	129.4	116.4	131.7	139.4	141.4	144.1	141.5	113.5	144.5	127.1	110.7	138.5
643988	2.51	1.909	1.624	1.842	2.948	3.331	2.616	2.597	1.124	2.147	1.853	3.132	3.604	5.127	7.099	5.403	3.279	3.917	4.133	3.355	4.861
105378586	2.624	1.013	1.102	0.9296	2.603	3.997	2.23	0.6888	1.214	2.864	4.641	3.503	2.974	4.521	6.657	5.595	3.762	3.997	2.501	2.288	3.471
142678	7.009	8.648	9.961	8.974	8.377	9.49	9.32	8.008	5.548	6.059	10.75	22.69	15.03	15.67	18.54	23.62	17.38	12.27	15.59	11.27	17.75
8510	1.77	1.377	2.797	1.58	2.519	3.231	1.727	1.96	1.35	1.746	3.019	3.741	2.282	3.94	2.939	3.308	3.135	2.78	3.152	2.438	3.304
984	26.91	28.14	39.14	45.86	44.57	41.49	44.82	35.48	30.83	37.79	54.32	61.6	51.21	68.65	62.34	66.7	54.19	51.5	55.86	45.62	55.59
728661	25.74	33.96	45.64	36.57	44.54	48.7	50.31	42.15	33.48	42.53	65.48	118.6	66.27	131.5	83.29	136.5	77.52	62.87	90.87	61.03	78.85
8511	1.428	1.096	4.541	0.7965	2.32	2.333	0.4996	2.283	1.341	1.417	2.826	3.45	2.582	4.282	3.53	3.179	2.688	1.893	2.871	2.408	3.178
728642	37.72	52.12	58.56	66.78	67.56	70.16	60.58	55.83	49.11	54.35	103.1	106.5	87.66	140.3	95.55	109.7	79.67	87.73	97.39	70.22	87.3
9906	9.334	27.54	18.71	15.4	20.23	24.03	19.84	33.06	14.96	19.01	32.42	42.19	48.7	43.89	56.05	55.52	33.33	29.32	59.94	22.85	52.23
112268218	3.706	4.411	5.143	4.972	5.194	4.055	4.253	4.435	2.713	3.727	5.133	9.151	10.85	9.679	7.821	10.48	7.441	5.751	8.448	6.179	8.501
65220	14.24	17.6	20.66	20.04	25.46	20.52	18.88	18.44	13.35	17.88	18.36	29.85	44.42	31.85	27.02	35.53	28.04	19.42	30.29	24.08	31.47
2782	89.32	118.9	128.6	129.1	132.3	126.6	137.2	135.2	98.37	132.1	133.4	184.6	197	207.7	195.5	182	148.1	159.2	212.3	152.4	177
105378949	0.1584	0.05629	0.316	0.9043	0.8342	0.5283	1.232	0.603	0.2067	0	0.8063	0.8724	0.8197	1.065	0.898	0.6842	0.4238	0.4752	0.575	0.8575	0.4727
163688	0.7954	0.5774	0.5468	0	0.09754	1.191	0.3483	0.7458	0.116	0.8876	0.5279	1.607	0.4736	0.6669	0.9046	1.67	1.766	0.7921	0.4924	0.8206	0.796
339456	0.02768	0.354	0.6032	0	0	0	0	0	0	0	0.2535	0.1715	0.379	0.3639	0.2172	0.2445	0.1817	0	0	0.2074	0
85452	0	0	0	0	0	0	0.03337	0	0	0	0.05125	0	0	0	0	0.006178	0	0	0.02636	0.0131	0
107984872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378589	0.0436	0.1568	0	0	0	0	0	0.08298	0	0	0	0.05064	0.05971	0.172	0.03208	0.0674	0.1193	0	0.0137	0.01021	0.1255
2563	0	0	0	0	0.05126	0	0	0	0	0	0.04624	0.03127	0	0	0.009905	0.01784	0.01105	0	0	0.009458	0
105378590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126	0	0	0	0	0	0	0
5590	3.371	4.456	4.628	3.691	4.179	5.919	4.559	4.223	2.31	5.153	6.207	8.248	6.232	7.318	7.194	8.612	6.544	5.653	7.036	4.738	6.594
100506504	2.458	3.148	2.568	4.274	6.92	4.407	2.956	3.301	3.083	3.817	6.092	9.276	6.901	6.083	8.55	11.27	8.587	7.045	7.94	5.03	8.636
199990	6.067	5.517	7.165	8.624	7.046	6.319	7.35	7.672	3.713	5.781	7.404	9.902	9.75	10.29	9.897	12.46	9.472	7.319	7.834	7.491	9.188
112268219	2.587	1.508	2.906	2.46	2.066	2.439	2.326	4.038	1.414	2.122	4.295	4.681	4.034	3.287	3.802	7.24	5.152	4.399	3.968	2.886	2.676
105378593	0.6777	1.043	0.3218	0.03684	0.1274	0.4184	0	0	0.2105	0.3866	0.2299	0.5442	0.55	0.3301	0.394	0.9312	0.8239	0.4928	0.3153	0.4232	0.3852
6497	9.829	17.56	19.75	18.4	17.36	18.57	16.3	22.04	10.05	13.23	21.82	37.12	31.54	31.6	37.85	38.77	28.71	26.87	33.24	25.52	35.34
79906	0.6843	0.8494	1.193	0.8267	0.8897	1.127	1.108	1.112	1.344	1.235	1.911	2.081	1.131	1.35	1.76	2.278	1.808	1.403	1.562	1.204	1.297
100129534	0.9094	0.8957	0.8264	1.369	1.013	0.7677	1.501	1.533	1.236	1.517	1.961	3.209	1.766	2.15	3.117	4.23	2.242	2.401	2.69	1.466	1.943
11079	35.76	43.67	51.3	52.1	51.24	51.75	51.77	45.41	41.28	44.58	63.82	84.31	67.49	71.54	70.89	82.79	69.46	71.54	75.03	55.76	60.95
5192	6.242	7.702	9.712	10.31	14.06	8.038	10.86	10.69	6.624	9.594	12.53	15.2	13.07	13.6	16.45	16.66	14.18	14.52	15.22	11.48	13.81
9651	3.214	7.033	9.119	7.521	9.362	11.76	7.693	4.43	4.576	6.243	8.224	21.28	10.48	13.62	11.82	14.25	11.98	14.1	11.14	12.92	11.94
55229	11.98	11.24	15.71	15.02	14.13	12.9	15.95	17.53	8.318	14.06	21.54	24.38	20.37	23.46	25.44	28.18	21.29	15.52	23.02	19.09	22.57
388585	0	0.2257	0	0	0	0	0	0	0	0	0	0.1405	0	0.03978	0	0.1069	0	0	0	0.02833	0.05802
115110	7.844	9.148	9.366	13.16	8.353	8.602	7.626	8.807	6.793	7.363	10.03	16.28	13.87	16.34	15.44	16.17	15.44	12.39	15.46	12.99	13.52
8764	59.5	52.23	71.43	74.17	72.98	75.18	67.06	64.95	47.12	52.73	77.01	115.3	90.27	103.8	111.1	112.7	101.2	89.36	92.1	80.45	90.21
100996583	8.564	8.97	8.603	7.835	6.776	8.097	10.38	11.5	10.57	11.48	7.811	11.48	7.616	12.68	10.62	11.72	12.33	13.83	9.316	7.64	14.08
127281	10.46	15.7	14.08	16.62	19.45	16.27	15.86	14.48	13.71	18.78	20.86	27.75	20.06	20.65	27.05	26.16	22.98	17.77	24.31	19.8	24.17
79258	1.472	1.834	1.937	2.366	2.689	2.545	1.709	1.956	2.273	1.639	3.025	3.256	2.282	1.946	3.407	3.715	2.59	2.427	2.974	2.13	3.137
105378597	0.419	0.9194	0.3792	1.519	0	1.602	0	0.6097	0.5373	0.4217	0.4515	0.3053	0.2025	0.2593	0.1934	0.08708	0.3236	0.4839	0.2477	0.1847	0.09455
100287898	0.5263	1.325	0.7685	1.368	1.33	1.182	0.7963	0.8208	0.3678	0.6317	1.199	1.064	0.5006	0.6633	0.6741	0.9169	0.8879	1.175	0.5878	0.6026	0.5328
105378603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05686	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0.09751	0	0	0	0	0	0	0	0.05898	0
105378600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378598	0.01655	0	0	0	0	0	0	0.04199	0	0	0	0.05126	0	0	0	0	0.02414	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0	0	0	0.09751	0	0	0	0	0	0	0	0.05898	0
105378599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05884	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440556	0	0	0	0	0	0	0	0	0	0	0.08624	0	0	0.07075	0	0.03564	0.04415	0.0165	0.0338	0.0378	0
63976	0	0	0	0	0	0	0.02366	0.2435	0.01996	0.04582	0.0218	0.1935	0.0163	0.0626	0.02919	0.03154	0.0586	0.05111	0.3289	0.0836	0.2967
100422968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02644	0	0
105378605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378604	0.005743	0	0.027	0	0	0	0	0	0	0	0	0.01186	0.005243	0	0	0.006764	0	0	0.00481	0	0.007344
27237	0.01303	0.02778	0.07519	0.3252	0.3419	0.2825	0.2176	0	0	0	0	0.1211	0.1606	0.12	0.1534	0.08059	0.04278	0.01599	0.1637	0.06104	0.15
1953	9.975	15.27	18.82	19.19	19.92	21.26	20.64	15.58	12.5	13.18	29.21	50.24	25.98	27.52	30.7	56.34	31.96	35.47	32.78	27.71	38.7
105378608	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02252	0.0168	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127262	29.11	36.42	43.62	35.97	47.73	39.91	41.96	50.31	27.67	20.36	46.52	57.72	51.6	54.11	63.63	63.54	43.33	55.26	61.07	38.14	60.24
49856	17.94	23.09	23	27.74	30.48	21.04	28.57	27.44	14.14	21.5	25.53	41.59	34.26	41.34	38.67	47.09	37.77	31.04	37.33	28.71	35.77
7161	0.3763	0.3862	0.4824	0.559	0.3066	0.5498	0.2216	0.5392	0.5609	0.5723	0.2213	0.4316	0.6871	0.3909	0.319	0.5662	0.7624	0.4218	0.5019	0.7919	0.3029
105378610	0	0	0	0.1404	0	0	0	0	0	0	0	0	0	0	0	0	0.02617	0	0	0.0224	0.1376
105378609	0	0	0	0.5357	0	0	0	0.3473	0	0.4997	0	0	0	0	0	0	0	0	0	0	0
57212	7.73	8.986	11.81	5.19	12.4	15.59	14.47	13.24	9.426	4.281	16.86	23.79	19.69	19.96	24.01	30.08	21.17	22.1	19.83	14.91	21.7
148870	0	0.2251	0.1715	0	0.2264	0	0.2351	0	0.01181	0	0.1548	0.06541	0.07713	0.01851	0.1519	0	0.03081	0.08638	0.05307	0.03956	0.02701
388588	2.71	3.466	1.447	2.32	1.376	3.614	2.514	2.063	1.439	1.855	2.896	1.119	3.464	2.138	3.987	1.516	2.965	2.106	1.702	2.707	1.559
57470	12.35	15.31	21.79	16.28	17.55	20.62	21.28	24.88	12.92	21.52	20.36	35.06	28.02	30.16	34.29	35.9	29.95	27.66	30.86	25.59	33.75
9731	5.333	10.41	11.52	11.05	13.74	11.55	11.83	10.08	7.853	12.19	16.29	20.59	17.22	20.56	19.75	24.48	17.98	14.79	19.57	13.63	18.78
1677	3.814	4.879	6.146	5.994	5.611	5.715	4.915	6.233	4.822	4.72	6.897	10.83	9.672	9.854	10.52	13.87	9.301	9.471	10.67	7.306	11.51
107984910	0.5242	0.3279	0.4383	0	0.5014	0	0.3262	0.1518	0	0	0	0.4588	0.3121	0.3296	1.833	0.5435	0.5735	0.5034	0.2577	0.1708	0.306
339448	5.973	6.902	10.85	7.852	10.29	8.304	13.64	9.813	9.175	9.051	12.2	15.84	11.14	16.3	15.6	19.19	12.94	12.02	14.95	9.614	10.54
100133612	0.0928	0	0	0.07783	0.02244	0.1105	0.8433	0.2523	0	0	0	0.08212	0.1816	0.1046	0.07803	0.1171	0.2031	0	0.09993	0.02484	0.1526
728716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0	0	0.08554	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0.1394	0	0	0	0.629	1.704	0	1.591	0	0	0	5.037	1.782	0.1222	0.09115	0	0	0	0.2335	0	0.1782
55966	0.2496	0.07812	0.1549	0.1134	0.114	0.07596	0.03465	0.07163	0.04651	0.1085	0.2468	0.006136	0.293	0.03126	0.1904	0.1505	0.815	0.01945	0.03982	0.6124	0.0456
105376680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0.1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0.03485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0.02889	0	0	0	0	0	0	0	0.01748	0
100616421	1.109	0	0	0	0	0	6.467	0	0	0	0	0	0	1.944	0	1.959	0	0	0	0	1.418
