!Sample_title,"MC, Unstimulated, rep1","MC, resting CD4+ Teff cells, rep1","MC, anti-CD3/28 Beads stimulated CD4+ Teff cells, rep1","MC, IgE/Ag, rep1","MC, IL-33, rep1","MC, Unstimulated, rep2","MC, resting CD4+ Teff cells, rep2","MC, anti-CD3/28 Beads stimulated CD4+ Teff cells, rep2","MC, IgE/Ag, rep2","MC, IL-33, rep2","MC, Unstimulated, rep3","MC, resting CD4+ Teff cells, rep3","MC, anti-CD3/28 Beads stimulated CD4+ Teff cells, rep3","MC, IgE/Ag, rep3","MC, IL-33, rep3","MC, Unstimulated, rep4","MC, resting CD4+ Teff cells, rep4","MC, anti-CD3/28 Beads stimulated CD4+ Teff cells, rep4","MC, IgE/Ag, rep4","MC, IL-33, rep4"
!Sample_geo_accession,GSM7497535,GSM7497536,GSM7497537,GSM7497538,GSM7497539,GSM7497540,GSM7497541,GSM7497542,GSM7497543,GSM7497544,GSM7497545,GSM7497546,GSM7497547,GSM7497548,GSM7497549,GSM7497550,GSM7497551,GSM7497552,GSM7497553,GSM7497554
!Sample_status,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024,Public on Jul 03 2024
!Sample_submission_date,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023,Jun 20 2023
!Sample_last_update_date,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024,Jul 03 2024
!Sample_type,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA,SRA
!Sample_channel_count,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
!Sample_source_name_ch1,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell,Mast cell
!Sample_organism_ch1,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens
!Sample_characteristics_ch1,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell,tissue: Mast cell
