GeneID	GSM7173739	GSM7173740	GSM7173741	GSM7173742	GSM7173743	GSM7173744	GSM7173745	GSM7173746	GSM7173747
105378949	0.1218	0.0476	0.03682	0.06036	0	0	0.5559	0.2702	0
163688	0	0	0	0	0	0	0	0	0
339456	0.09577	0.3742	0.05789	0	0.3133	0.2131	0.1748	0.7648	0
85452	0	0.01891	0.007314	0	0.009896	0.04488	0.06625	0	0
107984872	0	0	0	0	0	0	0	0	0
105378589	0	0	0	0	0	0	0	0	0
2563	0.1223	0.0273	0.0528	0	0	0	0	0	0
105378590	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0
5590	0.9629	1.048	1.046	1.123	1.266	1.229	0.9231	0.9624	1.016
100506504	0	0.2792	0.0864	0.2833	0.1753	0.371	0.1956	0.1268	0
199990	3.014	3.176	2.981	3.145	3.062	2.54	2.5	2.968	3.023
112268219	0.4358	1.231	0.7093	0.6644	0.4112	0.4476	0.3365	0.6841	0.5653
105378593	0	0	0.105	0	0	0	0	0	0
6497	6.485	8.244	7.698	7.613	5.336	7.716	7.602	7.01	5.292
79906	0.08663	0.09027	0.1833	0.04292	0.04723	0.1071	0.0527	0.03843	0.02864
100129534	0.07967	0.5292	0.3371	0.5131	0.228	0.325	0.3635	0.5301	0.5927
11079	56.04	61.34	50.36	50.46	50.47	43.58	58.13	53.53	42.06
5192	7.459	7.48	8.287	9.826	8.779	10.9	9.875	9.41	8.425
9651	0	0	0	0	0	0	0	0	0
55229	0.6993	1.39	0.4227	0.05939	0.2451	0.02964	0.1641	0.1595	0
388585	0	0	0	0	0	0	0	0.09287	0
115110	0.2714	0.1515	0.2578	0.2689	0.4122	0.5464	0.4776	0.3268	0.2308
8764	2.481	2.453	1.977	14.27	12.56	15.85	15.76	14.48	13.98
100996583	0	0	0.07755	0.6356	0.2098	0.8564	1.288	1.48	0.7635
127281	3.748	4.091	3.726	3.161	2.634	2.274	1.781	1.402	1.936
79258	0.08084	0.1474	0.1629	0.1602	0.06611	0.05996	0	0.1674	0.05346
105378597	0.2559	0.7331	0.5155	0.9296	0.6974	1.075	0.3113	0.6053	0.5921
100287898	0.06324	0.1483	0.09939	0.08773	0.06206	0.07505	0.1039	0	0.01255
105378603	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0
440556	0	0	0	0	0	0	0	0	0
63976	0	0	0	0	0	0	0	0	0
100422968	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	0	0	0
105378604	0	0	0	0	0	0	0	0	0
27237	0.1804	0.05287	0.2317	0.1564	0.09221	0.2509	0.2264	0.1601	0.0671
1953	0.2584	0.3957	0.4685	0.01024	0.02535	0	0.05658	0.02751	0.0205
105378608	0	0	0	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0	0
105378607	0.1809	0	0.2187	0	0	0	0	0	0
127262	22.56	20.4	20.9	16.11	17.57	17.62	13.27	16.94	16.09
49856	16.65	18.29	19.38	15.72	17.1	15.25	14.97	15.16	12.19
7161	1.254	1.218	1.409	0.3823	0.3418	0.5961	0.484	0.1997	0.3189
105378610	1.283	0.8408	1.276	0.123	0.3722	0.1841	0.2266	0.1101	0.1231
105378609	0	0	0	0	0	0	0	0	0
57212	1.179	1.572	1.702	1.058	0.9529	0.9157	0.5696	0.6031	0.5779
148870	0.04872	0.03807	0.1325	0	0	0	0.06669	0	0
388588	10.63	11.6	13.98	10.53	9.329	8.345	2.567	5.824	5.115
57470	24.1	21.99	24.11	32.52	29.75	34.67	30.04	30.69	29.04
9731	3.227	4.322	3.513	4.87	5.114	4.926	4.301	4.253	5.38
1677	1.897	1.409	2.782	2.788	2.67	3.125	2.312	2.124	2.051
107984910	0.1972	0.06163	0.0715	0	0	0.117	0	0.06997	0
339448	6.639	7.905	8.937	11.41	10.6	7.424	10.34	9.587	8.496
100133612	0	0	0.02773	0	0	0	0	0.2035	0
728716	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0
55966	0.1508	0.1875	0.1823	0.03396	0.02803	0.01017	0	0.01216	0
105376680	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0
261734	1.393	1.449	1.159	0.9451	0.7361	0.7869	0.5965	0.4469	0.5953
8514	42.15	43.41	42.87	33.31	35.32	30.07	24.61	24.61	25.35
26038	0.02727	0.007104	0.03847	0.009008	0.119	0.006743	0.05807	0.07259	0.08116
105376687	0	0	0	0.5511	0	1.031	0	0	0
6146	954	966.7	1050	491	501.8	471	552.7	537.4	641.2
107985733	2.055	3.746	2.587	0.509	0.4201	1.397	1.25	2.582	2.038
102724450	2.369	3.517	1.718	0	0	0	0.2162	0	0
388591	1.393	1.53	1.439	1.013	0.995	1.465	1.078	1.346	0.9096
23463	13.25	13.01	13.1	8.156	8.12	7.351	7.999	9.334	8.183
148645	0.6544	0.7245	0.3296	0.3783	0.1784	0.3236	0	0.1935	0.1082
390992	0	0	0	0	0	0	0	0	0
387509	0.6986	0.9769	0.5556	0.6376	0.436	0.3954	0.2349	0.3751	0.1641
11332	11.57	11.72	12.22	4.153	4.276	2.852	13.61	12.14	13.31
54626	0	0.01642	0.0381	0	0	0	0.07669	0.1678	0.04168
83715	0.1432	0.2238	0.2411	0.1824	0.08362	0.0986	0.05599	0.1179	0.05071
100422975	0	0	0	0	0	0	0	0	0
8718	0.09347	0.6209	0.1978	0.1389	0.1147	0.3466	0.1279	0.2488	0.3245
57449	0.12	0.1407	0.05442	0	0.1104	0.1558	0.06846	0.01331	0.02977
79707	6.86	6.495	7.326	8.527	7.584	8.746	8.235	7.535	7.681
80835	0	0	0	0	0	0	0	0	0
107984912	0	0	0	0	0	0	0	0	0
3104	2.98	2.026	3.801	3.278	2.997	3.006	3.073	2.221	3.547
9903	3.427	3.556	3.836	4.042	2.995	4.29	4.219	3.217	2.823
107984913	0	0	0	0	0	0	0	0.04031	0
148479	4.426	4.952	5.252	4.132	3.791	3.3	4.23	4.588	3.766
90326	7.231	8.588	6.961	11.34	11.04	12.15	8.87	9.007	9.785
55735	3.059	3.608	2.959	3.858	4.276	4.249	2.994	3.183	3.255
100505887	0	0	0	0	0	0	0	0	0
110841581	2.433	1.395	1.961	1.929	0.2653	2.286	2.072	1.871	2.092
23261	2.882	3.114	3.032	3.449	3.572	2.413	3.694	3.741	3.068
105376692	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0
101928836	0	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0
105376689	0.06001	0.1641	0.2176	0.05946	0.1595	0.1113	0.1643	0.213	0.1934
9341	7.964	8.272	8.929	14.7	10.8	12.24	10.37	11.66	10.33
8863	0.4213	0.8642	0.7258	0.4488	0.4307	0.5703	0.5382	0.5046	0.585
10911	12.57	12.05	12.78	9.332	11.19	10.69	9.17	8.963	8.454
3604	0.01303	0.06112	0.03152	0.5554	0.4157	0.8217	0.8802	0.9714	0.9567
11315	287	304	299.1	233.8	264.2	253.1	248.8	243.2	280.9
54206	0.2624	0.2358	0.1189	0.7799	0.9333	1.177	0.9936	0.7682	0.7547
107984915	0	0	0	0	0	0	0	0	0
102724539	0	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0	0
50651	0	0	0.02122	0	0	0.07811	0.03203	0.1557	0.2089
473	3.152	3.496	3.913	6.257	5.475	6.409	4.17	3.895	3.662
102724552	0	0	0	1.534	0.9497	0	0.471	0.4579	0.7679
106632271	0	0	0	0	0	0	0	0	0
2023	589.4	590.7	591.6	760.7	718.4	785	658.7	693.9	551.8
102465436	0	0	0	1.994	1.646	0.7462	1.836	0.8927	0
100505975	1.002	1.409	1.574	1.985	0.8191	0.2972	3.108	1.244	2.384
112268261	0	0.03402	0.008771	0	0	0.03229	0.02648	0	0
765	0	0	0	0	0	0	0	0	0
155184	0	0	0	0	0	0	0	0	0
6518	20.96	20.53	21.16	6.567	7.62	6.719	6.88	6.487	6.89
80045	0.4461	0.7106	0.9127	1.292	1.628	1.26	1.143	1.081	1.242
106614088	0	0	0.03906	0	0.08808	0.07988	0.07863	0.2102	0.08547
407040	0	0	0	0	0	0	0	0	0
102724571	0.3648	0.3563	0.6063	0.09036	0.1491	0	0	0.08091	0.3618
9563	3.014	3.392	3.193	4.168	4.375	4.888	4.117	4.117	3.505
80176	2.652	2.997	1.83	6.685	6.932	8.682	7.577	5.781	6.491
100506022	0.4775	1.177	0.3552	0.4003	0.5707	1.171	0.6703	1.597	0.5101
84275	6.235	8.418	6.605	12.95	14.35	12.76	18.86	17.43	13.26
199953	1.214	1.526	1.914	0.4342	0.4709	0.6128	0.6054	0.5776	0.5215
107985734	3.982	5.779	7.22	1.852	2.126	2.772	2.521	3.605	2.579
105376712	0	0	0	0	0	0	0	0	0
5293	49.51	50.06	50.57	47.53	52.21	55.06	30.25	33.78	33.03
644997	0.9333	1.113	1.039	0.8761	0.5222	0.7651	0.5379	0.8281	1.364
101929074	0	0	0	0	0	0	0	0	0
22883	23.02	25.5	26.27	25.85	25.53	22.93	16.57	19.81	17.13
56998	15.97	16.97	17.24	12.88	12.47	12.54	12.68	12.8	12.59
105376717	1.292	2.597	0.6696	2.012	0.453	2.465	0.337	1.966	0.5494
84328	10.44	11.95	10.96	17.1	18.72	17.26	18.68	21.18	20.95
64802	3.629	3.849	4.034	4.732	4.858	6.108	4.872	4.837	3.935
113391335	0	0	0	0	0.8247	0	0	0	0
100847055	0	0	0.6939	0	0	0	0	0	0
116362	0.7462	1.416	0.9666	3.169	2.964	4.428	3.016	1.986	1.798
10277	5.738	5.713	5.747	4.508	4.254	4.521	3.603	3.458	3.562
23095	1.555	1.652	1.743	6.3	6.312	7.026	6.146	5.846	5.837
105376725	0	0.5795	0	0.4286	0.2527	0.3208	0.5075	0.329	0.2452
5226	39.54	37.04	39.57	204.1	197.1	223.3	160.3	164.1	149.4
100526739	8.695	10.92	11.64	7.353	8.153	6.685	9.43	7.634	10.21
378708	33.47	33.3	34.17	20.52	22.48	19.2	30.12	25	29.61
1325	0.1959	0.3063	0.2369	0.6795	0.2404	0.436	0.9834	0.6085	0.2915
1676	6.568	7.32	8.467	8.549	7.432	8.727	10.49	9.579	7.548
5195	3.067	3.177	3.573	3.379	3.154	3.777	3.193	3.144	2.599
54897	0.1563	0.336	0.3662	0.9489	0.9909	1	0.9452	1.162	0.63
105376733	0	0	0.02078	0	0	0	0	0	0
105376735	0	0	0	0	0	0	0	0	0
148345	0.06136	0.2158	0.1113	0	0	0	0.05599	0	0
23435	28.31	30.17	30.27	32.09	32.49	26.67	20.8	20.23	26.65
10747	0	0.2344	0.06043	0.09907	0	0.02472	0.03041	0.05914	0.03306
6723	87.98	88.28	100	80.36	79.69	87.45	101.5	97.81	108
5394	19.33	21.11	23.52	15.9	17.4	14.65	19.03	19.94	15.97
105376736	3.246	1.038	1.962	2.485	2.654	3.939	1.615	2.487	3.219
2475	2.635	2.87	2.954	3.324	3.684	3.563	2.916	3.574	3.893
100873935	0	0	0.1533	0	0.5186	0	0	0.6752	0.2516
10218	0	0	0	0	0.02927	0	0	0.03175	0
29914	6.069	6.838	6.93	8.629	8.558	8.386	8.177	8.632	7.72
105376737	0	0	0	0	0	0	0	0	0
105376739	0	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0.08665	0	0
57540	0	0	0	0	0.04877	0	0	0	0.01183
112268221	0	0	0	0	0	0	0	0	0
101929181	0	0	0	0	0	0	0	0	0
26232	0.1392	0	0	0.06894	0.0569	0.3096	0.127	0.06173	0.06901
93611	1.774	1.752	1.609	4.029	2.579	3.198	3.081	3.126	2.713
26270	3.205	3.702	2.358	20.3	17.55	12.16	21.45	14.92	10.6
10459	35.08	38.65	34.36	44.78	46.61	42.8	59.18	61.54	43.29
374946	0.1591	0.3109	0.2525	0.3351	0.4148	0.1254	0.2178	0.1147	0.2269
57085	22.18	21.22	21.88	35.67	28.82	34.92	31.36	31.51	30.51
284498	0.1075	0.05248	0.05683	0.1331	0.05492	0.02989	0.03677	0.05958	0.02665
102724659	0	0	0	0	0	0	0	0	0
4524	5.095	5.038	6.14	16.44	14.54	16.28	11.99	12.18	11.89
1185	2.024	2.329	2.01	3.062	2.617	2.839	2.391	2.561	2.879
100379251	0	0.08421	0.1628	0.1068	0.1322	0	0.04917	0.09561	0.1603
4878	0.3142	0	0	0.1038	0	0.1554	0	0	0
4879	0	0	0	0	0	0	0	0	0
26829	0	0	0	0	0	0	0	0	0
90231	36.79	35.25	38.82	40.26	43.59	44.86	30.9	29.06	32.58
5351	8.82	8.958	8.596	13.38	13.46	13.57	11.14	12.67	11.06
9927	13.98	12.33	12.17	23.93	20.41	22.38	22.26	24.88	22.93
60672	4.452	4.784	4.092	10.8	8.646	10.87	16.8	18.14	15.69
102466982	0	0	0	0	0	0	0	0	0
943	0.06372	0.0166	0.1027	0.04209	0.01737	0.01575	0.01938	0	0.02107
102465836	0	0	0	0	0	0	0	0	0
7133	25.78	24.86	27.67	59.23	50.4	68.09	51.45	55.27	49.31
100616438	0	0	0	0	0	0	0	0	0
107984917	0	0.05878	0.02273	0.2609	0.246	0.1953	0.3089	0.03337	0.07461
55187	0.8376	1.189	1.095	1.519	1.24	1.657	1.304	1.282	1.428
677885	0	0	0.3561	2.335	2.409	0	1.613	0	1.169
105376744	0.04318	0.2699	0.1827	0.2139	0.07062	0.1441	0.1379	0.1341	0.04283
9249	2.407	2.476	2.91	7.94	7.849	9.152	9.231	9.029	8.432
102466722	0	0	0	0	0	0	0	0	0
343066	0	0	0	0	0	0	0	0	0
126767	0	0	0	0	0	0	0	0	0
93190	0	0	0	0	0	0	0	0	0
390999	0	0	0	0	0	0	0	0	0
65121	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0
343069	0	0.05981	0	0	0	0.05677	0.06984	0	0
65122	0	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0	0
649330	0	0	0	0	0	0	0	0	0
441873	0	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0	0	0
440563	0	0	0	0	0	0	0	0	0
645354	0	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0	0
101060301	0	0	0	0	0	0	0	0	0
343070	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0	0
126755	0.1239	0	0.02497	0.04093	0	0	0.1508	0.1466	0
102724856	0	0	0	0	0	0	0	0	0
107984918	0	0	0	0	0	0	0	0	0
10630	4.446	3.719	4.824	1.44	0.6293	0.7398	3.745	4.324	4.127
107984919	0	0	0	0.08359	0	0.1564	0	0.1123	0
105378612	0	0	0	0	0	0	0	0	0
105376756	0	0	0	0	0	0	0	0	0
7799	2.522	2.793	3.193	3.238	2.733	3.619	3.084	2.694	2.22
23254	0.1993	0.251	0.2845	0.1481	0.1087	0.1766	0.2324	0.167	0.1922
107985467	0	0	0	0	0	0	0	0	0
107985468	0	0	0	0	0	0	0	0	0
105376762	0	0	0	0	0	0	0	0	0
105376759	0	0	0	0	0	0	0	0	0
107985469	0	0	0	0	0	0	0	0	0
200197	0	0	0	0.1907	0.1784	0.1618	0.1522	0.1708	0.08909
55092	11.77	11.41	11.8	46.55	44.2	39.81	32.82	34.75	34
727684	0	0.0419	0	0.4251	0.0877	0	0	0.09515	0.1596
114827	0	0	0.04188	0.3204	0.3399	0.1627	0.1054	0.1844	0.1603
101927417	0	0	0	0.2851	0.1177	0.2988	0.3151	0.1532	0.314
101927441	0	0	0	0	0	0.03753	0	0	0
79180	22.26	23.26	22.57	36.78	35.41	34.52	26.62	29.16	28.02
11330	0	0	0.01552	0	0	0.01904	0	0	0
63036	0	0	0	0	0	0	0	0	0
105376767	0	0	0	0	0	0	0	0	0
51032	0	0	0	0	0	0	0	0	0
842	2.984	3.665	3.118	2.492	3.242	2.482	2.937	3.423	1.882
23341	3.39	4.325	4.022	4.365	4.847	4.755	5.156	5.238	4.152
107397391	0	0	1.168	0	1.58	0	0	0	0
79814	3.906	4.771	5.089	3.383	3.265	3.734	4.673	4.107	4.161
84301	4.088	4.081	4.349	7.478	5.883	7.945	7.132	8.357	7.153
6248	0.3477	0.2717	0.5371	0.9187	0.6002	0.4011	0.5993	0.7198	0.2682
23207	7.645	8.938	8.422	16.04	13.92	15.43	10.77	11.9	10.57
284723	0.06078	0.1108	0.07348	0.0803	0.08284	0.0601	0.07395	0.1258	0.08038
110806303	0	0	0	0	0	0	0	0	0
388595	0	0	0	0	0	0	0	0	0
54751	0.07164	0.05598	0.09743	0.4614	0.4687	0.7571	0.5066	0.6833	0.5507
440567	7.989	8.195	11.27	8.246	9.256	3.333	5.923	10.04	10.24
729614	6.261	8.555	7.033	7.86	7.13	7.342	8.195	8.783	6.762
23013	5.394	8.351	8.802	8.404	8.225	8.768	7.449	7.602	6.677
7709	4.979	5.992	6.26	6.115	6.394	7.582	6.133	6.047	4.957
149563	0	0	0	0	0	0	0	0	0
27129	3.722	3.013	2.507	1.08	1.761	1.203	0.6551	0.5897	1.055
1187	0	0	0.02173	0	0	0	0.1968	0	0
1188	0	0	0	0.1208	0.1495	0.09042	0	0.1352	0
348487	0	0	0.06294	0	0	0	0	0	0
1969	0.06291	0.1803	0.0507	0	0.01715	0.03111	0.03827	0	0.08321
101927479	0	0.01334	0	0.05076	0	0	0	0	0.05081
128272	2.678	3.779	2.986	2.602	2.913	3.24	3.844	2.976	2.966
101927546	0.05775	0.03009	0.06981	0.2098	0.2676	0.3855	0.1932	0.3416	0.1718
79363	0.09697	0.1894	0.3224	0.2402	0.4361	0.07192	0.3539	0.5592	0.09618
54455	2.966	3.076	2.602	4.659	5.801	5.322	4.365	5.069	4.758
26099	15.33	16.67	16.81	34.03	36.01	38.25	25.52	26.92	27.74
374955	4.801	4.777	4.778	9.944	9.663	10.91	7.697	7.708	8.08
55707	19.04	19.09	18.35	42.15	47.99	34.34	31.71	35.07	34.63
107984921	0.1932	0.345	0.417	0.3555	0.5416	0.5731	0.7554	0.3673	0.4927
114819	0.03336	0.1043	0.08067	0.01653	0.06821	0.1114	0.06089	0.0888	0.01655
26871	1.638	2.56	2.97	8.657	8.484	8.099	5.481	4.36	5.958
107985757	0	0	0	0	0	0	0	0	0
100132147	0	0	0	0	0	0	0	0	0
107985758	0	0	0	0	0	0	0	0	0
7195	0	0	0	0	0	0	0	0	0
55672	1.038	1.422	1.127	1.46	1.833	1.573	1.976	1.975	1.626
105376794	0.4291	0.7266	0.7494	0.3898	0.4289	0.4951	0.3698	0.1481	0.1892
84809	1.218	1.824	1.441	0.7541	0.6638	1.167	0.787	0.4952	0.5536
11209	0.06794	0.1062	0.1027	0.06732	0.2222	0	0.186	0.06028	0.06739
107985736	0.3519	0.425	0.4061	0.5389	0.4971	0.2136	0.1168	0.2271	0.2539
26869	1.638	2.133	3.3	9.739	8.484	7.29	4.484	4.845	7.041
107985759	0	2.957	0	2.499	12.38	1.871	3.453	11.19	15.01
284729	0	0	0	0	0	0	0	0	0
100189045	0	0	0	0	0	0	0	0	0
6060	1.092	2.133	2.97	10.82	8.037	7.29	5.481	5.813	7.041
11223	0.1535	0.1049	0.1275	0.05702	0.06275	0	0.2451	0.05106	0.1713
100500876	0	0	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0	0	0
112267871	0	0	0	0	0	0	0	0	0
