GeneID	GSM3591825	GSM3591826	GSM3591827	GSM3591828	GSM3591829	GSM3591830	GSM3591831	GSM3591832	GSM3591833	GSM3591834
107984940	0	0.147	0.3197	0	0.6025	0.6066	0.3584	0.4191	0	0
64960	101.2	130.6	23.61	22.74	22.04	95.04	126.2	22.48	27.82	25.65
1441	0.02929	0.03959	0.5454	1.574	1.244	0.1362	0.01609	0.5644	1.804	2.492
107984941	0	0	0	0	0	0	0	0	0	0
105378648	0	0	0	0	0	0.0265	0	0	0	0
2899	0	0	0.5704	0	0	0	0	0.1173	0	0.01439
100422898	0	0	0	0	0	0	0	0	0	0
107984942	0	0	0	0.03303	0.07774	0.01957	0.04624	0	0.02687	0.1061
728431	1.708	2.804	0.967	2.74	2.944	1.941	4.169	0.4875	2.568	3.493
80149	14.72	21.23	19.87	8.666	18.07	13.32	19.57	17.99	8.26	15.63
102465438	8.122	13.01	17.69	12.04	10	5.874	12.89	20.87	6.338	12.52
64769	11.58	21.55	15.47	15.29	21.42	11.51	19.09	18.72	15.22	17.97
100847010	12.63	21.15	12.38	8.5	20	10.07	26.77	9.276	23.05	22.76
105378649	1.162	3.333	1.761	3.192	4.488	1.326	4.469	3.122	2.732	4.33
79753	5.41	11.11	8.718	8.604	10.72	5.34	8.818	7.944	8.798	9.61
7802	1.257	2.451	0.5655	0.7924	0.8373	1.264	1.879	0.7412	0.6314	1.039
29889	49.55	85	18.44	15.52	18.72	47.32	67.83	19.66	15.51	17.76
284654	0	0	0	0	0	0	0	0	0	0.02222
54955	9.626	16.39	5.457	5.738	4.871	10.48	15.31	7.906	6.875	6.687
55143	44.58	43.12	2.015	0.5019	0.928	41.62	50.93	1.115	0.3937	0.6623
284656	0.0284	0.0064	0.0696	0	0	0.05942	0.04681	0.07298	0.02267	0.01791
105378650	0	0	0	0	0	0	0	0	0	0
149175	0.5905	3.438	1.502	0.9644	1.886	0.7271	1.315	2.255	0.754	2.032
79693	33.4	76.96	15.91	14.51	15.91	27.82	50.35	20.33	17.45	17.4
127687	15.61	37.82	13.5	11.45	24.08	14.96	25.16	11.83	11.16	11.71
4520	3.912	6.629	5.193	4.019	5.05	3.484	5.659	5.144	4.006	4.117
3633	14.57	14.26	16.42	10.36	10.74	13.18	19.04	30.06	16.03	19.79
105378651	2.132	1.864	1.746	1.174	0.9402	1.893	3.076	2.534	1.239	1.043
10946	70.82	118.5	32.49	37.82	40.6	69.01	103.2	33.71	38.61	34.48
2275	3.909	10.63	0.623	2.095	5.752	3.723	9.042	0.7349	1.887	4.167
51118	29.13	47.35	9.206	9.474	16.27	41.34	63.6	7.772	8.774	9.534
5453	0	0.1152	0.0716	0.043	0.9445	0	0.04013	0.2346	0.01166	0.09211
107985103	0	0	0.05021	0	0	0	0.08442	0	0	0.06459
105378653	0.03399	0.03064	0	0	0	0	0	0	0	0
100500801	0	0	0	0	0	0	0	0	0	0
105378655	0	0	0	0	0	0	0	0	0	0
105378654	0	0	0	0	0	0	0	0	0	0
339442	0	0	0	0	0	0	0	0	0	0
105378657	0	0	0.1603	0	0	0	0	0	0	0
107984943	0	0	0.7406	0	0	0	0	0.9707	0	0.1588
105378656	0	0	6.853	0	0	0	0	6.164	0.08752	0.1728
105378658	0	0.2416	0	0	0	0	0	0	0	0
105378660	0	0	0	0	0	0	0	0	0	0
64121	3.918	6.116	10.49	4.866	8.58	4.394	5.348	11.31	4.139	5.933
100527950	7.304	7.815	2.537	2.854	3.681	7.059	8.273	2.534	2.499	2.759
26292	14.8	15.62	4.718	5.401	6.785	14.21	16.37	4.231	4.394	5.084
105378663	0.5823	0.105	0.2283	0.7311	1.29	0.4331	0.3838	0.5985	0.8178	0.5873
81025	0.2374	0.3637	0.4188	0.503	0.6138	0.287	0.4955	0.61	0.7578	0.4789
54933	0.0809	0.2674	0.37	0.5503	0.09961	0.1003	0.1778	0.7622	0.6887	0.374
105378662	0.1165	0.105	0	0.09139	0	0.1083	0.1279	0	0.07435	0.7341
79647	50.42	78.56	34.58	50.35	57.97	40.82	65.4	37.62	54.53	48.51
4725	258.3	191.9	38.11	80.68	51.85	205.5	192.5	28.02	72.96	54.28
23499	34.4	42.13	55.21	56.74	125.5	38.95	42.2	71.56	60.08	74.64
643314	2.638	5.216	2.665	3.521	3.806	3.316	4.335	4.206	5.473	4.616
105378950	0.05042	0.06816	0.5436	0.6529	1.117	0.1406	0.1385	1.036	0.7243	1.24
353500	0.5815	1.034	2.186	1.325	1.177	0.6666	1.181	1.719	1.541	1.778
192217	0.2401	1.028	0.2354	0.04711	0	0.4466	1.748	0.2314	0	0.1135
728448	2.129	2.893	4.879	6.078	4.718	2.573	2.644	4.881	6.701	5.037
8761	43.14	93.68	34.93	42.13	29.67	50.85	91.26	39.77	40.72	36.37
101929516	27.37	64.34	24.01	27.91	20.6	32.52	60.88	26.7	26.37	22.58
677834	7.905	12.82	5.424	8.996	1.46	8.085	12.59	13.2	10.85	16.94
26508	0.02618	0.0118	0.02567	0.0411	0	0.07304	0.04315	0	0.1505	0
84618	0	0.3527	0	0.8446	0	0.7277	2.848	0	0.6558	0.3084
51440	0.1247	0.8584	0	14.34	4.607	1.012	4.086	0.02913	11.59	7.047
10450	8.331	8.383	6.516	8.381	8.519	7.914	10.36	5.694	8.303	7.841
656	0.5338	1.405	3.41	1.527	2.322	0.6725	1.182	2.544	1.759	2.301
64064	0.3559	1.951	0.3488	0.09309	0.2191	0.579	2.639	0.381	0	0.2991
105378666	0	0.1196	0.4336	0	0	0.08227	0.4374	0.4547	0	0.1673
101929536	0.2264	0.2448	0.5325	0.1066	1.672	0.1684	0.2487	0.2327	0	0.2854
105378951	0.08248	0.4089	1.779	1.133	1.828	0.03835	0.4531	1.59	1.106	1.196
107985740	0.03664	0.06604	0.6464	0.4025	1.083	0	0.0805	0.3766	0.2105	0.5081
105378665	0.3406	0.9208	1.335	1.336	5.032	0	0.7483	2.625	1.739	0.4294
105378667	0.1401	0.101	0.3846	0.4839	0	0.1042	0.03079	0.5041	0.34	0.4241
54802	8.424	12.68	5.636	5.686	4.036	11.6	14.77	6.6	5.892	5.087
4610	0.067	0.02013	0.9851	0.09641	0.165	0.05192	0.1227	0.4304	0.2281	0.1549
105378668	0	0	0.5382	0.1077	0	0.1276	0	0.1763	0.3067	0.08653
84879	2.104	25.12	0.7675	0.4417	0.1808	2.867	13.33	1.698	0.2968	0.4011
105378669	0.8762	0.5415	0.2454	0.5698	1.017	0.7681	0.9076	0.4503	0.7512	0.7891
10487	189	164.8	73.96	75.39	165.3	182	175.6	85.12	80.64	101.6
5538	89.61	106.1	37.05	50.24	75.84	81.53	92.29	42.45	51.27	53.77
105378671	0.203	0.5031	2.985	3.704	2.625	0.2831	0.669	3.521	2.689	3.711
6018	16.18	17.48	18.46	18.17	18.02	16.95	22.94	22.51	19.89	20.14
127391	0	0	0	0.1832	0	0.1447	0	0.1999	0.149	0.8828
10269	21.59	59.19	11.2	12.15	20.93	20.66	35.72	14.56	11.4	15.79
1298	2.181	2.75	9.021	1.049	0.7917	1.758	2.909	6.544	0.99	1.621
107984945	0.09131	0.1646	1.88	0.215	0.6746	0.2547	0.1505	1.408	0.4372	0.5181
64744	150.2	108.1	178.4	98.56	70.28	113.2	142.6	216.8	121.3	111.8
65243	2.163	2.72	1.893	2.077	2.118	2.049	2.332	1.836	1.863	2.233
339559	5.136	4.578	4.593	4.869	6.924	4.287	4.757	4.431	3.267	5.861
105378672	1.231	0.8067	4.606	2.81	2.066	1.56	0.8604	0.575	0.2857	3.809
64789	3.909	5.938	4.234	4.34	6.941	4.238	6.193	4.163	3.544	5.501
127396	5.069	7.687	2.997	2.884	5.35	5.337	7.189	5.031	3.955	4.261
105378673	0	0.06193	0	0	0	0	0	0	0	0
9783	1.798	0.8828	1.218	1.124	2.106	1.917	1.18	2.085	1.769	1.152
105378675	0.07727	0.06965	0.03787	0.07581	0	0.1257	0.04245	0.2482	0	0.2192
105378674	0.02665	0.1441	0.1045	0	0	0.02478	0.02928	0	0.01701	0.0672
100130557	2.723	3.788	6.739	6.785	5.846	2.69	3.758	9.97	7.529	6.93
4802	7.798	11.09	13.75	8.872	10.02	8.009	10.37	14.97	9.997	9.484
407034	2.943	2.652	8.077	5.081	0	2.736	0.6466	10.59	10.15	1.484
407031	3.042	3.839	7.156	5.73	0	2.263	0.6684	1.563	5.438	3.836
9132	0.236	0.07836	0.07304	0.2924	0.367	0.2194	0.3275	0.03191	0.6343	0.2505
105378676	0	0	0	0.1923	0	0	0	0	0.1043	0
163732	0.8267	1.378	1.54	22.45	6.871	2.075	2.997	1.806	22.88	12.2
1503	17.29	46.44	6.448	6.786	10.44	16.03	31.32	6.361	5.83	7.782
100507178	1.41	3.02	1.172	1.62	1.292	1.783	2.553	1.855	1.469	2.119
200172	1.267	2.664	1.104	1.51	0.7279	1.588	2.309	1.278	1.653	2.047
22955	7.11	11.15	9.188	8.485	4.726	7.421	9.44	11.29	8.601	7.965
100132074	0.01877	0.203	0.7727	0.8838	2.011	0.08726	0.08248	2.026	0.671	1.018
101929901	0	0	0.2694	0.4314	0	0	0.302	0	0.1755	0.6931
105378678	0	0	0	0	0	0.009634	0	0	0	0
1907	0	0	0	0.05886	0	0	0	0	0	0
59269	0.9314	1.985	0.5897	0.6951	3.28	1.374	1.526	0.7297	0.4778	1.499
2981	0	0	0	0	0	0	0	0	0	0
2980	0	0	0	0.1424	0	0	0	0	0	0.1144
22887	12.9	20.57	18.31	23.72	20.83	13.58	18.22	20.73	27.22	25.69
284716	0.2405	0.293	0.07858	0.06292	0.08226	1.234	1.61	0.03433	0.03981	0.1011
84217	0.8542	0.3574	0.7774	0.838	0.3381	0.5389	0.3352	0.4703	0.6817	0.9231
728621	0.4545	0.6729	1.573	1.638	1.079	0.4829	0.6776	2.085	1.744	1.976
79717	13.86	13.32	17.62	17.37	16.92	13.45	14.12	17.52	17.99	16.95
10465	14.46	16.52	7.801	8.457	8.104	14.73	18.62	10.56	9.901	9.383
4904	426.2	575.5	144.4	103.4	126.1	382.9	577	163.9	112.6	121
149461	0	0.01355	0.05894	0.0236	0	0	0.01652	0.03863	0	0.05686
64175	13.07	18.13	9.528	12.48	10.46	13.18	16.17	12.83	13.81	12.17
79078	3.492	3.609	4.661	6.598	7.312	2.496	4.062	5.583	7.553	5.895
105378683	0.9885	0.792	2.153	3.534	3.246	0.9191	0.8447	2.258	3.366	2.908
100129924	0.2906	0.1455	0.3165	0.3675	0.1193	0.2552	0.337	0.5808	0.3814	0.4478
107984946	0.08819	0.2385	1.21	0.4845	0	0.082	0.5813	0.6798	1.971	0.3336
374969	12.56	9.679	11.1	10.93	9.857	11.56	11.15	10.54	13.21	8.288
114625	2.932	4.405	4.311	4.118	3.345	3.141	3.964	3.841	4.561	4.042
51058	3.081	5.601	3.416	2.211	2.536	2.914	4.332	2.985	2.709	3.174
339539	0.1145	0	0	0.01797	0.08458	0	0	0	0.02924	0
6513	14.77	53.8	49.16	12.82	33.91	23.05	48.2	54.88	13.15	23.7
440584	0.9635	0.9987	4.344	2.798	2.847	1.299	1.164	2.723	1.753	2.308
440585	0	0.01293	0	0	0	0	0	0	0	0
10969	82.15	132	13.64	12.6	17.79	77.49	117.2	18.05	13.01	11.48
102465439	4.438	6.401	3.48	4.877	0	2.476	5.851	2.281	1.7	7.835
149465	0.04568	0.07411	0.1254	0.02151	0	0.04247	0.09033	0.1878	0.02916	0.08063
105378685	0	0.01659	0	0.1011	0	0.01711	0.02022	0	0.09401	0.09283
128218	0.08568	0.01931	0.04199	0.03362	0	0.1593	0.1412	0	0.1231	0.05401
149466	0.03221	0	0	0.07584	0	0.02995	0.07078	0	0	0
7075	0.02131	0.3361	0	0.02508	0.03935	0.02972	0.2575	0	0	0.05373
4352	0.1483	0.1645	0.3354	0.1432	0.2528	0.1697	0.1629	0.2345	0.3132	0.1726
105378687	1.223	0.636	0.3689	0.2954	0	1.356	1.24	0.7253	0.1502	0.5338
991	119.3	149.4	3.605	0.7216	4.124	103.8	142.8	3.038	1.027	1.283
64834	24.19	58.26	24.13	17.37	40.32	24.05	39.3	25.48	13.03	23.39
102466723	7.167	6.459	3.122	1.25	5.883	2.962	6.124	6.139	5.084	7.028
112268225	0.4084	0.4239	0.558	0.4468	0.3658	0.4718	0.6119	0.4771	0.4978	0.7022
112950	29.84	25.33	13.86	11.39	16.96	22.36	25.54	15.84	12.47	12.05
107984947	10.51	11.93	6.931	5.709	7.464	9.487	11.32	7.009	8.449	8.789
23334	4.301	5.494	12.5	10.87	10.48	4.169	4.753	13.51	13.54	11.56
100873952	2.247	3.84	6.378	6.566	9.443	2.881	2.979	11.55	7.221	6.153
102465440	0.7418	0.6686	1.454	0.5822	5.48	0.6897	0	5.718	0.4736	1.871
81888	2.526	2.906	5.848	7.129	2.978	2.898	2.746	6.767	8.424	5.049
5792	0.09757	0.03517	0.01275	0.02042	0	0.4717	0.3073	0	0	0.008201
9682	11.23	13.4	14.02	10.85	17.43	9.945	15.34	17.37	11.99	13.35
100132774	4.3	6.511	5.665	4.752	6.608	4.414	7.105	7.956	4.261	7.027
6487	1.13	1.434	2.085	1.949	1.785	1.307	1.65	1.873	2.511	2.278
101929592	1.616	2.081	4.3	3.534	2.559	1.718	3.044	4.747	2.58	4.367
102464830	3.494	1.574	10.27	3.427	3.226	6.497	5.757	6.733	1.673	9.911
9048	0.08356	0.07532	0.2184	0.08744	0.1029	0.1036	0.2142	0	0.3023	0.07024
105378688	1.202	1.726	1.397	1.503	0.987	2.112	2.202	2.403	0.9666	1.741
101929609	1.824	3.996	2.651	1.925	1.859	2.573	3.489	2.99	2.57	2.379
9670	5.814	11.74	6.274	4.953	6.971	5.56	7.242	6.913	6.39	6.478
1802	12.8	37.78	12.27	12.34	10.73	12.32	21.73	13.01	12.19	12.35
533	31.3	81.61	31.4	18.11	27.76	31.63	49.94	30.51	14.89	19.69
8704	11.23	35.06	1.959	0.4091	3.932	10.66	23.15	1.06	0.3189	0.4656
149473	0.4586	2.098	3.665	0.3045	0.5212	0.8856	1.279	1.45	0.2928	0.4893
6536	1.864	1.893	0.3	0.09827	0.1028	1.436	2.262	0.1788	0.0533	0.05263
107984948	2.057	0.927	0	0.2374	0	1.35	1.064	0	0.03863	0
128209	0	0	0	0	0	0.01258	0	0.1391	0	0
105378952	0	0	0	0	0	0	0	0	0	0
55929	4.849	11.23	16.39	15.71	14.47	4.682	7.513	18.45	19.35	17.36
79033	26.34	35.32	17.17	16.39	15.22	22.59	31.96	18.75	19.68	19.01
100874278	1.16	2.658	3.886	2.846	2.679	1.618	1.806	3.975	4.044	3.231
106635545	1.003	1.13	2.457	0.1967	1.852	0.9324	2.754	0.6442	0.6402	1.264
55182	6.961	12.44	10.72	12.18	14.09	6.844	9.484	12.11	11.29	11.33
107984951	0	0	0	0	0	0	0	0	0	0
100847089	0	0	0	0	0	0	0	0	0	0
107984950	4.747	9.178	11.04	11.01	13.47	5.024	7.885	15.07	13.23	13.92
79639	0.5869	0.3925	1.151	0.3269	0.4896	0.4753	0.624	1.265	0.4472	0.5252
109623472	0	0	0	0	0	0.5035	0.5949	2.783	4.494	1.365
339541	6.169	6.81	4.158	13.96	3.124	9.822	15.29	7.659	17.95	13.46
105378690	1.367	0.9769	0.8315	1.701	0.3482	1.753	3.055	1.574	1.896	1.545
26828	23.81	23.98	32.03	13.92	3.449	26.91	18.98	44.38	26.82	16.48
26830	49.82	56.61	54.14	45.9	20	49.85	41.05	40.35	18.32	39.6
11004	67.11	55.51	1.094	0.5352	0.916	57.35	63.95	1.593	0.5739	0.723
109623476	8.901	6.686	0	0	2.74	5.518	8.149	0	2.368	0.9353
6202	2245	2068	1967	2313	1297	2375	2392	2142	2580	1969
26811	32.93	135.2	109	65.47	62.17	52.39	104.5	92.13	85.96	77.5
94161	44.2	88.15	30.33	35.99	32.66	40.59	65.56	66.73	43.74	36.23
94162	20.59	35.06	43.36	47.88	28.17	23.4	35.19	86.23	47.23	53.85
94163	22.76	45.27	41.54	23.4	23.19	25.54	33.62	46.38	29.06	29.68
266675	0.3373	0.8429	0.4208	0.4813	1.019	0.4277	0.9095	0.3545	0.832	0.8312
1263	12.47	25.95	5.327	27.78	9.965	9.07	15.83	5.777	29.82	17.5
343521	1.52	2.922	0.7377	5.464	1.123	1.238	2.687	1.116	5.637	3.322
149478	0.8653	1.53	0.261	2.037	0.8606	0.9748	1.591	0.4704	2.805	1.741
107984952	1.326	1.903	1.204	1.985	1.633	1.644	1.403	1.514	2.367	2.26
8643	0.2876	0.4444	0.5035	0.5966	0.1518	0.3057	0.3499	0.4752	0.5509	0.3886
8891	28.04	35.64	6.126	7.008	7.539	29.63	33.35	7.484	9.515	9.838
79654	9.466	10.31	11.39	10.45	18.35	7.962	8.118	12.14	9.916	11.88
7389	86.37	81.1	21.87	24.45	28.69	83.82	87.4	24.15	24.65	25.32
57643	0.2818	0.9422	0.3208	3.382	3.358	0.4311	0.759	0.07007	2.739	2.143
105378691	0.2609	0.5486	0.6818	0.3071	0.1606	0.4447	0.7403	0.9496	0.3192	0.5482
400752	0.285	0.6564	0.7449	0.3231	0.2339	0.6183	0.8349	0.8137	0.3639	0.559
84842	11.77	53.84	2.26	1.5	2.689	14.27	32.46	1.247	1.898	2.563
4595	9.875	16.35	8.391	11.47	8.848	9.742	13.79	11.56	13.89	11.77
114034	15.36	33.62	16.43	16.01	15.48	15.13	22.91	15.24	19.94	16.35
10420	3.809	5.403	18.22	9.244	10.23	3.459	5.753	22.34	10.4	10.27
126661	1.866	2.479	0.6095	0.8635	1.06	1.801	2.523	0.676	0.8551	1.086
25974	30.79	39.89	5.091	4.767	5.377	29.73	35.35	4.413	4.56	4.74
5052	342.2	378.8	35.75	26.8	38.88	320.2	342.5	31.48	23.11	24.21
10327	57.79	58.67	25.57	18.19	18.42	57.35	61.69	29.41	19.12	17.12
4678	64.89	116.1	27.01	21.11	19.92	65.35	116.7	26.51	22.82	23.6
149483	0.8214	2.025	7.322	4.938	4.408	1.715	1.992	8.442	4.957	5.686
60313	50.64	61.73	49.17	52.42	58.43	48.03	61.74	55.68	62.49	55.15
728963	3.081	3.204	6.388	4.65	2.188	2.754	2.994	6.242	3.82	4.258
51249	31.63	42.52	13.89	16.37	14.59	30.2	37.47	17.93	17.37	17.41
3652	6.807	7.729	4.328	5.438	5.317	4.934	6.58	5.015	5.74	5.921
105378693	0.4102	0.3697	0.5361	0.4829	0	0.1271	0.4507	0.1757	0.7857	0.5172
23139	4.361	8.229	2.337	1.121	2.791	3.416	5.377	2.387	1.071	2.037
105378694	0.5716	1.03	0.686	0.1556	0.7325	0.6616	0.6792	0.5695	0.283	0.5736
110117499	0.05336	0.6925	0.1464	0.1256	1.656	0.1786	0.3986	0.3016	0.2793	1.036
8503	0.05317	0.8226	0.1216	0.1182	1.735	0.1813	0.4381	0.3188	0.2659	1.151
101929626	0	0.4078	0	0	0	0	0	0	0	0
10103	0.3123	0.5118	0.6123	1.248	0.6293	0.4224	0.5615	0.8756	1.088	0.8592
110117498	0	0	0	0	0	0	0	0	0.08536	0
55624	14.79	24.68	9.434	12.6	15.21	12.54	18.02	14	13.94	14.08
541468	0.02929	0.132	0.1148	0.2298	0	0.02723	0.09652	0	0.03739	0.07385
8438	18.22	25.5	2.399	1.962	1.974	16.56	23.37	2.924	1.937	2.369
10489	17.35	21.04	10.26	11.45	12.99	16.53	20.44	10.46	11.73	10.87
7388	298.2	240.3	75.16	69.36	75.34	295.4	279.8	79.42	73.18	74.15
387338	6.07	10.42	8.494	5.819	5.277	5.808	8.535	8.23	6.045	5.769
2166	0.9812	1.625	3.223	4.266	2.841	1.208	1.631	1.227	6.027	3.143
729041	0.08548	0.03852	0.3351	0.2683	1.105	0.159	0.2817	0	0.4911	0.9699
101929651	0	0.1297	0	0	0	0	0.2635	0	0.03062	0.2419
127343	0	0	0	0	0	0.02919	0	0	0	0
105378696	0	0	0	0.1844	0.7102	0.01986	0.02347	0	0.1636	0.3501
100507423	1.373	2.375	2.562	2.486	4.581	1.668	2.141	2.049	2.262	2.429
148930	0	0	0	0.02922	0	0	0	0	0	0
8569	2.848	4.457	4.407	4.348	8.705	3.201	3.736	4.623	4.453	4.871
148932	5.243	8.437	9.673	12.39	15.95	4.638	5.301	11.19	10.1	10.66
105378697	0	0.1795	0.1302	0.5993	0	0.09261	0.1459	0.08531	0.9962	0.6279
64756	38.3	35.22	9.915	15.44	19.8	39.02	35.63	10.93	15.9	13.04
374973	0.2256	0.6101	0.516	0.5607	1.806	0.1748	0.4544	1.353	0.4802	1.09
100130197	9.179	14.96	17.45	20.08	18.5	8.363	11.61	20.97	20.6	19.06
9813	21.58	32.68	46.95	50.26	73.17	21.08	27.31	51.98	49.35	53.21
105378698	3.429	4.507	6.302	5.438	6.597	2.458	3.924	9.545	5.61	5.224
105378699	0	0	0	0	0	0	0	0	0	0
1580	0	0	0	0	0	0	0	0	0	0
163720	0	0	0	0	0	0	0	0	0	0
1579	0	0	0	0	0	0	0	0	0	0
260293	0	0	0	0	0.0676	0.05105	0.04021	0	0	0
199974	0	0	0.04814	0	0	0	0.02698	0.1893	0.01568	0
284541	0.0412	0	0	0	0	0.1277	0	0	0.1052	0
105378701	0.01618	0.02916	0	0	0	0.07521	0.01777	0	0	0
100874253	0	0	0	0	0	0.6855	0.18	0	0	0
10158	0	0	0	0	0	0	0	0	0.04125	0
6886	0	0	0.1287	0.05724	0	0	0	0.07496	0	0.04598
6491	22.32	22.6	1.384	0.7478	0.6285	22.74	26.13	1.202	0.9994	1.04
51727	77.94	98.64	65.14	102.4	98.51	76.93	89.43	67.77	94.41	75.07
102724077	1.006	1.871	2.466	4.245	3.02	0.7602	1.036	3.878	3.092	3.489
2301	0	0.08281	0	0	0	0.02848	0	0	0.03911	0.07723
84793	0.9712	1.459	0.3808	0.4573	0.4783	1.345	1.778	0.7764	0.3445	1.116
2306	0.06135	0.4239	0.2806	0.1926	1.586	0.07606	0.0674	0.2627	0.06528	1.031
107984953	0	0	0	0	0	0	0	0	0	0
388630	0	0.004201	0	0	0	0	0	0	0	0
105379778	0	0	0.04412	0	0	0	0.03709	0	0	0
391037	0	0.0646	0	0	0	0	0	0	0	0
200010	0	0	0.1355	0.04218	0.02836	0.02142	0.008435	0.01973	0.1912	0.1258
54558	0.1742	0.2159	0.7363	0.8629	0.5228	0.2986	0.2332	0.8252	0.9522	0.6657
84871	0.03631	0.01403	0.1119	0.06921	0.05748	0.02894	0.03989	0.1066	0.07286	0.02616
79656	1.515	2.545	8.082	1.931	0.5816	5.535	9.783	9.254	2.18	2.469
105378706	0	0	0	0	0	0	0	0	0	0
101929721	0.09417	0	0	0	0	0	0	0	0	0.2375
100874313	0	0	0	0	0	0	0	0	0	0.2657
107984954	0	0	0	0	0	0	0	0	0	0.2056
105378708	0	0	0	0	0	0	0	0	0	0
1996	0	0	0	0	0	0.006136	0	0	0	0
105378709	0	0	0	0	0	0	0	0	0.01195	0.0708
107984955	0	0	0	0	0	0	0	0	0	0
105378711	0	0	0	0	0	0	0	0.1768	0	0
105378710	0	0	0	0	0	0	0	0	0	0
105378712	0	0	0	0.01138	0	0	0	0	0	0
63950	0	0	0	0.03035	0	0	0	0	0	0.0325
105378714	0	0	0	0.1192	0	0	0	0	0.4846	0.1914
11124	13.63	18.16	11.75	12.73	12.56	13.82	17.2	14.8	15.9	16.32
105378715	0.9718	1.357	2.898	2.417	2.427	1.069	1.188	4.01	2.997	3.693
112268262	1.696	2.324	2.527	3.089	3.509	2.271	2.609	3.487	3.639	2.909
1031	7.384	15.84	1.882	2.086	1.637	8.536	14.87	1.075	2.609	3.072
100616189	0	0	0	0	0	0	0	0	0	0
102466656	0	0	0	0	0	0	0	0	0	0
284546	0	0	0	0	0	0	0	0	0	0
105378716	0.04577	0.02063	0.04487	0.1976	0	0	0.02514	0	0.1023	0.1443
26994	18.04	29.2	7.597	26.06	38.65	15.76	29.76	7.966	25.97	26.19
22996	0.04811	0.2168	0.2358	0.3398	0.08886	0.1007	0.2907	0.06181	0.5068	0.7431
105378717	0	0	0	0	0	0	0	0	0	0.03377
102724097	0	0	0	0	0	0	0.09152	0	0.1064	0
2060	25.26	40.17	54.26	28.74	58.81	21.91	29.21	51	27.48	42.07
105378720	0.7857	0.8977	1.822	0.9033	0.9402	0.957	0.7781	2.275	0.9892	1.046
441884	0.4845	0.2351	0.2922	0.02925	0	0.3465	0.2866	0.383	0.1428	0.04699
105378719	0.2888	0.8243	0.8492	0.5289	1.956	0.2238	0	1.113	0.6146	1.214
114883	24.69	37.62	28.37	22.61	24.01	26.22	33.05	33.96	26.65	29.67
4898	31.99	43.55	33.3	27.49	32.82	27.75	44.33	38.12	30	32.85
105378721	15.67	20.56	19.96	16.98	11.94	12.38	18.61	19.37	16.19	22.47
100313892	6.425	14.06	17.99	12.97	6.781	10.24	14.12	16.51	10.55	10.41
5865	0.01648	0.01857	0	0.009701	0	0.01916	0.01358	0	0.02631	0.01039
51060	20.83	21.3	11.71	14.22	18.71	19.54	24.31	12.18	15.53	14.42
112970	4.343	8.601	6.277	7.464	9.72	5.159	7.558	6.599	7.833	8.514
104355143	3.878	3.994	3.801	3.478	3.069	2.575	4.564	6.761	2.829	2.619
91408	15.42	16.09	12.28	13.84	11.5	14.78	15.05	16.6	14.62	12.68
107984956	0	0	0	0	0	0	0	0	0	0
9372	2.955	2.337	1.199	6.81	3.185	2.87	3.781	1.161	6.747	5.803
200014	5.917	10.13	11.2	16.74	13.29	6.4	8.48	12.79	17.74	15.54
4998	43.38	49.89	1.614	0.866	1.095	41.64	51.82	1.523	0.6834	1.35
84950	10.98	16.03	13.34	16.95	14.97	9.904	15.04	19.61	18.63	18.59
23318	13.5	13.4	34.29	36.63	26.62	12.71	15.07	44.03	40.69	37.72
105378723	0.8901	1.257	4.77	7.964	3.727	1.104	1.728	6.252	5.437	6.135
2882	25.11	32.32	18.31	19.81	18.07	26.71	27.93	18.68	22.25	20.44
348378	2.844	3.807	15.22	17.55	9.965	2.054	3.54	20.45	17.91	12.96
65260	5.689	15.26	4.525	4.54	4.263	5.732	10.47	6.175	4.048	4.092
79699	12.09	9.257	12.83	17.44	12.78	10.59	8.223	12.11	19.37	12.14
440590	0.07803	0.3604	0.956	0.06124	0.1801	0.1088	0.2143	0.8771	0.1743	0.2091
55268	3.766	3.194	4.758	12.17	8.915	4.63	4.046	6.7	13.61	11.24
6342	27.81	23.38	12.46	14.71	34.68	26.26	27.46	16.6	17.09	20.77
127435	0	0.049	0	0.032	3.364	0	0	0	0.08677	0.3085
6512	0	0.08365	0	0.09365	6.122	0	0.01457	0	0.1016	1.555
105378724	0	0	0	0	0	0	0	0	0	0
1376	16.45	24.52	9.085	8.865	10.08	16.01	19.22	10.57	11.3	8.904
54987	17.17	19.56	14.43	21.91	19.28	14.91	16.4	12.7	18.86	19.04
4116	25.51	42.33	16.34	17.56	19.51	21.95	43.8	21	15.39	17.59
100507564	0.9629	2.975	0.8988	0.8996	0.3387	1.577	1.763	0.5891	1.259	1.503
7804	12.76	25.45	2.096	2.01	4.428	13.37	21.05	2.17	1.926	3.272
105378728	2.976	4.666	0.6559	0.4146	0.6505	3.013	3.598	0.362	0.8207	0.6217
105378726	1.979	2.853	0.2384	0.2061	0.2859	1.979	2.912	0.1279	0.1165	0.3032
105378732	2.483	5.853	1.123	1.199	0.7056	3.818	4.616	2.209	1.402	1.686
105378731	1.164	1.515	0.8327	0.4783	0.8869	0.9788	1.014	0.8067	0.4363	0.2794
105378730	1.523	3.765	1.071	1.226	1.154	3.013	4.032	0.4013	0.997	0.9845
107984957	0.1725	0.07771	2.366	0.406	0.3185	0.1737	0.1263	2.917	0.7799	0.5073
163742	0	0	0	0	0	0	0	0	0	0
