GeneID	GSM3591825	GSM3591826	GSM3591827	GSM3591828	GSM3591829	GSM3591830	GSM3591831	GSM3591832	GSM3591833	GSM3591834
100287102	0.295	0.3841	0.7068	1.029	0.6054	0.3657	0.5041	0.9265	1.067	1.322
653635	12.7	13.1	20.34	22.82	22.28	12.69	14.29	25.17	29.33	27.02
102466751	11.15	9.33	21.85	18.75	11.77	15.55	9.623	18.42	19.83	18.07
107985730	0.2013	0	0.1973	0.158	0	0.1872	0.1106	0	0.1928	0
100302278	0.3924	0	0	0	0	0	0	0	0	0
645520	0	0	0	0.07522	0	0	0	0	0.03059	0
79501	0	0	0	0	0	0	0	0	0	0
100996442	0.4868	0.6781	1.366	1.112	0.8583	0.4115	0.547	1.194	0.8335	0.8789
729737	0.7716	0.526	1.377	1.281	1.425	0.5151	0.8803	0.9151	1.345	0.9978
102725121	0.2696	0.4252	0.6606	1.031	0.7468	0.3446	0.5553	0.6061	1.011	0.9772
102723897	14.02	15.13	24.05	24.95	27.37	13.41	15.94	30.02	32.33	26.52
102465909	6.371	7.895	10.93	15	17.65	7.404	5.249	12.28	11.69	12.05
107985721	0.1001	0.05411	0.03923	0.09423	0	0.01861	0.04397	0	0.0511	0.07569
112268260	0.1232	0.1332	0.322	0.2643	0.3944	0.1146	0.1895	0.3799	0.2517	0.2485
729759	0.2883	0.4158	0.113	0.2263	0.426	0.2145	0.2534	0.1482	0.1105	0.3635
100132287	0.8922	1.173	1.895	2.237	1.922	0.8411	1.511	2.006	1.788	1.937
105378947	0.06933	0.04166	0.04531	0.01814	0.08537	0.02149	0.127	0	0.1771	0
101928626	0.06786	0.06116	0	0.05326	0	0.06309	0	0	0	0.1711
113219467	437	690.1	559.2	323.2	726.9	663	689.6	523.2	369.6	429.8
81399	0.1874	0.3884	0.2755	0.2279	0.3115	0.2091	0.2676	0.3129	0.3349	0.3189
100133331	0.9631	1.382	1.913	2.089	2.06	1.096	1.824	2.084	2.33	2.093
107984841	1.813	2.53	4.929	3.121	3.672	2.392	3.148	3.456	3.435	3.613
107984847	4.131	6.742	10.29	9.639	8.661	4.568	5.397	6.885	11.33	10.42
107984849	1.741	3.835	4.17	3.339	2.858	2.158	2.337	3.479	4.198	4.389
100288069	3.476	5.233	10.07	8.214	7.149	3.929	5.597	11.98	8.094	8.117
105378580	0.8853	1.387	4.029	5.699	3.621	1.088	1.216	5.227	6.883	5.634
400728	0.6964	0.7281	2.566	2.492	2.264	0.9065	0.5508	3.149	3.272	2.669
79854	1.439	1.927	4.755	2.549	3.645	1.415	1.716	3.169	2.835	3.473
643837	1.05	2.188	1.276	3.958	2.578	1.292	1.881	1.597	4.905	3.527
107984850	0	0.01989	0.1298	0.05195	0	0	0.02424	0.0567	0.09861	0.05564
284593	0.03174	0.1144	0.1867	0.02491	0.1172	0.05903	0.03487	0	0.2229	0.5603
284600	0	0	0.02751	0	0	0	0	0	0	0.0177
100130417	0	0	0	0	0	0.03343	0	0	0	0
107985728	0	0.02677	0	0	0	0	0	0	0	0
148398	5.866	10.42	2.117	2.094	1.486	5.435	8.166	1.905	2.38	2.083
26155	56.68	102.8	18.33	18.65	21.04	55.54	83.42	20.24	20.38	20.06
339451	3.949	6.776	3.045	4.552	7.691	4.486	7.153	4.628	6.161	5.521
84069	0.1352	0.4752	0.106	0.2441	0.6992	0.2263	0.3565	0.2432	0.2244	0.1193
84808	0.02996	0.027	0	0.03527	0	0.01393	0.03291	0.03849	0.009563	0
57801	0.423	0.4321	0.2764	0.6419	0.5209	0.4196	0.2479	0	0.8103	0.1422
9636	74.55	56.85	28.66	42.9	83.84	42.92	37.45	20.75	28.06	28.72
375790	3.371	5.086	1.424	1.26	1.501	2.819	7.401	1.883	1.37	1.537
100288175	14.62	12.13	1.744	2.923	2.464	8.478	11.73	0.5714	1.349	1.752
112267874	1.162	1.083	1.571	2.295	1.332	0.9686	0.9904	0.5148	0.6267	0.6062
105378948	3.579	3.092	1.527	3.406	2.055	2.621	3.402	1.144	2.119	1.637
401934	0.1425	0.1798	0	0.02237	0	0.106	0.1566	0.2929	0	0.07187
54991	5.433	10.8	5.456	7.357	8.636	5.072	7.118	6.064	7.164	6.766
254099	0.1337	0.2109	0.9174	0	0	0	0	2.405	0.04268	0.1264
406984	0	0	0	0	0	0	0	1.465	0	0
406983	0	0	1.179	0	0	0	0	0	0	0
554210	0	0	2.558	0	0	0	0	8.382	0	0
100506376	0	0	0.1017	0	0	0	0.01425	0.1999	0	0.01635
254173	0.08823	0.01136	0.09884	0.02968	0	0.02344	0.05539	0.06478	0	0.06357
8784	12.17	30.37	1.339	0.1038	1.14	13.16	39.18	3.568	0.1266	0.4446
7293	24.4	32.59	0.2024	1.273	0.7083	28.53	28.15	0.2274	0.9982	0.3162
51150	17.48	37.84	21.65	19.26	24.82	16.85	29.45	25.78	19.71	23.37
126792	8.147	21.59	11.81	14.11	9.912	9.531	14.53	13.05	13.89	13.36
388581	1.531	0.6338	0.6487	0.4545	1.07	0.8077	0.9998	0.7441	0.3962	0.7824
118424	9.988	20.62	9.472	10.71	12.08	9.473	16.76	10.14	10.96	9.555
101928895	0.3889	0.9346	1.143	2.772	3.112	0.693	1.032	2.914	4.986	3.555
6339	0.656	0.7191	2.503	3.145	3.864	1.121	1.13	2.961	4.517	4.203
116983	3.348	6.52	8.467	6.76	15.17	4.001	5.705	12.13	6.855	8.122
102465434	0	0	0	0	0	0.8254	0	0	1.133	0
109623456	4.512	2.905	5.055	6.071	4.763	1.798	2.833	9.939	6.997	5.689
126789	11.62	25.92	8.946	13.48	12.75	10.98	19.68	8.179	13.12	11.51
54973	35.98	53.33	26.08	30.66	36.52	36.18	46.77	29.43	33.28	29.53
102465435	1.666	7.508	4.899	8.5	12.31	0.7746	5.491	4.281	5.85	10.5
80772	4.737	8.618	7.714	10.08	8.354	4.934	7.042	6.497	8.071	6.443
83756	0.3753	0.7577	3.679	2.038	2.218	0.3769	0.8576	3.472	1.754	2.063
1855	12.2	24.91	10.35	16	15.5	12.02	19.25	10.9	17.75	15.44
102466740	0	0	0	2.161	6.781	0	1.008	9.433	4.102	1.157
54587	0.1789	0.2923	1.206	0.8601	0.3305	0.2392	0.3194	2.184	2.549	4.075
54998	35.39	57.59	16.81	20.48	27.9	33.66	52.03	18.1	21.08	21.39
81669	14.22	24.43	44.43	53.5	42.16	14.16	19.89	46.67	62.67	53.9
148413	11.93	20.97	14.51	17.41	18.77	13.34	16.44	14.17	17.64	15.66
55052	50.52	73.32	24.38	32.74	42.11	51.26	63.76	28.76	31.83	32.34
107984868	0.1827	0.2026	0.1102	0.1323	0	0.2874	0.5866	0.1083	0.3857	0.3366
441869	0.04864	0	0	0.03817	0	0.09045	0.03562	0.125	0.2174	0.1635
105378585	0	0	0	0	0	0	0.05223	0	0	0.05994
643965	0	0	0	0	0	0	0	0	0	0
102724312	0.0907	0.08175	0	0	0	0.253	0.2989	0	0	0
107985729	0.3331	0.2335	0	0	0	0.5162	0.08133	0	0	0
64856	0.09644	0.1086	0.02363	0	0	0.2018	0.1854	0	0	0
219293	0.7287	2.236	0.7417	0.6929	0.6212	0.5864	1.062	0.5761	0.4295	0.6538
83858	10.36	27.26	10.09	11.45	9.478	9.985	17.75	10.7	12.53	10.59
55210	22.62	67.26	8.536	7.306	10.4	21.4	42.46	8.44	7.825	7.099
339453	0.1568	0.1767	0.1537	0.2462	0	0.1458	0.08615	0	0.3505	0.2966
29101	49.43	76.48	43.82	46.93	61.22	44.78	76.68	41.83	49.14	46.05
643988	0.2804	0.8961	0.2499	1.2	1.224	0.3082	0.5882	0.3931	1.644	1.382
105378586	0.1893	0.5973	0.3712	1.114	0.3497	0.4401	0.416	0.2433	1.753	1.671
142678	1.481	3.072	5.575	7.323	16.82	2.052	3.628	7.379	9.552	12.98
8510	0.3135	1.095	0.6145	0.7841	8.322	0.4007	1.184	0.8558	1.313	4.792
984	5.796	10.82	9.464	9.916	12.7	5.851	12.59	13.33	13.49	13.86
728661	6.044	9.234	23.71	27.87	25.65	7.427	9.619	29.79	34.22	32.16
8511	0	0.3232	0.1172	0.7036	9.714	0.05557	1.182	0.4607	1.336	5.953
728642	5.291	8.481	10.58	11.19	12.46	6.223	12.29	18.66	19.61	19.9
9906	2.79	4.026	9.834	11.28	10.2	4.996	5.674	18.21	17.23	15.1
112268218	1.865	3.843	4.493	2.802	3.938	1.883	2.664	6.094	3.522	3.528
65220	11.86	23.91	20.89	9.047	17.17	10.5	16.66	27.52	8.982	11.29
2782	83.58	122.1	70.12	58.1	85.53	78.52	110.1	72.8	59.21	66.1
105378949	0.8472	1.062	0.5777	1.301	1.225	0.8563	0.7689	0.6626	1.411	0.7896
163688	0.1688	0.2609	0.331	0.4165	0.3564	0.08971	0.159	0.5578	0.462	0.6082
339456	0.1158	0.6264	0.1135	0.5	0	0.1077	0.3181	0	0	0.146
85452	0	0	0	0	0	0	0.1045	0	0	0
107984872	0	0.01744	0	0	0	0	0.1275	0	0	0
105378589	0	0.01028	0	0	0	0	0	0	0	0
2563	0	0.01904	0	0	0	0	0	0	0.05395	0
105378590	0	0	0	0	0	0	0.02674	0	0	0
105378591	0	0	0.1966	0	1.482	0	0	0	0	0.1264
5590	1.128	1.362	2.89	2.487	2.314	0.9937	1.83	3.504	3.03	2.407
100506504	0.3457	0.2337	2.626	2.205	0.9578	0.2411	0.1899	2.554	2.29	1.362
199990	1.795	2.974	2.165	2.286	1.734	2.388	2.745	2.714	2.922	2.811
112268219	1.743	2.905	2.504	1.925	1.947	1.885	1.826	2.136	2.369	3.502
105378593	0.05252	0.04734	0.4118	0.2061	0.9701	0.09767	0.0577	0.6748	0.4694	0.2649
6497	1.694	2.727	5.48	8.068	6.763	1.862	2.469	7.434	8.895	7.574
79906	0.5762	1.44	2.396	1.507	0.7418	0.8768	1.074	2.378	1.683	1.486
100129534	0.265	0.2388	1.653	0.8129	0.9788	0.224	0.5557	2.043	1.384	0.8808
11079	29.83	54.96	28.22	30.5	36.93	30.64	41.28	30.05	31.19	29.72
5192	6.674	11.96	8.024	7.08	7.03	6.181	8.249	9.647	6.991	6.508
9651	0.7708	0.375	2.755	5.252	7.585	1.199	0.8843	4.33	7.382	7.663
55229	9.351	10.42	10.3	11.95	13.97	8.751	9.941	9.22	13.42	13.3
388585	0.0633	0.02852	0	0	0.9353	0	0	0.08132	0.04041	0.1596
115110	3.517	6.72	5.447	4.453	5.153	5.189	6.671	6.507	5.112	7.39
8764	10.07	20.49	36.34	38.09	44.09	11.14	15.88	34	40.33	35.28
100996583	2.638	1.538	8.668	5.662	2.579	3.03	5.284	8.771	5.101	6.358
127281	4.739	12.07	4.663	6.468	5.743	6.217	11.87	4.283	7.354	6.471
79258	0.44	1.483	0.5431	0.972	0.7223	0.6667	1.128	0.5025	1.02	0.7602
105378597	0	0.09296	1.618	1.295	1.143	0.04795	0	3.445	1.613	1.43
100287898	0.1453	0.2344	1.005	1.098	0.452	0.2489	0.3529	1.002	1.475	1.041
105378603	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0.0648	0	0	0	0
105378598	0	0	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0
440556	0	0	0	0	0	0	0	0	0	0
63976	0	0.005611	0	0	0.023	0	0.01368	0.016	0.01192	0
100422968	0	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	0	0	0	0
105378604	0	0	0	0	0.0148	0	0	0.02059	0	0
27237	0	0	0	0.09632	0	0.01268	0.01498	0.4205	0.1567	0.1547
1953	0.3437	0.1577	12.92	15.34	3.278	0.5811	0.4669	17.89	22.97	11.9
105378608	0	0	0	0	0	0.01666	0	0	0	0
693135	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0.06896
127262	2.458	6.098	12.82	17.2	15.75	2.936	7.136	15.3	16.77	19.14
49856	13.47	22.07	11.96	12.92	13.56	13.02	21.24	12.25	11.38	14.89
7161	0.1166	0.876	0.5526	0.3433	0.2154	0.1175	0.3524	0.3746	0.3475	0.3309
105378610	0.02502	0.02255	0.09811	0	0	0	0	0	0	0
105378609	0	0	0	0	0	0	0	0	0	0
57212	4.337	4.824	6.66	6.979	4.741	3.931	4.414	7.889	7.134	5.955
148870	0.07365	0.1859	0.1733	0.2543	0.05441	0.08218	0.1618	0.1514	0.2257	0.07429
388588	0.189	0.2555	2.223	4.005	1.047	0.6151	0.6229	3.4	3.982	2.264
57470	12.35	23.55	14.18	17.64	18.32	12.47	19.19	16.39	17.03	17.6
9731	4.276	6.715	7.001	6.787	7.209	3.674	5.338	9.01	6.633	7.167
1677	2.19	4.457	3.336	3.785	3.924	2.421	4.08	4.493	5.084	5.109
107984910	0.3338	0.8811	0.6076	1.067	2.466	0.1774	0.5763	0.06127	0.1066	0.3908
339448	7.231	15.43	9.409	7.742	12.49	6.924	15.08	7.354	5.894	9.404
100133612	0.1664	0.175	0.2719	0.02177	0	0.05159	0.06095	0.1426	0.03542	0.1749
728716	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0
55966	0	0.007472	0.02438	0.3156	0	0.007709	0.04554	0.01065	0.4975	0.4338
105376680	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0
107984911	0.03646	0	0	0.01431	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0
100616421	0	2.789	0	0.6071	0	0	0	0	0.4939	0.9753
261734	1.957	3.014	1.563	1.785	1.747	1.898	2.834	1.182	1.312	1.364
8514	42.06	54.1	16.89	29.62	61.31	49.13	65.27	18.64	34.8	52.53
26038	0.1099	0.218	0.07544	0.1079	0.1218	0.07156	0.1027	0.09888	0.2211	0.2565
105376687	0.1682	0	0	0	0	0	0	0	0	0
6146	225.3	214.1	170.1	270.8	135.4	244.1	264.9	176	296.1	220.3
107985733	1.864	1.68	0.6089	0.9751	0.3825	1.829	2.957	0.5321	0.9915	1.305
102724450	1.433	2.195	0.5616	0	0	1.598	1.889	0	0	0
388591	1.258	2.105	0.648	0.2762	0.5515	1.864	2.05	0.2466	0.2247	0.3361
23463	25.05	53.77	8.532	8.662	14.18	25.94	34.02	8.23	7.111	9.962
148645	0.2968	0.2675	0	0.05176	0.6091	0.5519	0.1449	0.5084	0.1895	0
390992	0	0	0	0	0	0	0	0	0	0
387509	0.07782	0.6112	0.02179	0.09597	3.449	0.04135	0.342	0	0.1348	2.971
11332	9.393	22.28	1.686	2.701	5.153	9.253	16.81	1.792	1.9	2.316
54626	0.02541	0	0	0	0	0	0.06979	0	0	0
83715	0.5813	0.9363	0.01212	3.329	0.5482	0.598	0.7609	0.03178	3.79	1.77
100422975	0	0	0	0	0	0	0	0	0	0
8718	21.06	34.44	0.4986	93.62	22.76	23.6	29.34	1.38	95.36	49.6
57449	0.4809	1.014	0.07115	5.013	1.609	0.6749	0.8473	0.04663	5.016	2.025
79707	14.58	33.41	15.04	25.46	16.11	16.17	21.9	19.15	26.52	18.84
80835	0.05089	0	0.1746	0.2297	0.329	0.04732	0	0.06539	0.2843	0.385
107984912	0.1214	0	0.952	0.1906	1.345	0.1129	0	0.6239	0.2325	0.1531
3104	5.406	8.072	13.14	10.38	11.25	5.479	8.849	13.89	11.17	12.5
9903	9.571	27.13	6.727	14.06	15.31	9.338	16.44	8.198	16.48	14.96
107984913	0.3846	0.3467	1.131	1.229	2.131	0.2299	0.2415	1.271	0.9296	1.143
148479	5.607	7.719	3.673	4.179	5.048	5.017	7.568	3.402	3.975	3.978
90326	8.036	14.51	6.528	6.522	6.258	7.781	12.73	6.325	6.581	6.407
55735	13.59	36.12	12.76	10.62	10.44	15.25	26.94	13.31	12.27	11.79
100505887	0	0	0	0	0	0	0	0	0	0
110841581	0.981	0.7073	6.346	2.618	4.711	0.9121	1.509	3.781	1.065	2.845
23261	0.8531	1.061	1.497	1.072	0.9195	0.8988	1.115	1.894	1.075	1.24
105376692	0	0	0	0	0	0	0.2046	0	0	0
102725193	0.07278	0	0	0	0	0	0	0	0	0
101928836	0.03659	0	0	0	0	0	0.0402	0	0	0
105376691	0	0	0	0	0	0.164	0	0	0	0
105376689	0	0.008176	0.1601	0	0	0.008435	0.009966	0.4196	0.005792	0.01144
9341	7.677	10.28	15.37	16.96	24.25	8.248	11.64	16.61	15.83	19.46
8863	1.153	2.044	1.099	2.159	3.27	2.351	3.792	2.553	3.428	3.549
10911	0.2227	4.187	0	0.02497	0.5876	0.4141	4.789	0.08175	0.1828	1.324
3604	5.108	153.3	0.649	0.03712	1.66	4.368	189.1	0.3848	0.05535	1.063
11315	130.5	190.9	30.09	30.77	47.63	110	223	32.3	31.77	38.86
54206	0.3332	0.9867	0.5909	0.7222	1.026	0.2877	0.3748	0.6523	0.552	1.42
107984915	0	0	0	0	0	0	0	0	0	0.06287
102724539	0	0	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0	0	0
50651	0.1486	0.01913	0.1248	0.633	1.568	0.2961	0	0.3273	0.6098	0.5085
473	3.678	3.58	19.64	10.6	5.434	4.086	5.319	22.71	12.56	10.35
102724552	1.17	1.055	7.648	6.491	1.153	1.306	2.143	9.223	9.514	4.82
106632271	1.425	1.712	8.38	3.355	0	3.092	5.218	18.31	6.368	2.396
2023	1255	1421	82.68	130.8	149.4	1409	1636	84.87	104.6	114.2
102465436	4.867	13.16	3.578	2.388	2.247	10.75	18.72	0	3.884	5.37
100505975	2.059	4.804	1.425	5.134	2.685	3.154	5.723	1.556	2.862	1.833
112268261	0.7985	2.23	0	5.282	1.134	0.204	3.316	0.02255	0.6611	10.33
765	7.18	6.38	0.06577	64.3	6.692	8.579	9.694	0	23.43	30.37
155184	0.07818	0	0	0.1432	0	0	0.1431	0	0.08318	0.4271
6518	0	0	7.82	0	0.1019	0.01709	0.0303	6.684	0.02347	0.3013
80045	0.747	0.7762	2.359	2.777	1.15	0.9454	1.334	1.946	2.915	1.845
106614088	3.061	1.115	0.07661	0.02045	0.1444	1.381	2.69	0	0.07485	0.06569
407040	1.477	0.4437	0	0	0	0.4577	3.245	0	0	0
102724571	1.048	0.2485	0	0.1298	0	0.3076	1.212	0	0	0.06952
9563	3.989	3.602	11.41	9.705	10.76	4.355	3.148	14.14	10.61	10.26
80176	1.22	0.2671	1.435	0.9578	1.481	1.313	0.3448	1.075	1.291	1.319
100506022	0.02221	0.06005	0.08708	0	0	0.0413	0.0488	0.3424	0.04254	0.05601
84275	8.554	18.25	4.954	2.726	2.995	7.514	13.35	4.792	3.511	3.97
199953	2.12	9.47	1.202	0.9387	1.174	2.112	5.256	0.9726	1.257	1.002
107985734	0.4422	1.329	0.6743	0.5013	0.363	0.5483	1.026	0.3788	0.7529	0.3717
105376712	1.103	0.8833	2.161	3.461	1.358	1.936	1.75	5.037	3.285	6.642
5293	34.66	80.48	56.88	88.44	65.44	41.87	76.29	58.58	96.24	82.55
644997	1.871	2.998	5.59	4.826	2.853	2.265	3.1	4.885	5.405	5.468
101929074	2.487	2.292	5.097	5.678	1.044	1.629	3.167	3.195	6.46	5.274
22883	8.029	15.4	24.14	33.26	38.61	8.932	10.96	28.53	33.07	32.35
56998	5.106	2.886	5.732	4.116	7.544	4.33	3.28	5.605	3.911	5.111
105376717	2.121	1.308	1.751	0.6134	3.299	1.453	1.227	3.156	1.069	2.252
84328	9.185	13.44	10.27	11.94	13.89	9.808	11.19	10.41	13.16	12.48
64802	3.342	5.646	3.076	2.864	2.058	3.89	5.67	2.717	2.366	2.021
113391335	2.439	3.957	0.4782	1.723	0	3.062	3.216	1.88	2.258	1.538
100847055	1.388	4.38	1.361	0	0	0.6455	6.101	0	0	0.8753
116362	0	0	0	0.05059	0.9525	0	0	0	0.2058	0.4877
10277	6.924	14.33	10.54	11.52	12.05	8.12	9.933	12.91	11.08	11.63
23095	5.026	4.873	2.111	2.558	5.72	4.912	3.906	2.441	3.067	3.297
105376725	0.7474	0.4042	0.7326	0.4986	0.5522	0.7992	0.6158	0.7682	0.9782	0.5183
5226	51.54	90.86	13.48	11.84	12.05	43.92	96.39	12.94	12.06	11.9
100526739	4.597	4.441	0.7555	0.9506	0.8135	4.479	4.779	0.6366	0.9315	0.7983
378708	7.756	6.645	0.8181	0.9007	0.6423	6.985	6.725	0.8043	0.9326	0.7016
1325	0.9479	1.282	0.813	0.9764	1.97	0.661	0.781	1.522	0.7943	0.9711
1676	13.89	30.06	7.872	8.885	9.798	14.38	30.02	8.755	8.079	8.758
5195	4.403	6.354	4.483	5.597	5.554	4.127	5.807	4.396	6.214	7.095
54897	0.2659	1.699	3.996	1.354	4.431	0.4066	0.9348	4.479	1.245	3.598
105376733	0	0	0	0	0	0	0	0	0	0
105376735	0	0	0	0.06002	0.2825	0	0	0	0	0
148345	0.0371	0	0.1091	0.02912	0	0	0	0.09533	0.07106	0.02339
23435	14.18	19.64	25.77	28.37	26.65	11.6	16.93	26.54	26.68	24.45
10747	0.8464	1.144	7.664	8.319	5.881	0.7683	0.9299	9.424	7.488	7.114
6723	36.93	82.45	14.09	13.03	10.51	31.59	63.06	10.03	12.63	13.57
5394	33.21	62.9	32.88	27.58	37.16	34.08	47.94	36.41	30.11	32.51
105376736	6.512	14.63	7.17	6.091	7.909	7.133	9.017	8.023	6.094	6.974
2475	18.1	29.82	16.91	17.34	18.43	15.64	23.29	22.12	18.8	18.58
100873935	4.218	9.816	6.165	5.418	5.383	3.78	7.162	9.066	8.129	7.64
10218	0.8224	1.6	2.376	1.546	2.159	1.006	1.046	4.004	1.672	1.883
29914	4.051	7.991	6.109	7.537	4.652	4.11	6.813	7.37	8.243	6.094
105376737	0	0.02499	0.05435	0.04352	0	0.05156	0.03046	0.07124	0	0.03496
105376739	0	0	0	0	0	0.07372	0	0	0	0
105376740	0.1723	0.05175	0	0.04507	0	0	0.1262	0	0	0.0724
57540	0.101	0.2145	0.2969	0.5207	0.05328	0.05365	0.103	0.2224	0.4006	0.2182
112268221	0	0	0.05796	0.1972	0	0.01375	0.03248	0	0.1227	0.03728
101929181	0	0	0	0	0	0.07836	0	0	0.0269	0
26232	0.2524	0.948	4.784	4.062	3.264	0.03912	0.09245	3.784	1.88	3.024
93611	4.336	4.472	12.33	14.03	14.37	4.337	3.962	12.79	15.53	13.41
26270	8.959	7.974	5.616	3.99	20.33	5.588	3.826	4.402	3.568	6.693
10459	26.51	25.19	5.291	4.649	9.176	24.74	27.58	6.69	5.932	7.288
374946	0.01203	0.1789	0.04716	0.07081	1.066	0.02796	0.07929	0.1236	0.1382	0.6977
57085	7.695	9.568	6.534	11.85	35.87	6.772	3.21	6.238	15.84	19.4
284498	0.5929	0.8199	4.41	1.982	2.4	0.5437	0.7228	4.55	2.349	2.253
102724659	0	0	0	0	0	0	0.03185	0	0	0
4524	2.515	3.436	17.38	8.233	8.155	2.596	3.054	21.19	9.202	9.893
1185	2.874	5.694	14.62	3.641	6.623	2.258	4.586	16.14	3.688	5.191
100379251	0.8797	2.467	7.728	1.918	2.768	0.9391	1.647	7.618	2.142	2.711
4878	0.3167	1.256	3.228	0.845	2.339	0.4711	1.044	3.58	1.092	1.278
4879	0	0	0.4498	0.06002	0	0	0.168	0	0.1465	0.2893
26829	34.13	48.8	117.7	88.92	127.7	43.16	30.99	155.5	125.8	132
90231	12.75	28.53	24.48	14.56	34.77	14.7	26.59	25.86	13.43	20.66
5351	3.579	16.83	2.69	0.8453	9.498	6.041	10.63	3.125	1.198	8.258
9927	20.93	38.88	15.88	13.97	21.37	18.97	31.4	17.11	13.99	16.29
60672	12.59	23.99	24.96	12.98	21.65	18.77	25.66	24.21	13.09	15.52
102466982	1.666	2.253	4.899	2.615	6.155	2.324	2.746	4.281	3.723	5.252
943	1.567	2.628	0.1259	0.04032	0.04744	0.7882	2.879	0.297	0.0738	0.1457
102465836	12.41	45.75	8.846	6.198	39.59	45.63	69.4	21.74	8.643	34.85
7133	28.55	98.19	18.18	16.08	70.48	45.08	90.7	19.49	13.09	34.64
100616438	2.663	4.8	0	0	0	6.603	8.777	0	0.5667	1.119
107984917	0.09097	0.123	0.4012	0.4462	1.092	0.02115	0.02499	0.2338	0.3049	0.8029
55187	9.372	15.43	27.7	25.99	27.87	9.693	14.92	35.06	31.38	29.73
677885	8.906	7.385	5.587	8.108	15.79	7.619	11.35	11.9	13.87	15.72
105376744	0.1305	0.1412	0.5374	1.158	0.2893	0.5098	0.4589	0.6709	2.367	0.823
9249	16.45	48.97	0.7946	25.29	11.84	25.77	54.47	1.373	27.17	19.37
102466722	3.233	4.371	0	12.05	8.956	4.509	11.54	0	21.16	2.038
343066	0	0	0	0	0	0	0.02861	0	0	0
126767	0	0	0	0	0	0	0	0	0	0
93190	0	0	0	0	0	0	0	0	0	0.01916
390999	0	0	0	0	0	0	0	0	0	0
65121	0	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0	0
343069	0.09256	0.04171	0	0	0	0.04303	0.05085	0	0	0
65122	0	0	0	0	0	0	0	0	0	0.03527
400735	0	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0	0	0
649330	0	0	0	0	0	0.05005	0	0	0	0
441873	0	0	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0	0	0	0
440563	0.04684	0	0	0	0	0	0	0	0	0
645354	0	0	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0	0	0
101060301	0	0.05259	0	0	0	0	0	0	0	0
343070	0	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0	0	0
126755	0	0	0	0	0	0	0	0	0.04784	0
102724856	0	0	0	0	0	0	0	0	0	0
107984918	0	0	0	0	0	0	0	0	0	0
10630	0	0	0	0	0	0	0	0	0	0
107984919	0	0	0.1	0	0	0	0	0	0	0
105378612	0	0	0.189	0	0	0	0	0	0	0
105376756	0	0	0.7189	0	0	0	0	0	0.07804	0
7799	4.782	7.799	29.41	14.14	17.53	4.425	6.686	34.52	14.37	19.42
23254	0.03683	0.02716	0.04595	0.01051	0.02474	0.08717	0.07357	0.008604	0.09192	0.02533
107985467	0.01279	0.05762	0.05013	0.01003	0.1417	0	0	0	0.01633	0.01612
107985468	0	0	0	0.2048	0	0.1213	0	0	0	0
105376762	0	0	0	0	0	0.1211	0.04771	0	0	0
105376759	0	0	0	0	0	0	0	0	0	0
107985469	0	0	0	0	0	0	0	0	0	0
200197	0.007759	0	0.01521	0.01218	0	0.01443	0	0.01994	0	0
