GeneID	GSM6268574	GSM6268575	GSM6268576	GSM6268577	GSM6268578	GSM6268579	GSM6268580	GSM6268581	GSM6268582
9636	6460	6524	6334	8119	8103	7987	8692	9516	8568
375790	21.41	21.42	20.88	39.79	38.35	44.55	39.56	28.92	37.72
100288175	75.62	72.41	74.59	288.2	275.9	278.4	137.8	130	139.6
112267874	7.947	8.698	9.343	38.06	32.84	36.2	16.31	15.92	16.46
105378948	15.18	15.31	15.7	62.92	52.67	53.11	26.87	29.86	25.94
401934	1.196	1.221	0.9543	11.33	6.309	10.56	4.084	1.541	4.043
54991	25.14	23.57	26.52	34.8	34.73	42.33	28.72	23.24	28.7
254099	0	0.06228	0.07994	2.511	1.955	2.346	0	0.1572	0.2452
406984	0	0	0	0	0	1.25	3.889	2.68	1.394
406983	0	0	0	0	0	0	2.737	0	2.943
554210	1.369	0	0	0	1.362	2.861	1.484	1.534	0
100506376	0	0	0	0	0	0	0.02949	0	0
254173	0.291	0.1879	0.211	1.375	0.8687	0.6081	0.5734	0.5334	0.709
8784	14.34	14.41	10.91	35.36	34.89	40.4	34.04	35.08	35.73
7293	14.18	17.81	15.38	168.9	180.9	169	76.9	82.15	78.46
51150	102.1	101.8	104.3	164.6	186.5	179.8	144.4	140.4	141.9
126792	27.67	27.88	28.67	25.59	25.36	26.8	26.13	28.09	30.59
388581	0.7815	0.8479	1.286	1.203	1.728	1.179	1.788	0.4863	1.113
118424	32.76	34.83	32.58	33.19	39.79	35.57	36.07	33.4	37.62
101928895	0.2721	0.3623	0	0.7068	0.4061	0.4264	0.516	0.3047	0.3963
6339	0.3349	0.3634	0.5089	0.6016	0.5925	0.8943	0.4436	0.5836	0.7372
116983	11.95	11.76	11.42	9.023	9.498	11.53	14.37	11.02	14.68
102465434	0	1.654	0	2.151	1.854	0	2.019	2.087	0
109623456	2.706	4.805	1.542	6.249	4.039	1.414	5.865	3.031	1.577
126789	10.54	8.218	11.28	6.785	7.608	8.241	7.763	7.483	7.034
54973	118.1	112	109.2	70.88	80.87	81.48	96.88	90.12	100.9
102465435	31.47	34.15	29.89	32.3	20.88	34.71	22.74	23.5	22.41
80772	15.4	13.44	15.03	11.78	10.52	10.78	11.95	12.73	13.94
83756	0.2521	0.08392	0.3949	0.473	0	0.09876	0.1707	0.2471	0.1469
1855	17.65	15.51	20.22	7.262	8.457	8.56	13.08	12.34	13.94
102466740	5.779	1.71	4.39	4.448	1.917	0	8.35	8.631	4.489
54587	1.854	1.605	1.872	4.58	4.157	3.629	3.866	2.708	4.458
54998	81.26	80.84	84.56	86.31	96.02	85.14	79.59	91.45	73.98
81669	60.63	60.88	59.58	83.65	85.99	88.67	84.46	73.1	81.07
148413	49.48	46.81	48.16	41.07	48.46	45.85	48.48	51.34	46.9
55052	111.3	117.8	127.6	112.1	125.6	114.1	99.12	104.4	98.97
107984868	0.02949	0.02618	0.0336	0.0681	0	0	0.06392	0	0
441869	0.3403	0.2719	0.03877	0.3929	0.3047	0.1422	0.2581	0.2668	0.0793
105378585	0	0	0	0	0	0	0	0	0
643965	0	0	0	0	0	0	0	0	0
102724312	0	0	0	0	0.09471	0	0	0.1066	0.1109
107985729	0.07769	0	0	0	0	0	0	0	0.09052
64856	0	0.04492	0	0	0	0	0	0.02834	0
219293	0.853	1.149	1.073	0.5094	0.439	0.3073	0.5738	0.3295	0.6512
83858	40.89	41.93	41.49	17.78	18.58	20.42	25.39	22.71	26.11
55210	70.72	69.18	73.75	29.48	27.36	27.91	41.58	36.67	41.5
339453	0.3292	0.07306	0.1876	0.09503	0.08189	0.4299	0	0.09218	0
29101	114.3	110.8	123	91.06	89.75	92.02	111.7	120	116
643988	0	0.09501	0	0	0.1065	0	0	0	0.187
105378586	0	0	0	0	0	0	0	0	0
142678	6.567	5.32	5.438	10.45	10.66	11.03	8.298	7.526	9.141
8510	0.6168	0.8396	0.984	1.614	1.718	1.246	1.426	1.244	1.15
984	64.79	61.65	61.06	62.92	67.11	65.64	62.73	58.76	67.99
728661	15.04	15.03	14.62	19.38	18.53	20.03	23.8	17.78	23.35
8511	0.8782	1.559	1.429	4.345	3.12	1.704	2.991	2.389	1.608
728642	106.8	104.2	96.85	107.3	124.6	117.7	109.5	104.1	115.8
9906	7.632	7.232	7.312	10.9	9.779	10.5	11.01	10.38	12.47
112268218	10.18	9.236	9.433	29.77	23.93	25.13	9.759	11.15	10.75
65220	68.99	74.25	66.33	196.9	183.5	174.1	74.93	63.13	73.47
2782	313.8	322.4	306.3	293	286	279.2	313.3	293.6	310.9
105378949	0.1546	0.4805	0.1762	0.4464	0.2308	0.6462	0.6703	0.5196	0.09009
163688	0	0.7191	0.2884	0.4676	0.5037	1.164	0.05486	0.1701	0.236
339456	0.1216	0	0	0.8421	0.3628	0	0.1317	0.1362	0
85452	0	0	0	0	0	0	0.01664	0	0
107984872	0	0	0	0	0	0	0	0	0
105378589	0	0	0	0	0	0	0	0	0
2563	0	0	0	0	0	0	0	0	0
105378590	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0
5590	1.129	1.263	1.199	0.9824	0.8774	0.9212	0.9556	1.04	0.7751
100506504	0.7257	0.4832	0.5168	0.9426	0.361	0.2843	0.6881	0.7112	0.2114
199990	6.738	6.586	6.505	5.521	6.79	6.494	6.171	7.06	6.483
112268219	3.66	3.589	4.17	2.751	3.429	4.179	3.689	3.384	3.768
105378593	0.3307	0.2936	0.2512	0.6364	0.2194	0	0.1195	0	0.2569
6497	0.7912	0.7663	0.8313	1.186	1.37	1.546	0.5456	0.7366	0.5507
79906	0.733	1.188	0.8561	1.227	1.495	1.551	1.291	0.5542	1.068
100129534	0.5562	0.4488	0.4609	0.6421	0.654	1.162	0.767	1.133	1.119
11079	73.72	74.44	77.28	77.62	79.06	85.29	69.88	74.75	69.32
5192	14.94	17.54	15.4	11.06	10.56	10.12	12.04	13.12	12.24
9651	0.2291	0.2796	0.3263	0.1819	0.2707	0.2244	0.3103	0.2566	0.2336
55229	13.36	12.79	14.91	12.21	11.81	11.68	14.98	11.62	13.41
388585	0	0	0	0	0	0	0	0.0744	0
115110	0.5413	0.3058	0.4206	1.591	1.028	1.774	0.8	0.6063	1.29
8764	4.676	3.961	4.676	11.87	12.15	11.76	8.196	8.872	7.783
100996583	0.1628	0.2891	0	0.752	0.6481	0.1701	0	0.1824	0.1897
127281	1.219	0.6631	0.6272	2.315	2.034	2.464	0.9799	0.9688	0.6413
79258	0.0342	0.06073	0.03897	0.2369	0.1361	0.2501	0.03706	0.1149	0.0797
105378597	0	0	0	0.125	0	0	0	0	0
100287898	0.04816	0.0285	0.01829	0.07414	0.04792	0.05031	0.05219	0.01798	0.05611
105378603	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0.1528	0	0	0
105378601	0	0	0	0	0	0.1528	0	0	0
112268220	0	0	0	0	0	0	0	0	0.133
107985732	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0.1528	0	0	0
105378598	0	0	0	0.02797	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0
440556	0	0	0	0	0	0	0	0	0
63976	0.0392	0.0116	0.02978	0	0	0.01365	0.02832	0.01464	0.01523
100422968	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	0	0	0
105378604	0.02522	0.01493	0.02874	0.02912	0.0251	0.02635	0.03645	0.01883	0.06857
27237	0	0.05082	0	0	0	0.0299	0	0	0
1953	0.1312	0.02329	0.1644	0.09087	0.1175	0.137	0.2274	0.1763	0.1834
105378608	0	0	0	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0
127262	27.08	22.61	22.33	22.9	23.64	23.49	22.26	22.91	24.27
49856	17.09	14.07	15.44	14.42	13.73	14.15	13.8	15.87	16.73
7161	0.1224	0.01811	0.1162	0.02356	0.0609	0.1279	0.04422	0.0914	0.04754
105378610	0	0	0	0	0	0.05487	0	0	0
105378609	0	0	0	0	0.319	0	0	0	0
57212	4.543	4.908	5.377	5.53	6.745	7.174	6.22	5.285	6.668
148870	0	0.02745	0	0	0	0	0.03351	0	0
388588	1.785	0.5283	2.486	0.458	0.5921	0.4145	1.29	1.111	1.387
57470	30.75	28.11	30.31	27.94	27.23	26.13	25.96	26.03	26.47
9731	11.05	10.77	9.529	11.54	11.69	12.61	12.78	9.328	9.724
1677	1.026	1.051	0.8769	0.6835	0.5694	0.7009	1.262	1.105	1.586
107984910	0	0.04443	0.3992	0.05778	0.3486	0.1569	0.1627	0.1121	0.1749
339448	10.98	14.09	13.33	9.053	9.362	8.248	12.59	12.68	11.74
100133612	0.1747	0.05169	0	0.4706	0.2317	0.5475	0.0631	0.1957	0.4071
728716	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0
55966	0.1131	0.07724	0.04957	2.612	2.718	2.736	0.1509	0.2631	0.2129
105376680	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	1.696	0	0	0
261734	3.074	2.862	2.681	3.863	4.723	4.604	3.184	2.3	3.17
8514	6.128	5.497	5.436	34.08	32.41	34.29	9.398	8.503	10.11
26038	0.1154	0.1332	0.1578	0.1865	0.04592	0.2049	0.07503	0.07755	0.1344
105376687	0	0	0	0	0	0	0	0	0
6146	170.2	186.6	181	217.7	210.6	208.1	139.4	164.5	145.5
107985733	3.042	2.315	3.467	3.764	4.757	4.087	2.59	3.651	3.545
102724450	0	0	0	0	0	0	0	0	0
388591	0.1119	0.03974	0.0255	0.07753	0.1336	0.02338	0.1213	0.1003	0.1304
23463	11.64	10.44	11.58	7.194	9.323	8.027	9.088	7.871	10.1
148645	0	0.06145	0.07887	0	0.1377	0.07232	0	0.07753	0.1613
390992	0	0	0	0	0	0	0	0	0
387509	1.517	1.056	1.117	7.032	6.199	6.753	2.933	2.274	3.154
11332	14.35	12.78	12.57	20.4	20.44	16.72	9.308	10.71	9.211
54626	0.08	0	0	0.09237	0.02653	0.02786	0.0289	0	0
83715	0.01298	0.04609	0.01479	0.01499	0.03874	0.02712	0.01406	0.04361	0.06049
100422975	0	0	0	0	0	0	0	0	0
8718	1.068	1.053	1.081	0.6849	0.6492	0.5578	0.45	1.196	0.8294
57449	0.2476	0.2705	0.0868	0.1759	0.1895	0.3382	0.1651	0.2773	0.1553
79707	8.965	10.05	10.25	7.942	7.488	7.502	7.345	6.592	6.875
80835	0	0.02371	0.06086	0	0	0.0558	0	0	0
107984912	0	0	0.2904	0	0	0	0	0	0
3104	18.08	14.37	15	15.85	17.88	17.82	12.87	13.43	16.17
9903	12.59	12.83	12.22	9.273	12.89	13.68	12.72	11.42	12.76
107984913	0.2307	0.1024	0.06571	0.1332	0.1148	0	0.06249	0	0.2688
148479	11.71	10.81	10.44	3.619	4.148	5.035	9.58	8.776	7.855
90326	25.01	25.82	25.59	16.7	16.12	15.65	24.27	26.01	24.5
55735	49.28	48.07	48.63	34.48	36.95	35.99	44.68	40.84	47.34
100505887	0	0	0	0	0	0	0	0	0
110841581	0.2059	0.3656	0.2346	0	0	0.2151	0.4463	0.2306	0.2399
23261	2.491	2.04	2.196	2.372	2.392	2.528	2.71	2.773	2.642
105376692	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0.1655	0	0
101928836	0	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0
105376689	0.05712	0.06762	0.04339	0.1099	0.36	0.09947	0.0619	0.02133	0.1997
9341	39.87	36.78	39.23	33.42	36.53	34.62	34.08	35.71	32.52
8863	1.243	0.9019	1.051	0.8335	0.9178	1.089	1.449	1.138	0.9969
10911	2.137	2.312	3.272	0.9252	2.126	0.8372	3.546	2.917	5.135
3604	6.187	5.596	6.636	4.966	5.284	4.165	21.69	19.98	25.25
11315	202.2	201.6	195.1	309.5	324.5	313.3	251.4	271.8	250.8
54206	0.1665	0.2069	0.1897	0.3076	0.3645	0.4001	0.1624	0.2424	0.1358
107984915	0	0	0	0	0	0	0	0	0
102724539	0	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0	0
50651	0	0	0	0	0	0	0	0	0.05191
473	31	29.35	29.84	37.36	32.15	32.76	33.21	24.31	32.77
102724552	1.801	2.617	2.613	3.593	2.281	2.738	2.662	1.651	1.717
106632271	0	0	0	0	0	2.083	0	0	0
2023	989.9	994.6	992.3	582.2	661.8	652.6	836.3	894.9	910.7
102465436	5.108	6.802	4.365	7.372	19.06	9.339	5.536	2.861	7.44
100505975	2.288	1.806	1.449	3.817	3.542	3.188	0.2755	2.848	4.444
112268261	0.03684	0.04905	0	0	0.01833	0.05773	0	0.04126	0.08584
765	0	0	0	0	0	0	0.07631	0	0
155184	0	0	0	0	0	0	0	0	0
6518	0.03859	0	0.06595	0.1782	0.1728	0.1209	0.02091	0.02161	0.04496
80045	2.33	1.953	1.489	20.97	19.7	22.21	7.08	6.879	7.257
106614088	0.9296	0.7282	0.9035	0.6945	0.8977	1.114	1.185	0.9493	1.37
407040	2.067	2.752	1.177	1.193	1.028	1.079	2.239	0	1.204
102724571	0.1157	0	0	0.1336	0.3455	0.1209	0.3763	0	0.4046
9563	2.181	2.28	2.529	3.691	4.177	4.548	4.457	2.755	3.562
80176	8.49	7.179	7.088	4.267	4.952	4.435	10.35	9.058	8.57
100506022	0	0	0	0	0	0	0	0	0
84275	9.474	9.745	11.38	12.22	11.88	11.97	8.914	10.55	11.57
199953	1.891	1.989	1.883	1.725	2.387	2.291	2.101	1.531	1.999
107985734	0.6188	0.5494	0.7051	0.8336	0.4105	0.1078	0.1118	0.8086	0.2403
105376712	0	0	0	0.2969	0	0	0	1.152	0.2996
5293	53.11	57.72	58.21	48.99	48.43	44.18	60.77	45.35	60.31
644997	1.309	1.439	1.279	7.486	3.846	4.559	2.162	2.584	2.76
101929074	0.4746	1.159	0.9463	0.8219	1.062	1.239	0.5143	0.5315	1.382
22883	35.76	34.44	37.31	21.48	21.49	20.62	41.29	33.06	40.77
56998	1.754	2.277	1.702	1.837	2.197	1.934	2.674	2.401	2.232
105376717	1.64	3.329	1.068	2.976	2.332	2.938	2.793	3.937	1.365
84328	16.42	15.15	16.65	16.83	15.73	15.54	17.86	16.57	16.75
64802	5.178	5.296	5.683	6.309	7.004	6.332	5.017	5.426	4.893
113391335	0	0.4545	0.2917	0.5911	0	0.5349	0	0.2867	0
100847055	0	0	1.66	1.682	1.45	0	6.316	0	0
116362	0.4059	0.8408	0.1542	0	0	0	0.1466	0.1516	0
10277	17.1	14.24	17.28	25.55	24.81	24.57	23.24	19.98	24.68
23095	13.02	13.16	13.14	10.56	9.476	10.66	16.37	11.67	16.44
105376725	0.8628	0.6267	0.6256	0.2717	0.3902	0.6556	1.02	0.7029	0.457
5226	510.2	496.2	481.3	770.1	902.4	958.6	762.5	726.7	771.9
100526739	4.334	3.95	3.292	3.202	4.139	5.192	4.947	6.537	5.386
378708	5.183	4.925	4.076	4.13	5.084	6.254	6.17	8.176	6.549
1325	0.7461	0.8831	0.9918	0.2872	1.114	1.299	0.9433	0.8357	0.8693
1676	19.73	18.99	18.09	13.94	15.55	15.33	16.92	15.5	16.72
5195	13.8	15.62	14.9	12.26	12.18	11.1	15.34	14.37	14.73
54897	21.38	19.68	18.27	16.63	17.02	16.55	23.29	16.1	24.45
105376733	0	0	0	0	0	0	0	0	0
105376735	0	0	0	0	0	0	0	0	0
148345	0	0	0	0.08991	0	0	0	0	0
23435	99.26	94.82	93.1	98.4	99.25	97.09	102.6	96.09	105.2
10747	4.23	3.868	4.482	5.03	4.756	5.259	4.63	4.359	5.668
6723	114.3	124.7	127.3	49.26	42.52	40.89	57.1	59.28	60.77
5394	93.44	88.49	92.13	53.56	54.89	54.68	78.98	68.81	78.13
105376736	19.47	21.11	18.14	12.11	12.11	15.85	21.31	10.7	22.03
2475	25.51	25	24.69	27.62	27.82	30.61	28.6	20.96	29.81
100873935	6.279	4.716	6.604	4.461	5.126	8.746	7.153	4.328	8.816
10218	0.1363	0.04033	0.05176	0.1573	0.1356	0.1898	0.3446	0.1018	0.1059
29914	7.476	7.063	7.149	6.458	7.133	7.294	6.032	5.562	5.942
105376737	0	0	0	0	0	0	0	0	0
105376739	0	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0	0	0
57540	0	0.01344	0.0345	0.05244	0.06025	0.03163	0.03281	0.03391	0.07055
112268221	0.03103	0	0	0	0.03087	0	0	0	0.03615
101929181	0	0	0	0	0	0	0	0	0
26232	2.561	1.803	2.918	1.02	0.9665	0.9226	7.369	5.638	7.306
93611	11.26	9.163	9.48	8.992	8.993	7.385	11.86	12.33	10.46
26270	203	207.4	202.6	176.1	179.4	184	193.6	201.2	190.6
10459	28.68	27.46	25.48	61.42	64.4	59.03	31.89	32.79	36.92
374946	0	0.02241	0.04315	0.0583	0.02512	0.03957	0.09576	0.04242	0
57085	6.996	7.36	9.349	7.379	6.445	4.782	8.142	6.675	5.937
284498	3.256	3.102	2.661	4.33	4.393	4.684	4.157	3.628	4.628
102724659	0	0	0	0	0	0	0	0	0
4524	10.64	10.12	9.618	14.66	15.2	15.17	14.27	11.33	14.23
1185	22.36	21.05	20.96	28.35	26.77	28.71	33.51	24.76	32.29
100379251	13.61	15.91	14.18	17.92	14.77	17.22	25.05	18.08	23.19
4878	11.17	10.38	9.543	10.59	8.068	7.5	14.41	11.32	13.32
4879	0	0	0	0.3707	0	0	0	0	0
26829	0.9551	5.935	3.265	3.308	3.801	5.987	2.07	0	1.113
90231	23.34	25.09	24.67	35.8	38.51	31.76	30.58	29.17	25.18
5351	5.834	6.377	6.025	5.347	5.079	5.181	5.492	5.187	4.971
9927	47.29	44.1	44.46	42.16	45.83	47.57	44.97	33.58	42.52
60672	44.09	41.65	48.09	105.3	92.65	87.01	33.36	33.16	34.36
102466982	12.24	6.209	9.962	22.21	13.92	23.75	7.579	13.71	4.075
943	1.051	0.7419	0.6144	4.109	4.56	4.901	0.2921	0.6945	0.691
102465836	55.64	53.6	36.42	473	392.3	410.7	188.6	123.3	201.4
7133	22.76	23.64	24.26	175.9	163.2	139.6	73.74	67.17	76.59
100616438	1.863	1.654	2.123	12.91	7.415	11.68	6.057	0	0
107984917	0	0	0.1088	0.3858	0.1425	0.1496	0.05173	0	0
55187	9.325	8.389	8.59	18.21	17.98	17.32	12.99	8.546	12.61
677885	8.225	1.991	2.556	8.634	2.976	2.344	3.241	3.35	0.8712
105376744	0.0548	0	0.1873	0.03164	0.05453	0.08588	0	0.03069	0
9249	2.436	2.815	2.776	0.134	0.9235	0.1616	2.305	3.682	2.974
102466722	0	0	0	0	0	0	0	0	0
343066	0	0	0	0	0	0	0	0	0
126767	0	0	0	0	0	0	0	0	0
93190	0	0	0	0	0	0	0	0	0
390999	0	0	0	0	0	0	0	0	0
65121	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0
343069	0	0	0	0	0	0.1015	0	0	0
65122	0	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0	0
649330	0	0	0	0	0	0	0	0	0
441873	0	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0	0	0
440563	0	0	0	0	0	0	0	0	0
645354	0	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0	0
101060301	0	0	0	0	0	0	0	0	0
343070	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0	0
126755	0.05243	0	0	0	0	0	0	0	0
102724856	0	0	0	0.094	0.0405	0	0	0	0
107984918	0	0	0	0	0	0	0	0	0
10630	0	0	0	0	0	0	0	0	0
107984919	0	0	0	0	0	0	0	0	0
105378612	0	0	0	0	0	0	0	0	0
105376756	0	0	0	0	0	0	0	0	0
7799	15.36	14.37	14.3	15.67	16.11	18.9	19.97	14.64	19.96
23254	2.657	2.252	2.298	0.01623	0.04196	0.02937	1.142	0.433	0.8598
107985467	0	0	0	0	0	0	0	0	0
107985468	0	0	0	0	0	0	0	0	0
105376762	0	0	0	0	0	0	0	0	0
105376759	0.1263	0.07473	0.2158	0	0	0	0.0228	0.07071	0
107985469	0.2459	0.3056	0.4483	0	0	0	0.1599	0.1102	0.1146
200197	0.1954	0.1157	0.2041	0	0	0.03403	0.07059	0.03648	0.09488
55092	2.429	2.012	1.799	9.814	11.68	12.98	4.123	5.758	4.858
727684	0	0	0	0.07858	0.06772	0.4977	0.295	0.2287	0
114827	0.01466	0.01301	0	0	0	0	0	0.01642	0.01708
101927417	0	0	0	0	0	0	0	0	0.04255
101927441	0	0	0.07319	0.0927	0.01598	0.08388	0.0174	0.01799	0.03742
79180	32.05	28.99	32.72	85.55	83.95	77.41	29.09	26.91	30.56
11330	0.03259	0	0.03713	0.03762	0	0	0.07062	0	0
63036	0	0	0	0	0	0	0	0	0
105376767	0	0	0	0	0	0	0	0	0
51032	0.1242	0	0.1415	0.1434	0.618	0.7786	0	0	0
842	3.301	2.426	2.312	5.841	5.303	4.946	2.756	3.212	3.751
23341	8.81	8.159	7.621	10.43	10.78	9.205	10.17	7.475	10.27
107397391	0	0	0	0.9441	0	0	0	0	0
79814	0.8814	0.9454	0.5858	0.1696	0.4019	0.3069	0.2388	0.3291	0.1284
84301	10.23	10.93	10.74	13.5	14.03	14.47	13.26	9.357	12.54
6248	10	9.576	11.34	10.64	9.562	11.88	11.32	6.92	11.71
23207	64.48	58.28	61.46	63.19	62.22	69.4	74.4	57.75	69.73
284723	1.903	1.666	2.11	2.108	1.689	2.149	3.26	1.987	2.007
110806303	0.8978	1.594	0.6138	0.4146	0.7146	1.688	1.167	2.011	0.6276
388595	0	0	0	0	0	0	0	0	0
54751	0	0.02018	0	0	0.04523	0	0	0	0.02649
440567	5.915	7.877	3.611	4.878	5.255	5.518	4.121	5.206	7.631
729614	3.453	3.915	3.65	6.341	5.464	6.476	7.348	4.846	5.138
23013	28.56	26.55	25.28	28.58	30.62	36.56	37.56	21.16	36.09
7709	55.77	56.42	56.07	38.79	40.76	40.62	63.35	59.18	62.77
149563	0	0	0	0	0	0	0	0	0
27129	0	0	0	0.07793	0.06715	0.1763	0.1828	0.0756	0.4718
1187	0	0	0.05199	0.158	0.2724	0.143	0.04944	0	0
1188	0	0	0	0	0	0	0	0	0
348487	0	0.1173	0	0	0	0	0.07161	0.3701	0.231
1969	0.559	0.5435	0.5156	35.53	35.2	36.82	2.279	1.193	1.52
101927479	0.02167	0.01924	0	0.2002	0.1725	0.2264	0	0	0
128272	9.075	8.731	8.273	6.325	6.534	5.379	5.615	6.173	6.844
101927546	10.16	10.04	10.36	9.958	8.484	8.066	10.38	9.578	10.3
79363	2.031	1.202	0.8414	1.918	1.714	1.479	0.9336	1.31	1.434
54455	7.199	7.808	6.898	7.651	7.301	7.775	8.647	7.17	8.004
26099	147	143.1	138.9	120.5	132.1	131.4	145.9	136.3	155.4
374955	25.2	24.21	25.56	25.11	25.8	25.72	26.2	26.74	28.51
55707	103.3	102.8	103.3	123.3	122.8	122.4	113.6	117	112.8
107984921	0.3503	0.1555	0.5188	0.7279	0.7318	0.2927	0.3036	0.4708	0.857
114819	0.6987	0.7143	0.4825	0.9045	0.5899	0.4203	0.7113	0.7115	1.085
26871	2.079	5.537	3.948	8.002	4.827	13.03	2.253	2.329	0.8075
107985757	0	0	0	0	0	0	0	0	0
100132147	0	0	0	0	0	0	0	0	0
107985758	0	0	0	0	0	0	0	0	0
7195	0	0	0	0	0	0	0	0	0
55672	2.825	2.661	2.371	1.3	1.387	1.516	2.917	2.309	2.78
