GeneID	GSM2090431	GSM2090432	GSM2090433	GSM2090434	GSM2090435	GSM2090436	GSM2090437	GSM2090438	GSM2090439	GSM2090440	GSM2090441	GSM2090442	GSM2090443	GSM2090444	GSM2090445	GSM2090446	GSM2090447	GSM2090448
100287102	0	0.2266	0.1182	0.1154	0.1262	0.1163	0	0.1145	0.1205	0.1431	0.1333	0.1206	0	0.3597	0.4487	0.2847	0	0.1309
653635	12.05	14.81	12.25	18.21	15.21	11.29	15.47	19.13	14.07	14.03	16.68	12.28	20.86	20.15	26.26	21	16.12	16.62
102466751	0	2.752	2.872	2.803	6.134	0	8.814	0	0	3.476	3.238	2.93	11.15	5.825	7.268	6.917	11.23	6.36
107985730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100996442	0.4117	0.1912	0.4389	0.6232	0.3409	0.314	0.3266	0.4637	0.4474	0.4347	0.5849	0.285	0.8779	1.012	1.161	1.153	0.8842	1.105
729737	1.687	1.299	2.069	3.796	3.658	2.351	1.46	0.9327	3.6	3.152	4.546	2.111	1.847	1.411	3.476	5.198	3.022	2.133
102725121	0	0.2329	0	0.2372	0.1298	0	0	0.2353	0	0	0.137	0.124	0	0.3697	0.6151	0.2927	0	0.1346
102723897	12.2	14.14	11.87	18.51	14.57	10.8	14.86	16	13.11	13.42	17.13	13.35	20.52	20.13	22.59	22.17	13.73	19.4
102465909	0	2.752	2.872	2.803	0	0	2.938	0	0	3.476	3.238	2.93	3.716	2.913	7.268	3.458	0	3.18
107985721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08691	0	0
112268260	0.0764	0.02839	0.02962	0.05783	0.06327	0.02914	0.1515	0.05736	0.09057	0.03585	0.0668	0.03022	0.345	0.06008	0.03748	0.07134	0.07721	0.09839
729759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100132287	1.652	1.884	1.43	2.574	2.482	2.286	1.554	1.341	1.822	2.326	2.872	2.052	1.735	1.133	2.375	2.691	1.922	1.88
105378947	0.07166	0	0	0	0.08901	0	0.08526	0	0.08496	0	0	0	0.1079	0	0.1055	0	0	0
101928626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113219467	4443	4252	3361	3415	3778	3158	4606	5311	3647	3772	3877	4201	9497	9931	7573	8165	7826	9590
81399	0	0.03238	0	0	0	0	0	0	0	0	0.0381	0	0	0.03427	0	0	0	0.03741
100133331	1.965	2.102	1.691	3.034	2.489	2.428	1.683	1.726	2.516	3.153	3.504	2.331	2.011	1.854	2.66	3.357	2.204	3.036
107984841	1.632	1.213	1.265	1.853	1.802	1.867	1.294	1.225	1.935	1.787	1.665	1.506	2.183	1.497	2.668	1.524	1.924	2.335
107984847	4.154	2.701	4.429	3.93	3.01	4.357	3.295	2.339	9.44	2.924	7.264	2.876	5.211	3.267	6.623	6.303	7.872	6.242
107984849	0	0.6684	0.6974	2.042	0.7448	0.6861	0.7135	0	0.7109	0	1.573	0.7116	0.9026	0.7073	1.765	0.8399	0.9091	1.544
100288069	0.9797	1.502	0.8546	1.39	1.217	0.9808	0.7286	0.6896	0.7259	1.379	1.606	1.163	1.659	0.8668	2.163	2.23	0.7426	1.577
105378580	0.09803	0.1821	0.114	0.3339	0.1624	0.03739	0.2333	0.184	0.155	0.138	0.3429	0.349	0.3443	0.3855	0.2886	0.5035	0.5449	0.3787
400728	0.5182	0.1925	0.2009	0.1961	0.3218	0.09882	0.6166	0.3891	0.4096	0.1216	0.2265	0.205	0.91	0.4075	0.6355	0.7258	0.5237	1.112
79854	0.7649	1.279	0.7414	1.013	0.6334	1.896	0.7584	0	0.3023	0.1795	0.5016	0.9077	0.1919	0.6015	0.7505	1.071	0	0.1642
643837	1.364	1.682	1.142	1.507	2.417	1.498	1.255	1.516	1.337	1.638	1.836	1.338	1.286	1.866	1.847	2.827	2.095	1.827
107984850	0.2053	0.07627	0	0	0	0.07828	0	0	0	0	0.1795	0.08119	5.046	3.148	2.819	3.45	1.452	7.489
284593	0.2953	0.1097	0.1145	0.2235	0.1222	0.2252	0.1171	0.1108	0.1167	0	0.1291	0	0.4444	0.6966	0.5794	0.2757	0.2984	0.7605
284600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132	0
100130417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148398	4.005	5.49	4.124	3.728	4.975	2.93	4.219	5.251	3.892	3.883	5.511	5.455	3.163	4.337	3.479	4.139	4.977	3.805
26155	68.27	84.65	56.52	63.82	75.34	56.09	73.4	86.42	64.4	55.39	85.54	72.05	61.32	67.1	63.19	64.83	69.52	74.74
339451	0.7685	1.028	0.4767	2.327	1.527	0.9966	0.9754	1.269	0.3645	1.515	1.949	1.216	2.622	1.692	2.488	2.799	1.942	1.782
84069	0.4611	0.7477	0.1463	0.3332	0.677	0.9113	0.6983	0.7554	0.2485	0.5312	1.155	0.3482	0.1262	0	0	0.1762	0.06355	0
84808	0	0.05177	0.05402	0.1055	0.05769	0.1063	0.05526	0.05231	0	0	0.06091	0.05512	0.06991	0	0	0	0	0
57801	1.487	3.314	3.356	7.943	2.933	1.701	3.642	10.64	4.665	3.94	4.129	2.594	0	0	0	0.1225	0	0.1126
9636	3406	3481	3648	4950	2261	3610	4033	4506	4039	4969	3667	4255	125.8	405.7	237.4	70.51	147.4	85.54
375790	5.268	8.244	6.8	13.98	9.906	9.668	22.2	28.18	13.13	12.65	23.27	14.37	2.985	3.144	4.956	3.935	4.51	2.607
100288175	1.724	2.498	3.007	3.719	1.713	1.775	7.589	13.2	5.313	4.854	6.104	5.523	1.038	1.423	1.776	3.139	7.317	2.886
112267874	0.1242	0.1385	0.07225	0.4231	0.07716	0.07107	0.2217	0.5597	0.4418	0.1749	0.1629	0.2211	0	0.07327	0.1828	0.261	0.2825	0.16
105378948	0.4025	0.7691	0.6688	1.371	0.5	0.5263	2.052	3.497	1.568	1.214	1.131	1.296	0.5193	0.407	1.439	1.047	1.918	1.259
401934	0	0	0	0	0.1098	0	0	0	0	0	0	0.1049	0	0	0	0	0	0
54991	4.764	10.7	5.54	10.5	7.203	5.055	7.886	11.27	7.775	10.01	10.41	7.865	5.092	5.782	5.588	7.446	5.233	7.113
254099	0.4146	0.1155	0.4822	0.1177	0	0	0.1233	0	0.7372	0.8755	0	0.738	0	0	0	0.4355	0	0.1335
406984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506376	0	0	0	0	0	0	0	0	0	0	0	0	0.06052	0	0	0	0	0
254173	0.03908	0	0	0	0	0	0	0	0.04633	0	0	0	0	0	0	0	0	0
8784	1.708	1.066	4.451	2.483	0.5093	0.9382	4.635	1.924	8.912	8.081	2.061	4.298	0.6171	0.2418	2.112	1.34	1.036	0.616
7293	9.376	9.33	31.81	7.114	2.613	6.384	2.612	3.812	38.55	22.86	2.939	12.27	2.409	2.859	17.37	7.239	12.69	6.42
51150	65.8	65.39	86.56	61.08	49.35	51.73	48.89	67.69	100.8	79.62	58.49	74.51	51.29	60.1	79.9	61.94	60.16	64.97
126792	14.96	9.742	17.89	14.34	10.11	10.89	13.32	12.94	16.68	17.28	12.32	13.92	13.33	15.11	23.7	18.28	11.8	19.66
388581	0	0	0.1492	0	0	0.1468	0.3052	0	0	0.1806	0	0	0	0	0.1888	0.3593	0.3889	0.1652
118424	19.59	24.08	22.69	21.85	20	17.94	20.08	26.6	26.25	20.11	19.24	24.53	20.05	22.47	25.87	25.27	20.25	25.92
101928895	0	0	0	0	0	0	0	0.1132	0	0.1415	0	0	0	0.237	0.4436	0.2815	0.1523	0.2588
6339	0.11	0	0.1279	0.06242	0	0	0	0	0	0	0	0	0.1655	0.3891	0.4855	0.616	0.5001	0.5664
116983	2.101	2.54	1.708	5.49	3.176	0.9848	5.392	5.817	2.101	3.35	5.014	2.644	5.754	6.57	8.569	9.149	6.294	6.488
102465434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109623456	0	0	0	4.539	2.483	0	2.378	0	0	2.814	0	0	0	0	2.942	2.8	0	0
126789	7.729	7.025	7.192	6.885	6.647	6.53	7.357	10.04	8.881	7.533	10.29	6.632	8.233	9.257	10.32	10.49	9.194	8.729
54973	65.08	88.77	64.85	82.01	84.56	64.23	87.69	102.4	74.43	82.09	100	79.2	54.31	62.3	64.19	62.88	58.38	59.38
102465435	0	0	0	0	3.209	2.955	3.073	5.818	3.062	0	3.388	0	0	3.047	3.802	3.618	0	3.327
80772	10.05	14.46	9.825	15.17	15.5	13.01	12.48	15.73	11.98	11.5	16.07	14.09	7.563	9.834	10.97	9.744	7.366	11.23
83756	0.04655	0.05189	0	0	0.1156	0	0.1108	0.1048	0	0.1966	0.1831	0	0.2102	0.2745	0.137	0.1956	0.1411	0.2997
1855	4.068	6.382	4.44	6.444	7.05	4.597	5.199	6.675	4.525	6.01	7.443	5.901	11.19	10.78	14.71	17.16	10.51	14.16
102466740	0	0	0	0	0	0	0	3.205	0	0	3.732	0	0	3.357	0	0	0	0
54587	0	0.03865	0.242	0.1181	0.1292	0.03967	0.1238	0.1172	0.1644	0.3417	0.09095	0.2469	0.4697	1.063	0.8165	1.117	0.4205	0.9824
54998	48.76	69.87	56.85	65.77	54.11	52.17	58.69	80.66	68.41	67.22	71.82	61.22	64.71	74.74	89.91	87.32	65.69	66.15
81669	11.31	12.07	13.5	18.65	15.09	11.26	15.25	13.72	17.11	13.45	18.62	16.41	13.25	14.74	17.46	19.53	12.34	18.29
148413	30.54	34.26	28.15	32.5	25.17	30.33	34.4	33.21	32.23	33.27	30.61	37.16	32.1	40.68	34.63	34.98	32.76	41.44
55052	82.42	105.5	99.42	93.4	95.4	73.35	100.2	106.8	102.5	95.45	103.9	99.91	73.76	82.63	80.63	90.47	89.64	98.7
107984868	0	0	0.05067	0.04946	0	0	0	0	0.05165	0	0.1143	0	0.06557	0	0	0.06102	0	0.1122
441869	0.553	0.5604	0.9355	0.742	0.2498	0.05752	0.5383	0.7926	0.5364	0.5662	0.5274	0.9545	1.362	2.787	4.069	2.112	1.219	2.46
105378585	0	0	0	0	0	0	0	0	0	0	0	0	0.2219	0.5217	1.085	0.8259	0	0.5695
643965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478	0	0
102724312	0	0	0	0.1597	0	0	0	0.1584	0	0	0	0	0	0.1659	0.4139	0.197	0	0.1811
107985729	0	0	0	0	0	0	0	0.1293	0	0	0	0	0	0.1354	0.1689	0	0.6959	0
64856	0.1121	0.04166	0.08695	0.08487	0.09286	0	0	0	0	0	0.1471	0.08871	0.1125	0	0.165	0.2618	0	0
219293	0.5214	1.162	0.4548	0.9867	1.133	0.8949	0.6721	0.783	0.5667	0.9788	1.083	0.9282	0.327	0.5638	0.3837	0.6086	0.5929	0.6715
83858	6.563	9.764	7.633	10.4	12.31	9.838	7.777	10.2	10.38	10.3	11.84	11.41	5.685	6.699	7.451	9.943	7.675	9.831
55210	20.95	26.66	13.61	27.09	26.96	21.37	20.98	28.05	17.66	23.84	30.61	30.73	13.75	19.84	19.96	22.82	16.76	18.81
339453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29101	58.06	63.7	49.58	66.66	64.81	41.89	80.28	81.59	45.73	54.67	74.43	57.57	77.55	77.89	81.79	77.11	69.38	85.88
643988	0	0	0.1839	0	0.09819	0	0	0	0	0	0	0	0.7139	0	0	0.4429	0.4794	0
105378586	0	0	0	0	0.3646	0	0	0	0	0	0	0	0	0	0	0	0	0
142678	0.7449	1.757	1.793	1.298	0.6886	1.645	0.8245	1.834	2.115	1.488	0.9769	1.48	4.641	6.846	9.357	6.867	3.046	5.778
8510	0.9112	0.6094	0.8478	0.5517	0.3773	0.4865	0.5059	0.7525	0.8642	0.5986	0.5577	0.5767	6.675	12.4	13.23	2.382	0.5525	8.214
984	32.94	42.21	29.36	38.27	35.8	29.68	37.32	45.98	34.4	33.81	36.44	34.34	21.49	28.37	28.83	26.52	19.89	28.94
728661	22.12	19.7	14.36	12.91	16.6	11.82	30.08	28.03	15.47	10.23	20.43	16.58	66.44	74.11	60.31	30.81	40.53	70.93
8511	0.556	0.2066	1.078	0	0	0.4241	0	0.2087	0.6591	0.2609	0.243	0.4398	15.34	34.32	34.09	4.932	0.2809	19.57
728642	25.32	31.23	27.4	42.56	23.39	26.33	28.03	34.72	29.96	34.41	26.35	32.4	21.63	26.95	28.84	31.84	14.02	29.42
9906	6.236	5.258	7.895	12.75	4.887	3.106	8.35	7.152	8.347	9.75	6.126	5.406	20.23	20.95	32.03	32	12.77	22.55
112268218	9.75	8.474	8.073	5.16	3.695	6.901	7.275	10.33	9.992	7.328	7.26	7.648	23.01	32.36	32.95	26.04	18.54	27.56
65220	75.21	74.76	69.26	49.75	50.87	57.16	59.12	83.55	85.84	66.33	65.47	73.56	142.8	201.1	195.9	151.5	125.7	179.9
2782	472.9	500.7	441.2	525.5	507.8	422.5	585.6	576.5	456.5	459.7	568.6	487.5	503.9	588.6	513.5	563	517.6	563.6
105378949	0.2284	0.2546	0.2657	0.1297	0.1419	0.2614	0	0	0.1354	0.4824	0.2996	0.2711	0.3438	0.8084	0.3362	0.32	0.3463	0.2942
163688	0	0	0.08698	0	0	0	0	0	0	0	0	0	0	0.3529	0.3302	0.419	0.1134	0.09631
339456	0	0	0.2089	0.4078	0.6692	0.2055	0.2137	0	0.2129	0.2528	0	0	0.2703	0.6355	0	1.006	0.8167	1.156
85452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2563	0	0	0	0	0	0	0	0	0	0	0	0	0.0493	0.07727	0.1928	0.09176	0.04966	0.1265
105378590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5590	0.6627	1.223	1.249	1.168	1.135	0.4706	1.36	1.879	1.328	1.223	1.319	0.8678	1.617	1.321	1.951	1.312	0.7622	1.177
100506504	0.134	0.1494	0.1559	0.6086	0.4993	0	0.1594	0	0.1589	0.3773	0.1757	0	0.8068	0.1581	0.986	0.5631	0.2031	1.208
199990	3.596	4.7	4.108	4.739	3.403	3.845	4.202	5.448	5.024	5.304	5.081	4.648	6.83	7.726	10.9	8.095	4.381	9.124
112268219	1.32	1.471	1.316	2.212	1.249	1.151	1.496	1.911	2.236	1.681	1.484	1.79	1.514	1.854	1.758	2.289	0.8577	1.7
105378593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2281	0	0
6497	0.5161	0.9814	0.9534	0.8272	1.037	1.25	0.3432	0.6496	1.098	0.8975	0.856	0.9367	15.01	4.942	10.75	18.67	15	15.19
79906	0.4602	0.5734	0.3778	0.1844	0.6389	0.3717	0.5476	0.4878	0.5135	0.7622	0.6391	0.5461	1.019	2.044	1.793	1.327	0.9029	1.848
100129534	0.7469	0.7493	0.2606	0.1696	0.4639	0.4273	0.2666	0.4206	0.5313	0.3154	0.2939	0.4432	2.024	3.524	4.946	1.988	1.925	3.944
11079	66.26	68.3	75.2	73.28	78.24	54.69	71.25	74.25	77.57	72.6	75.34	69.82	68.69	67.43	82.83	75.65	65.4	80.41
5192	13.18	20.82	14.86	19.46	16.47	14.71	15.1	19.12	15.53	16.73	18.13	19.38	15.82	17.64	20.22	17.78	14.58	18.84
9651	0.02115	0.02358	0.0738	0.04803	0	0.0484	0	0.02382	0.02508	0	0.05548	0.0251	0.3502	0.0998	0.3113	0.1185	0.1283	0.08172
55229	6.181	8.686	5.838	9.57	8.422	7.243	8.692	9.535	7.239	7.014	9.089	7.646	6.992	4.375	6.726	6.559	6.417	6.513
388585	0	0	0	0	0	0	0	0	0	0.1381	0	0	0	0	0	0	0	0
115110	0.2544	0.2836	0.2959	0.3714	0.4967	0.3327	0.3893	0.3684	0.2155	0.3582	0.5244	0.2157	2.189	1.544	1.872	1.629	1.763	1.545
8764	7.93	6.129	4.181	6.482	5.604	4.355	6.122	8.574	4.93	7.542	8.643	4.224	21.59	26.98	28.84	28.19	28.42	21.65
100996583	0	0	0	0	0	0	0	0	0.2852	0	0	0.2855	1.086	0	0	0	0.3647	0
127281	0.9292	1.295	1.148	1.055	1.443	1.063	1.106	1.831	1.928	1.145	1.904	1.034	4.808	3.836	7.607	5.287	4.754	5.161
79258	0.05053	0.05632	0.1763	0.1147	0.1255	0.05781	0.06012	0.2845	0.1797	0.2134	0.1988	0.1199	0.3803	0.2384	0.5949	0.2123	0.2298	0.4555
105378597	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1886	0.2353	0.224	0.2424	0
100287898	0.02371	0	0.02758	0	0	0.02713	0	0	0.02811	0	0	0.05628	0.1785	0	0.0698	0.2325	0.1798	0.03054
105378603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63976	0	0	0.0449	0	0.02398	0	0	0.02174	0.09154	0.02718	0	0	0.02906	0	0	0	0	0
100422968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378604	0	0	0	0.0141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27237	0	0.04713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	0.01938	0.0216	0	0.176	0.09628	0.04434	0.04611	0.06547	0.04594	0.02728	0.1271	0.04599	1.021	0.5257	0.4848	0.4342	0.1763	0.2495
105378608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127262	40.56	52.69	37.17	43.27	56.98	37.92	36.19	43.55	42.11	40.56	47.78	42.57	95.05	106.8	84.6	123.2	76.22	95.37
49856	12.94	15.45	9.93	18.14	15.74	11.24	16.06	14.37	12.3	14.47	17.82	14.49	27.08	19.49	24.99	26.49	29.5	25.54
7161	0.03014	0.168	0	0.06844	0.07487	0	0	0.03394	0.03573	0.04243	0.03953	0.1073	0.04536	0.0711	0.08871	0.04221	0.04569	0.07762
105378610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57212	4.474	5.219	3.479	4.902	4.523	3.661	4.89	5.976	4.255	3.845	6.243	5.34	6.538	9.389	10.53	8.015	6.033	10.48
148870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388588	0.8791	3.593	0	0.3327	1.456	0	2.092	1.32	0	0	1.537	0.3477	0.441	0.3456	0.4312	0	0.4442	0.3774
57470	21.03	22.53	21.19	24.06	19.68	18.66	20.75	26.02	24.1	21.86	23.03	24.54	21.38	23.7	29.34	26.4	20.64	25.38
9731	10.02	12.82	11.36	12.23	13.6	7.756	13.23	15.38	12.83	14.39	17.88	12.04	14.4	16.85	18.03	17.41	14.35	15.23
1677	0.583	0.5849	0.6781	1.324	1.231	0.567	0.9364	1.051	0.7948	0.9438	0.841	0.5189	0.6581	0.3438	0.8151	0.7349	1.282	0.488
107984910	0	0	0.08599	0.2518	0.09183	0	0	0.08326	0	0	0.1939	0.1755	0.2226	0.08721	0	0.1036	0.2242	0.1904
339448	7.186	8.623	7.581	9.273	11.46	7.458	7.802	8.181	7.727	7.02	11.12	8.62	9.87	8.569	9.477	9.075	10.06	7.332
100133612	0	0	0	0.09766	0.1068	0	0	0	0	0	0	0	0	0	0.2532	0.1205	0	0.1108
728716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55966	3.085	2.751	0.3139	1.416	0.942	1.721	0.9788	1.621	0.7314	3.927	1.214	2.425	2.921	8.566	0.3594	6.463	1.949	6.604
105376680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261734	1.929	2.374	2.921	3.285	2.546	2.138	1.817	2.014	3.073	2.772	2.451	2.885	3.478	3.152	4.288	4.813	3.838	5.098
8514	20.83	14.7	17.85	8.749	8.21	8.852	10.55	19.72	23.95	18.7	10.72	13.61	99.3	74.34	121.2	112.8	105.6	114.7
26038	0	0	0	0.03871	0.04235	0	0	0	0	0	0	0.06068	0	0.02011	0.02509	0.0955	0	0.06585
105376687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6146	180.1	157.6	211.9	163.1	166.2	120.1	219.2	202.9	244.7	200.1	201.9	203.8	441.7	432.1	476	438.6	450.4	462.6
107985733	0.321	0.3579	0.3734	0	0	0.3673	0	0.3616	0.3806	0.452	0.421	0	0.9664	0.7574	0.4725	0.4497	0.4867	0.8269
102724450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388591	0.06613	0	0.1154	0.07508	0	0.03783	0.118	0.03724	0.0784	0.0931	0.1301	0.07847	0.1493	0.117	0.146	0.1852	0.5013	0.2129
23463	19.55	19.6	15.9	21.61	22.65	14.77	24.87	21.71	17.19	18.71	23.74	21.93	36.46	34.04	35.24	32.09	24.6	39.35
148645	0.409	0.3419	0.3568	0.2322	0	0.117	0.4867	0.3455	0.2424	0.144	0.1341	0.364	0.1539	0.2412	0.1505	0.1432	0.155	0.1317
390992	0	0	0	0	0	0	0	0	0	0	0.3101	0	0	0	0	0	0.3585	0
387509	3.654	4.111	4.691	7.318	5.994	5.561	4.306	6.211	6.375	12.96	9.629	10.68	26.1	10.16	16.89	78.36	80.63	46.34
11332	40.73	34.47	24.9	28.57	23.55	19.14	48.38	54.64	29.74	34	39.24	35.42	31.9	54.93	46.05	62.81	42.95	56.45
54626	0	0.04391	0	0.1342	0	0.04507	0.04687	0	0	0.05546	0.1033	0.04675	0.0593	0	0	0.3862	0.1194	0.1522
83715	0	0.02137	0.0223	0	0.02382	0.02194	0.02281	0.02159	0	0	0.02515	0.02275	0.1154	0.02262	0.02822	0.02685	0.02907	0.04938
100422975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8718	0	0.8791	0.4077	0.6965	0.8708	0.5013	0.5213	0.3948	0.2078	1.11	0.4597	0.6239	4.089	0.8269	0.2579	2.455	4.783	1.806
57449	0.1125	0.06272	0.06544	0.06388	0.03495	0.06438	0.3347	0.09505	0.06671	0.1188	0.0369	0.1002	0.04235	0.3982	0.4554	0.4335	0.128	0.2536
79707	4.337	5.119	4.228	5.72	5.202	4.792	5.995	5.171	5.066	5.028	5.827	6.383	4.192	3.561	3.348	3.394	3.255	3.915
80835	0	0.04398	0	0	0	0	0	0	0.04677	0	0	0	0.05938	0	0	0	0	0
107984912	0	0	0	0	0	0	0	0	0	0	0	0	0.5666	0	0	0	0	0
3104	6.928	9.716	6.823	8.945	8.328	5.434	8.709	8.243	9.075	8.731	9.966	8.553	16.32	15.09	15.54	16.98	10.67	15.83
9903	6.765	6.442	4.389	6.484	4.434	5.329	6.836	7.083	4.635	5.456	5.618	4.074	15.81	18.97	16.46	11.81	11.29	12.78
107984913	0	0.1899	0.1982	0.09672	0	0	0	0	0	0	0	0.1011	0	0.1005	0.1254	0.1193	0	0
148479	11.44	16.21	13.67	17.06	24.63	18.19	9.459	7.772	9.114	7.809	16.9	13.17	4.339	2.731	3.728	4.466	3.841	4.162
90326	14.72	13.51	11.96	17.23	13.61	10.02	19.87	14.92	12.35	15.74	17.84	14.33	9.866	9.055	10.04	10.06	10.55	10.81
55735	28.78	34.93	30.32	36.88	33.68	26.43	36.98	40.87	33.44	32.37	36.31	30.88	18.37	21.16	23.33	25.27	24.51	23.64
100505887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110841581	0.3042	0.6781	0.7075	0.3453	0	1.044	0	0	0.7212	0	0	0	0	1.076	0	0	0.4611	0.3917
23261	1.986	2.113	2.798	2.263	2.169	2.195	2.015	2.042	2.994	2.163	2.133	2.419	2.132	1.733	2.338	2.351	2.102	2.306
105376692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376689	0	0	0.03272	0.03194	0	0	0	0.03168	0.1	0	0.03689	0	0.04234	0.03318	0.0414	0.0394	0	0.07245
9341	34.72	39.05	37.63	43.47	53.19	41.11	33.56	33.35	32.83	29.47	40.51	38.09	43.13	45.47	42.92	57.74	58.72	52.68
8863	0.9677	2.179	1.86	1.188	0.834	0.5649	1.128	2.291	2.013	0.7785	0.6993	0.8202	1.308	2.446	2.354	1.051	0.5988	0.8901
10911	0	0	0	0	0.1225	0	0	0	0	0.1389	0	0.1171	0.1485	0	0	0.1382	0	0
3604	0.7332	0.5176	1.08	2.719	1.063	1.37	1.076	0.9358	1.304	3.028	2.564	2.639	2.869	0.3748	1.798	5.203	7.373	2.644
11315	260.2	248	306.3	246.7	186.5	188.8	239.5	267.3	316.9	274.7	221	284.6	507.3	511.2	575.8	549.8	596.2	552.3
54206	0.09839	0.1097	0.02861	0.1676	0.3666	0.05629	0.1756	0.1939	0.08748	0.1731	0.1613	0.1751	0.1851	0.05803	0.2172	0.4823	0.3729	0.5068
