GeneID	GSM3098174	GSM3098175	GSM3098176	GSM3098177	GSM3098178	GSM3098179	GSM3098180	GSM3098181	GSM3098182	GSM3098183	GSM3098184	GSM3098185	GSM3098186	GSM3098187	GSM3098188	GSM3098189	GSM3098190	GSM3098191	GSM3098192	GSM3098193	GSM3098194	GSM3098195
100287102	0	0	0	0	0	0	0	0	0.1382	0	0	0	0.1474	0	0	0	0	0	0	0	0	0
653635	25.54	20.47	31.22	36.77	32.4	38.23	21.65	30.91	22.46	37.1	19.68	14.57	26.01	27.08	17.45	21.33	26.32	23.08	25.27	20.22	33.68	30.95
102466751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645520	0	0.2241	0	0.1913	0	0	0.1948	0	0.2021	0	0	0	0	0.2292	0	0.2271	0.553	0.2258	0	1.055	0.2476	0
79501	0	0.2759	0.7915	0.2354	0.2904	1.85	0.7194	1.596	0.2488	1.162	0.6116	0.312	1.061	1.411	1.501	0.5592	3.063	0.2779	2.803	1.299	2.133	0.6895
100996442	0	0	0	0	0	0	0	0	0	0	0.05736	0	0	0	0	0	0	0	0	0	0	0
729737	0.6029	0.2313	0.7521	0.9475	1.023	0.9306	1.367	1.739	0.7926	0.7797	0.7692	0.2093	0.8894	1.845	0.9065	2.204	0.6278	0.9321	0.4113	0.9256	0.3577	0.9251
102725121	0	0	0	0	0	0	0	0	0	0	0	0	0.1515	0	0	0	0	0	0	0	0	0
102723897	5.857	4.746	9.902	14.73	16.35	24.43	8.376	11.23	20.23	35.14	4.463	3.252	6.774	11.32	9.079	10.35	14.73	16.37	11.14	6.77	19.86	17.43
102465909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268260	0	0	0.03673	0	0	0	0	0.03703	0	0	0	0	0	0	0	0.03893	0	0	0	0	0	0
729759	0.2197	0.2697	0.5159	0.4603	0.5678	0.6028	0.7033	0.52	0	0.2841	0.299	0.305	1.296	0.2758	0.5871	0.5467	0	0	0.3425	0.9522	0	0.3371
100132287	0.3304	0.1159	0.6651	0.9891	0.9761	1.36	0.7556	0.6145	0.3135	0.6715	0.4497	0.1311	1.003	0.5334	1.009	1.233	0.286	0.5838	0.2208	0.2046	0.5121	0.1448
105378947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113219467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81399	0.03569	0.08763	0.0838	0.07478	0.09225	0.09792	0.07617	0.1267	0	0.04615	0.09713	0.04955	0.1685	0.04481	0.09538	0.0444	0	0	0	0.1547	0.0484	0.05476
100133331	0.2414	0.05927	0.4534	0.9104	0.3743	1.921	0.9274	0.3999	0.481	0.1249	1.051	0	0.2848	1.091	0.7742	1.141	0.07312	0.3582	0.3011	0.1395	0.06547	0
107984841	13.81	4.102	14.91	13.77	15.83	20.78	14.5	15.03	5.179	9.794	6.973	3.093	5.521	12.59	20.24	16.08	7.76	4.684	6.946	9.012	5.438	9.228
107984847	25.94	17.23	22.47	28.07	28.58	34.43	53.56	40.27	11.77	13.75	23.15	19.49	21.58	36.31	71.62	40.75	12.24	11.57	23.21	24.58	10.38	4.568
107984849	2.21	0	10.38	20.07	28.56	51.55	55.04	73.24	15.5	34.3	0	0	3.478	21.27	46.27	15.58	16.74	15.49	22.97	15.97	2.997	1.13
100288069	8.125	3.879	12.9	23.96	18.08	27.25	29.38	54.85	10.66	11.09	3.686	1.462	6.215	19.65	21.11	17.22	12.08	8.374	26.51	12.61	1.836	1.616
105378580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79854	10.18	8.653	11.59	13.78	4.656	12.89	11.37	26.51	13	16.41	14.07	6.958	11.09	12.78	23.44	25.14	10.2	11.04	18.8	20.59	19.75	17.3
643837	2.86	3.209	3.121	4.518	1.704	1.441	2.909	1.851	1.212	1.213	1.672	1.613	4.429	4.544	3.911	1.89	1.218	1.133	3.065	1.55	0.5151	0.9941
107984850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284593	0	0	0	0	0	0	0	0.5724	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100130417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1258	0	0	0
26155	40.25	34.26	48.49	66.87	46.9	40.24	51.02	41.62	37.52	50.7	35.84	31.47	59.95	50.35	56.49	42.26	25.5	29.24	48.64	37.95	33.89	26.63
339451	2.518	2.628	1.848	4.617	6.264	9.413	4.904	1.863	2.439	5.861	1.713	1.311	1.189	1.897	2.86	2.82	3.528	2.336	3.533	0	1.451	1.159
84069	1.7	0.2529	1.209	1.403	0.3328	1.413	0.9894	0.6705	0.8553	0.1998	0.2804	0.715	1.58	0	2.134	0	0	0.1274	1.606	1.488	0.8382	0.4742
84808	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07164	0.07626	0.071	0	0	0	0	0	0
57801	1.612	1.847	2.775	1.463	4.166	6.191	6.192	4.069	2.617	2.223	1.901	0.2983	2.155	1.888	7.466	5.614	2.604	0	5.36	6.986	1.311	0.6594
9636	148.6	97.8	108.4	64.46	135.6	94.18	220.5	98.12	120.8	106.8	196.5	102.5	125.7	82.53	111.2	73.73	162.3	75.7	325.6	91.24	137.9	118.3
375790	0.8376	0.4051	0.5066	0.2925	0.164	0.3482	1.273	1.081	0.5058	0.6236	0.2763	0.07048	0.1198	0.06373	0.06784	0	0.3844	0.1256	0.7519	0	0.1033	0.8178
100288175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112267874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54991	8.482	6.248	9.361	18.13	31.02	37.47	35.66	43.77	24.13	36.74	5.887	3.062	6.206	13.52	15.76	17.94	30.19	14.37	15.74	8.824	1.265	3.904
254099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506376	0	0	0.116	0.1035	0	0	0	0	0	0	0	0	0.1749	0	0	0.4917	0	0	0	0	0	0
254173	0	0	0.1691	0.2012	0	0	0	0	0	0	0	0	0.17	0	0	0.5377	0	0	0	0	0	0
8784	1.511	0.5154	9.857	8.708	1.194	1.497	0.5376	1.888	2.324	0.8685	1.6	3.03	2.873	1.792	5.498	3.761	0	0.5192	7.068	2.184	10.82	3.736
7293	3.147	1.794	9.83	6.711	0.2179	0.4625	2.639	0.399	2.053	5.886	9.176	8.191	11.01	6.138	13.52	3.146	5.362	3.892	9.199	2.273	11.2	25.43
51150	171.4	239.1	144.8	205	202	180.4	175.9	168.4	137.4	153	112.6	141.2	160.9	175.3	157	123.3	407.5	245	167.3	135.6	208.5	186.4
126792	11.77	11.65	30.22	30.28	11.69	15.54	19.46	19.76	18.97	9.605	10.61	8.27	21	19.85	30.66	17.75	15.93	10.46	10.32	14.66	4.588	7.334
388581	2.679	0.7739	3.33	5.448	0.8146	6.486	2.354	7.087	5.408	4.076	0.4289	1.531	0.7439	1.978	1.685	1.961	0.4774	3.703	0	5.465	4.702	2.176
118424	17.03	15.77	28.48	26.96	26.92	16.77	25.68	23.02	24.54	29.22	13.07	17.17	32.27	22.45	20.47	13.14	17.72	22.29	12.61	18.9	13.8	16.2
101928895	0	0	0	0	0	0	0	0	0.1367	0	0	0	0	0	0	0	0	0	0	0	0	0
6339	0.6079	0.6634	0.3965	1.061	0.08729	0.9266	0.07208	1.279	0.8225	0.8735	0.8273	0.2813	0.7971	0.6784	0.09026	1.933	0	0.08354	0.6318	1.562	0.0916	0.1036
116983	9.113	5.499	9.13	12.02	14.39	19.2	11.72	11.56	9.297	16.81	6.899	4.534	6.937	8.513	9.186	5.418	11.78	6.078	9.262	2.741	5.062	8.161
102465434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109623456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126789	18.85	12.55	22.3	29.39	15.67	16.23	18.71	17.12	13.42	21.73	28.23	17.24	14.14	19.81	18.74	14.18	15.27	7.95	14.58	15.62	13.47	10.98
54973	50.53	35.64	58.22	49.73	45.94	45.32	54.6	37.7	46.38	66.56	41.22	38.02	36.02	43.05	41	43.83	41.47	25.62	51.38	21.09	64.48	56.1
102465435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80772	4.341	4.081	15.45	16.99	8.854	8.562	13.75	9.554	4.881	10.26	5.539	2.354	15.61	13.8	10.97	10.55	7.705	5.537	19.14	8.723	5.519	3.435
83756	1.83	2.036	2.216	4.134	2.735	1.255	3.54	5.009	1.013	3.032	2.646	0.2382	4.387	5.17	1.911	1.494	1.213	2.193	1.694	1.983	0.3102	0.6142
1855	43.75	34.54	49.77	52.36	32.86	54.94	53.47	51.12	43.38	53.54	55.59	28.7	33.93	28.35	31.17	44.76	36.73	26.1	39.35	26.93	63.85	85.02
102466740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54587	0.1278	0	0.1501	1.384	0.3303	0.7014	6.229	6.908	0.4716	0.606	0	0	0.05028	0.2139	0	0	0.06452	0.1581	0.8635	0.1847	0.1733	0.06536
54998	48.23	66.9	67.73	87.09	88.56	97.26	83.07	92.29	130.8	118.5	18.35	32.23	50.2	56.02	71.52	66.93	68.63	67.56	60.03	43.18	29.22	24.53
81669	6.028	8.054	14.74	33.29	32.22	46.17	41.74	40.75	39.96	39.39	4.102	2.314	11.55	29.34	27.2	29.83	20.62	13.25	16.64	19.06	3.078	3.373
148413	12.86	16.52	30.34	18.3	33.25	28.33	19.65	25.28	13.33	18.16	10.92	13.6	26.74	15.85	18.77	9.25	17.16	16.78	25.02	14.66	16.32	13.58
55052	170	170.9	226.2	214.5	140.1	177.1	188.3	179.4	190.3	165.7	188.3	126.1	195.9	219.8	215.3	157.2	156.4	155.3	174.2	202.8	181.5	132.4
107984868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441869	0	0	0	0	0	0	0.1318	0	0	0	0	0	0	0	0.08253	0	0.4677	0	0	0.08924	0	0
105378585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
643965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83858	12.34	7.556	8.655	9.792	5.869	9.165	5.865	8.141	7.396	10.89	12.36	8.727	8.933	6.859	9.807	8.804	5.832	2.686	5.901	7.133	8.658	6.968
55210	6.935	7.286	8.731	8.39	10.35	6.082	4.044	4.824	8.311	7.952	3.406	3.871	5.907	6.194	4.3	4.804	4.548	3.803	6.243	0.9298	5.721	3.401
339453	0	0	0	0.1565	0	0	0	0	0	0	0	0	0	0	0.5988	0	0	0.5542	0	0	0	0.4584
29101	187.3	191.9	268.6	294.2	285.3	214.2	214.7	216	199	217.3	185.6	107.9	198.1	240.6	221.1	181.7	390.5	171.5	238.7	176.7	117.9	88.49
643988	3.885	3.696	5.587	1.628	0.5021	2.798	5.182	0.4598	3.01	2.009	3.568	2.292	5.157	4.999	4.672	8.096	9.855	7.327	10.6	0.842	5.927	14.6
105378586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142678	1.064	0.5749	2.024	0.9365	1.733	2.102	1.931	1.31	1.225	1.541	1.68	1.152	1.356	1.176	1.28	1.801	1.032	1.343	1.925	1.138	0.8948	0.6531
8510	0.2985	1.283	0.1752	1.642	6.655	5.529	1.274	1.502	3.222	2.413	0	0	0.2642	0	0.09973	0.1857	1.809	1.292	0.1164	0.4313	0	0.1145
984	28.32	28.5	42.91	65.93	72.1	92.04	52.32	68.32	72.33	86.7	23.16	10.04	28.06	51.94	78.03	74.83	45.54	32.63	28.75	29.44	14.23	17.99
728661	11.26	15.65	25.17	28.78	38.17	41.5	25.97	28.2	22.68	34.06	8.859	7.794	17.55	30.22	25.82	35.48	27.81	29.47	26.58	12.94	15.71	18.88
8511	0.4554	3.075	0.5346	4.532	14.12	12.81	2.673	4.581	6.049	7.066	0	0	0.8061	0	0.3043	0.5666	4.828	1.69	0	0	0	0.3493
728642	2.299	3.404	5.4	15.87	27.18	24.87	23.53	20.41	20.44	25.36	0.9204	0.845	2.873	11.29	20.61	18.34	14.24	9.034	6.538	9.186	1.192	1.764
9906	5.88	8.087	7.07	14.31	8.914	13.69	12.64	13.48	13.43	17.47	4.655	5.455	8.807	13.88	11.3	14.42	11.56	15.07	12.61	8.128	8.626	14.31
112268218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65220	0.7292	1.442	1.046	0.8064	2.984	2.001	1.989	1.342	0.4933	1.362	0.9923	0.05624	0.2868	0.9155	0.4872	1.411	1.473	0.9019	1.705	0.1756	0.05494	1.057
2782	227.9	183.1	171.4	137.3	116.1	120.5	80.65	106.3	133	138.9	205.6	191.1	178.7	127.8	112.6	104	118.9	106.5	98.12	99.38	336.9	265.3
105378949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163688	0.6432	0	0.7552	0.4813	0.8312	0.3782	1.275	0.435	0	0.9506	0	0	0	0.3461	0.4912	3.087	0.1392	0.1136	0	0.1328	0	0.282
339456	2.868	5.417	1.036	1.387	0	1.513	1.177	0	0	0	0	0	0.7811	0.831	0	0.2745	0.6683	0	0	1.275	0	1.015
85452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4977	0	0	0	0
105378590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5590	3.116	3.792	3.461	4.501	8.164	5.47	5.783	5.25	1.741	3.159	1.719	0.6237	2.054	2.679	3.489	5.764	2.849	2.049	6.478	2.759	1.523	1.206
100506504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2048	0	0	0	0	0	0
199990	0.3682	0.1614	0.1235	0.2204	0.06797	0.469	0.05613	0.03112	0.08734	0.17	0	0	0.03103	0.1981	0.1406	0	0	0.06505	0	0	0.03566	0
112268219	0	0	0	0.08091	0.09981	0	0	0	0	0.09987	0	0	0	0	0	0	0	0.191	0	0	0	0
105378593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6497	29.35	45.45	44.01	52.81	30.83	30.14	32.3	42.36	54.42	44.13	18.53	13.28	31.78	53.1	69.86	58.36	43.89	36.19	22.21	23.58	8.498	7.812
79906	0.4324	0.49	1.445	3.136	1.032	1.962	1.562	2.519	1.326	1.419	0.3168	0.5079	0.9028	1.295	2.045	1.573	1.662	1.275	0.726	1.25	0.4511	1.225
100129534	0.2753	0.2253	0.2155	0.2884	0.3558	0.8812	0.1959	0.2172	0	0	0.1249	0	0	0.2304	0.2453	1.142	1.251	0.1135	0.4292	0.1326	0.1244	0
11079	4.155	6.942	14.88	17.42	42.7	24.58	38.9	24.19	18.63	23.79	1.483	3.783	10.85	15.65	15.93	24.33	31.88	13.99	15.93	10.63	2.679	5.331
5192	6.654	10.36	11.31	15.61	11.68	12.54	10.71	8.111	8.796	15.28	8.38	7.445	14.3	8.604	9.291	12.11	9.176	13.88	15.64	12.92	11.72	10.21
9651	15.02	8.295	8.818	13.4	28.68	38.93	12.81	10.8	5.322	11.8	6.861	2.417	5.827	8.907	6.181	9.926	6.337	9.931	7.333	10.7	5.956	6.22
55229	24.85	23.34	22.05	34.24	21.59	24.81	35.32	28.38	29.24	33.15	17.22	12.2	22.16	19.42	20.17	28.86	14.57	15.82	28.7	22.74	24.65	22.46
388585	0	0	0.2831	0.1263	0	0	0.2573	0.2854	0	0.1559	0	0	0	0	0	0	0.3652	0	0	0	0	0
115110	2.412	1.371	1.888	1.918	2.597	2.573	1.763	1.216	0.8899	3.407	1.276	0.496	0.0527	0.2243	1.134	1	1.218	0.4419	1.114	1.291	0.969	1.439
8764	18.66	25.84	25.37	24.27	40.12	28.87	25.14	22.09	21.14	36.12	16.32	21.64	22.94	25.99	26.91	23.11	39.15	28.7	37.94	23.4	27.19	24.38
100996583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3949	0.3677	0	0	0	0	0	0
127281	3.71	7.709	12.4	12.11	11.25	8.81	16.07	8.445	5.134	8.028	2.816	3.764	12.97	13.8	2.002	2.93	6.16	4.589	14.91	7.32	5.903	5.912
79258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287898	0	0	0.171	0.03053	0	0	0	0.06897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140625	0.2871	0	0	0	0.9276	0	0	0	0	0	0	0	0	0.3605	1.343	0	1.522	0	0	1.244	2.725	1.982
440556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63976	0.02372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07277
100422968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0.04314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27237	0	0	0	0	0.2685	0	0.3881	0.06148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	0.8808	0.6138	1.873	2.594	0.7384	0.8818	1.397	1.042	1.37	1.108	1.166	1.058	1.714	2.062	1.909	2.607	0.9014	0.795	2.672	1.479	1.485	1.826
105378608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127262	42.78	68.98	71.82	79.84	69.84	67.42	66.38	55.93	62.77	54.55	39.64	43.65	71.17	75.51	75.09	89.79	85.36	90	43.67	70.14	57.67	67.62
49856	3.045	5.123	7.945	14.53	17.78	41.78	22.03	26.16	15.86	20.71	1.074	1.879	5.457	17.42	16.43	8.7	26.31	9.067	11.78	10.43	2.906	3.634
7161	0	0.2728	0	0	0.7657	0.2032	0.03952	0.2191	0	0	0.1008	0.0514	0.0437	0	0	0	0.1682	1.236	0	0	0.2009	0.2841
105378610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57212	0	0	0	0.06696	0.0413	0	0.0341	0	0	0.124	0	0	0	0	0.04271	0.07952	0	0	0.04982	0	0	0
148870	0	0	0	0	0	0	0	0.1328	0.1864	0	0	0	0	0	0	0	0	0	0	0	0	0
388588	0.72	0	0	1.886	0.4653	0.9878	2.689	0.8521	0	0	1.96	0	1.275	0.452	1.924	0	9.269	0	1.123	0	0	1.657
57470	27.66	39.43	28.03	31.74	31.41	47.29	27.52	30.13	48.66	53.13	15.33	14.64	41.07	32.32	22.42	19.8	36.45	26.86	12.33	38.17	27.76	25.6
9731	15.82	12.46	15.94	16.39	13.51	9.691	15.93	11.32	7.615	9.893	14.19	6.809	16.64	20.22	9.523	13.16	6.961	8.012	18.52	8.424	6.191	12.78
1677	1.898	3.825	3.742	5.516	11.29	8.008	7.529	4.323	5.154	5.418	1.023	1.193	2.536	4.271	4.403	4.411	5.533	3.411	4.578	3.57	0.7285	1.539
107984910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339448	10.61	17.23	9.912	11.12	20.95	21.77	8.804	11.36	11.59	13.23	3.611	6.563	11.73	8.843	5.867	11.04	15.27	12.71	10.76	11.64	2.879	6.958
100133612	0	0	0	0.6643	0	0.7249	0	0.3752	0	0.1367	2.013	0	1.746	1.725	0	0	0	0.1307	0	0	0.1433	0
728716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284661	0	0	0	0.1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.241	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55966	0.07895	0	0	0	0	0	0	0	0	0	0.1074	0.1315	0	0	0	0	0.3109	0.332	0.2462	0	0	0
105376680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0.9295	0.5733	0	0	0	0	2.868	0	0	3.141	0	1.186	0	0	0	0	0	0	0.6806
105376682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261734	4.616	3.304	4	4.061	2.457	1.829	1.423	2.045	1.722	3.48	2.52	2.673	2.564	3.161	4.454	3.686	1.645	0.916	2.078	0	2.109	2.803
8514	151.2	107.6	93.13	104.3	158.4	172	86.37	105.3	121.8	178.3	97.41	72.13	65.85	63.97	63.1	75.7	123.3	70.78	80.46	50.71	127.6	132.4
26038	0	0	0	0.04388	0	0.1149	0.02235	0.07436	0	0.05416	0.0285	0	0	0.02629	0.02799	0	0	0.0518	0	0	0	0
105376687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6146	7.106	12.41	15.51	9.123	12.03	12.91	16.24	11.25	14.18	10.87	6.674	2.64	8.859	11.81	4.815	3.985	14.4	12.38	12.64	11.71	8.823	6.143
107985733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388591	4.062	0.9476	3.339	3.149	0.1575	2.006	3.815	2.019	0.9893	2.889	0.9398	2.707	0.4794	0.663	2.769	2.527	2.953	1.156	3.483	0	5.729	6.981
23463	7.44	9.395	11.93	10.96	14.12	10.56	9.982	6.088	7.483	12.53	5.207	3.718	13.9	12.17	7.897	6.612	11.01	8.413	12.93	4.853	5.938	9.654
148645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390992	0	0	0	0	0	0.3986	0.3101	0	0	0	0	0	0	0	0	0.723	0	0.3593	0	0	0	0
387509	11.43	6.447	1.044	2.529	2.08	4.648	1.311	5.012	0	1.533	0.4034	0	0	0.2658	0.283	0	3.079	3.562	0	0	2.125	0.5198
11332	23.47	21.75	22.98	14.57	21.18	17.25	6.144	4.822	40.79	22.79	13.14	14.39	19.96	23.13	13.02	8.706	13.15	11.17	8.699	2.432	25.22	21.47
54626	0	0.1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83715	0.3533	0.1735	1.106	1.16	0.09133	1.487	0.7793	1.282	0.339	0.6702	1.026	0.327	0.7784	1.36	1.605	1.202	0.07135	0.641	0.8814	0.8849	0.2875	0.1084
100422975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8718	45	43.88	109.7	166.3	62.89	90.54	147.5	158.8	142.2	152.5	70.91	71.15	174.4	203.7	282.4	268.2	95.55	109.7	155.3	166.1	68.62	93.99
57449	2.731	0.7638	4.992	3.585	1.34	1.233	0.9222	0.6545	1.492	1.52	4.798	4.127	3.222	5.424	1.848	8.128	2.094	1.71	4.257	1.249	4.547	4.561
79707	21.81	22.48	30.39	32.43	26.13	24.11	24.72	29.86	30.19	34.15	30.67	26.32	35.08	28.89	23.84	29.25	20.81	20.12	20.28	25.36	33.4	46.52
80835	0	0	0	0	0	0	0	0	0.2683	0	0	0	0	0	0	0	0	0	0	0	0	0
107984912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3104	16.06	14.07	14.51	21.07	20.05	24.67	16.19	22.42	16.19	21.22	18.78	4.956	13.37	14.05	15.23	18.11	13.41	10.02	17.23	12.89	10.52	18.75
