GeneID	GSM7113703	GSM7113704	GSM7113705	GSM7113706	GSM7113707	GSM7113709	GSM7113710	GSM7113711	GSM7113713	GSM7113714	GSM7113716	GSM7113717	GSM7113718
100287102	0.2059	0.3694	0.129	0.05795	0.1858	0.06672	0.06089	0.2245	0.3433	0.1996	0.2428	3.04	0.7664
653635	2.243	4.37	5.06	5.898	6.333	3.552	7.448	4.542	6.412	5.405	4.082	36.27	23.62
102466751	0	1.496	1.567	1.408	2.257	0	4.437	0	1.668	1.616	0	18.47	15.96
107985730	0	0	0	0	0	0	0	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0	0	0	0	0	0
645520	0	0	0	0	0	0	0	0	0	0.09726	0	0	0
79501	0	0	0	0	0	0	0	0	0	0	0	0	0
100996442	0.09267	0.2702	0.3484	0.3912	0.3763	0.3153	0.5549	0.3536	0.4635	0.6737	0.3483	3.942	2.181
729737	0.1243	0.3716	0.1752	0.4547	0.2803	0.3423	1.672	0.5871	0.8495	1.044	0.4214	33.28	14.6
102725121	0.3528	0.3798	0.1326	0.05957	0.191	0.06859	0.06259	0.3077	0.4941	0.2052	0.312	3.339	1.013
102723897	2.64	5.43	5.204	6.088	6.013	4.006	8.225	4.281	7.085	6.366	3.702	38.12	26.29
102465909	0	1.496	1.567	1.408	2.257	0	2.958	0	1.668	1.616	0	15.11	13.3
107985721	0	0	0	0	0	0	0	0	0	0	0	0	0.06684
112268260	0.0172	0.06171	0.09698	0.08712	0.09311	0.06687	0.1068	0.05624	0.1376	0.1167	0.07605	0.3636	0.192
729759	0	0	0	0	0	0	0	0	0	0	0	0	0
100132287	0.07784	0.2328	0.1707	0.5038	0.3161	0.2522	1.036	0.396	0.7527	0.4527	0.2295	18.52	9.685
105378947	0	0.04341	0	0.08171	0	0	0	0	0	0	0	0.09744	0.2316
101928626	0	0	0	0	0	0.1381	0	0	0	0.1377	0	0	0
113219467	2241	2311	2576	2678	2233	2759	2384	2345	3169	3565	2458	5693	2899
81399	0	0.0176	0	0.01656	0	0	0	0	0.01962	0.01901	0.01735	0.079	0.06259
100133331	0.0796	0.3095	0.2993	0.6721	0.2873	0.3353	1.2	0.4339	1.035	0.4115	0.2582	19.72	11.09
107984841	0.1224	0.3295	0.3453	0.5169	0.3315	0.119	1.412	0.5339	0.7349	0.9495	0.3249	18.49	11.52
107984847	0.7013	0.8389	0.6592	1.776	0.6328	0.6818	3.526	0.7645	2.105	1.36	0.2068	27.54	16.04
107984849	0	0.3633	0.3806	0.3419	0.5481	0	1.437	0.4414	1.215	1.178	0.3582	15.08	7.752
100288069	0.0827	0.2968	0.2332	0.4189	0.3358	0.3216	1.247	0.2705	0.8273	0.481	0.2194	7.161	6.86
105378580	0.2427	0.198	0.2696	0.2795	0.3584	0.3003	0.2153	0.2406	0.1545	0.2353	0.2537	0.5554	0.6689
400728	0.2333	0.157	0.3289	0.04924	0.3158	0.5103	0.1552	0.2543	0.175	0.4523	0.2579	0.411	1.117
79854	0.1722	0	0.08092	0.1454	0.1165	0.2511	0	0.09385	0.08612	0.3338	0.2284	1.04	0.824
643837	2.235	1.972	1.962	2.188	2.061	1.54	1.896	1.794	1.953	2.202	2.194	1.298	2.116
107984850	0	0	0	0	0	0	0.04099	0	0	0	0	0.1396	0
284593	0.1329	0.1192	0.1249	0.1122	0.1799	0.06461	0.1179	0	0.2659	0.1933	0.1176	0.4015	0.106
284600	0.02939	0.02637	0	0	0.03978	0	0.05214	0	0	0.02849	0	0.1184	0
100130417	0	0	0	0	0	0	0	0	0	0	0	0	0
107985728	0	0	0	0	0	0	0	0	0	0	0	0	0
148398	0.8868	1.034	0.8335	0.8985	1.861	0.6897	1.219	0.9184	1.286	0.5588	1.294	1.83	3.466
26155	26.94	24.72	23.11	34.03	32.17	15.59	29.84	21.56	25.92	20.25	25.68	40.62	87.58
339451	0.2422	0.4035	0.3577	1.022	0.6556	0.3027	0.7366	0.3017	0.623	0.436	0.3366	4.981	5.464
84069	0.1132	0.0508	0.1064	0.1673	0.2682	0.1927	0.3516	0.4012	0.1133	0.1372	0.07512	0.6271	0.542
84808	0	0.02814	0	0.02648	0.04245	0.03049	0.1113	0.06838	0.03138	0	0.05548	0.06316	0.05003
57801	0.05905	0.106	0.0555	0.04986	0.2398	0.05741	0.1048	0.1931	0.1181	0.1717	0.1045	0.2973	0.1884
9636	31.33	70.42	8.867	20.59	56.86	39.63	34.9	244.1	44.34	15.36	45.18	31.72	30.1
375790	10.83	16.98	11.99	20.29	31.55	21.24	20.79	42.1	19.37	14.7	19.94	1.391	11.08
100288175	1.397	1.775	1.204	1.474	2.206	1.019	0.4131	0.6345	2.096	3.047	2.368	0.2344	0.7428
112267874	0	0.07526	0	0.03541	0.05677	0	0	0	0.04196	0.122	0.0371	0	0
105378948	0.3495	0.209	0.292	0.2295	0.473	0.302	0.06889	0.08466	0.6215	0.7528	0.6182	0.1173	0.1858
401934	0	0	0	0	0	0	0	0	0	0	0	0	0
54991	0.6993	1.338	0.7011	1.653	1.893	1.042	2.812	2.439	1.446	0.5875	1.773	2.816	5.355
254099	0	0	0	0	0	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0	0	0	0	0	0
100506376	0	0	0	0	0	0	0	0	0	0	0	0	0.08663
254173	0	0	0	0.02228	0	0	0	0	0	0	0	0	0
8784	0.9229	2.443	3.86	1.442	5.247	10.45	1.678	7.496	2.862	3.757	3.306	0.09292	0.07362
7293	0.3706	1.081	1.219	0.5215	1.589	6.576	3.343	8.855	0.8342	0.7485	0.2185	0.1244	0.04927
51150	66.8	82.88	67.71	79.12	123.8	65.19	67.96	117.1	77.83	67.08	106.8	40.3	71.28
126792	9.661	9.973	10.41	12.12	11.11	7.702	9.431	9.077	9.381	10.38	10.4	12.17	19.35
388581	0	0	0	0	0	0	0	0	0	0	0	0.436	0.4145
118424	11.35	12.24	12.41	12.51	15.64	10.27	11.8	15.3	11.69	11.02	13.6	18.66	25.06
101928895	0.06785	0	0.1913	0.05729	0	0	0.06019	0	0.2715	0	0	0.9564	0.433
6339	0.1114	0.06661	0	0.1567	0.05025	0	0.03293	0	0.03714	0	0.03284	1.607	1.481
116983	3.077	3.926	3.407	5.283	5.554	1.662	3.458	3.224	4.943	4.375	4.385	18.69	13.58
102465434	0	0	0	0	0	0	0	0	0	0	0	0	0
109623456	0	0	1.269	1.14	1.827	0	1.197	1.471	0	1.308	0	10.87	12.92
126789	5.139	4.755	4.981	7.525	8.151	2.888	3.633	5.34	4.498	5.215	6.747	9.297	13.83
54973	23.68	26.19	28.54	15.62	37.42	22.18	14.61	31.03	25.58	27.26	31.16	50.67	61.51
102465435	0	0	0	1.473	2.361	0	3.095	0	0	0	0	1.756	5.565
80772	6.189	7.292	5.397	8.216	13.98	4.676	4.928	9.511	7.422	7.409	9.464	4.092	6.424
83756	0	0.0846	0.02954	0	0.04255	0.03056	0.05577	0.06853	0.03144	0.1523	0.0556	0.1582	0.4012
1855	3.052	3.56	4.144	6.042	9.043	2.77	4.333	4.917	4.92	4.372	5.52	7.751	18.61
102466740	0	0	0	0	0	0	0	0	0	0	0	0	0
54587	0.07025	0.1471	0.1321	0.1384	0.2536	0.1138	0.187	0.2042	0.2342	0.1589	0.145	1.556	2.353
54998	35.53	37.56	37.63	43.48	57.91	37.06	37.21	46.97	34.93	31.25	42.24	36.69	74.47
81669	4.756	6.977	6.064	10.38	6.464	3.866	11.22	4.313	10.31	8.124	4.948	53.77	57.18
148413	9.73	8.321	5.609	11.99	10.62	4.099	13.06	9.617	9.344	6.287	10.33	13.26	28.35
55052	74.76	75.44	63.43	61.56	64.03	54.01	61.12	48.61	59.26	58.47	55.66	85.64	129.6
107984868	0.02942	0	0	0.04968	0	0	0.0261	0.03207	0	0	0.02602	0.05924	0
441869	0.03395	0	0.1276	0.2293	0.1838	0.396	0.4818	0.222	0.03396	0.03291	0.06005	0.06836	0
105378585	0	0	0	0	0	0	0	0	0	0	0	0.1002	0
643965	0	0	0	0	0	0	0	0	0	0	0	0	0
102724312	0	0	0	0	0	0	0	0	0	0	0	0	0.1515
107985729	0	0	0	0	0	0	0	0	0	0	0	0	0
64856	0.05048	0.02264	0.02372	0.06393	0.06833	0	0	0	0.07575	0.04893	0	0	0.604
219293	0.4108	0.5528	0.3585	0.6441	0.4766	0.2282	0.5727	0.6398	0.5577	0.4551	0.5969	0.8863	2.434
83858	1.755	1.85	1.054	2.26	2.473	1.038	2.872	2.149	1.918	1.298	1.888	4.954	9.927
55210	4.284	5.112	3.398	5.574	5.798	2.789	5.997	5.055	5.936	3.848	5.457	7.439	27.71
339453	0	0	0	0	0	0	0	0	0	0	0	0	0.131
29101	158.9	138.4	167.8	155.1	141.5	121.2	121.9	127.5	140.2	166.9	160.4	151	107.2
643988	6.833	6.992	6.573	10.19	14.74	3.218	4.073	7.507	6.355	6.209	8.971	3.87	13.37
105378586	0.1982	0	0.3726	0.5021	0.2683	0	0.1758	0.2161	0.5949	0.7686	0.526	1.597	2.846
142678	0.7019	1.144	0.8686	1.383	1.948	0.762	1.297	1.875	1.217	0.9185	1.449	3.486	4.628
8510	0.2051	0.1104	0.1542	0.381	0.3331	0.1595	0.2911	0.4025	0.4924	0.159	0.2177	1.156	1.112
984	7.848	11.59	7.474	12.73	11.29	8.842	13.58	11.02	13.62	8.791	9.562	28.6	31.67
728661	10.42	22.78	12.33	15.55	18.19	9.59	14.41	16.05	28.04	14.65	17.67	28.82	46.08
8511	0	0	0	0	0.1694	0.1217	0	0	0.2504	0	0	0.504	0.3993
728642	7.546	11.44	6.184	13.21	10.97	6.361	16.16	10.01	15.99	7.747	9.864	37.65	32.08
9906	6.946	13.24	8.529	10.44	7.824	6.647	9.415	6.962	16.86	10.68	7.806	23.4	26.82
112268218	3.404	3.905	2.412	4.287	5.287	5.425	8.266	8.577	4.242	3.786	4.343	15.22	9.079
65220	37.79	42.77	35.49	45.4	44.03	71.52	105.3	102.7	52.41	43.43	50.99	144.3	80.81
2782	335.2	359.9	351.7	319.5	342	355.3	332.7	351.6	382.4	373.7	363.7	363.6	414.8
105378949	0.2314	0.0692	0.145	0	0.1044	0	0	0.1682	0.07716	0.07476	0.06822	0.1553	0.4922
163688	0	0	0	0	0	0	0.0448	0	0	0	0	0.2542	0.08057
339456	1.576	0.8703	0.7978	2.662	2.298	0.7073	0.5379	0.5288	0.2426	0.1175	0.3218	0	0.1935
85452	0	0	0	0	0	0	0	0	0	0	0	0	0
107984872	0	0	0	0	0	0	0	0	0	0	0	0	0.1292
105378589	0	0	0	0	0	0	0	0	0	0.02315	0.02112	0.04808	0.0381
2563	0	0	0	0	0	0	0	0	0	0	0	0	0.03529
105378590	0	0	0	0	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0	0	0	0	0
5590	0.0926	0.1108	0.05802	0.3127	0.1462	0.06001	0.08214	0.06729	0.2007	0.1197	0.1911	0.8079	2.856
100506504	0	0	0	0.2292	0.1225	0	0	0	0	0	0	1.731	0.7218
199990	0.9396	1.336	1.318	1.977	2.915	1.054	1.487	2.222	1.46	1.303	1.828	1.877	4.081
112268219	0.6792	0.2666	0.399	1.003	0.9193	0.2063	0.7155	0.6479	0.7644	0.7406	0.7509	2.607	4.334
105378593	0	0	0	0	0	0	0	0	0	0.1066	0	0.1107	0.5263
6497	4.582	4.994	5.077	6.958	8.158	2.023	5.674	2.939	4.132	3.984	4.742	10.01	23.19
79906	0.2925	0.3608	0.3608	0.2315	0.5691	0.1955	0.2919	0.09965	0.384	0.319	0.2425	0.3313	0.6999
100129534	0.1513	0.4977	0.237	0.3832	0.4779	0.04903	0.179	0	0.05045	0.1467	0.3569	0.5078	2.092
11079	88.37	88.01	83.97	70.02	83.02	64.1	57.07	69.23	75.18	79.63	81.37	70.2	83.39
5192	14.85	15.04	12.93	14.29	22.09	7.907	8.475	11.9	12.34	11.48	15.5	9.343	10.89
9651	0	0	0	0	0	0	0.03801	0	0	0	0.01263	0.05752	0.09114
55229	5.464	5.901	6.063	7.796	7.875	8.854	9.919	10.48	7.06	6.719	6.131	11.36	13.64
388585	0	0	0	0	0.08969	0.1933	0.05879	0.07224	0.06629	0	0	0	0
115110	5.818	8.214	8.006	9.74	10.57	10.81	12.74	11.56	10.85	11.61	10.96	8.749	3.25
8764	29.37	38.71	43.44	48.31	52.09	110.4	102.9	121.8	46.19	51.21	46.86	61.05	22.29
100996583	0	0	0.1527	0.1371	0	0.7896	1.729	0.7083	0.325	0.4724	0.1437	1.145	0.7774
127281	49.38	45.18	55.99	51.12	73.84	88.46	104.9	98.63	64.46	94.35	102.3	8.45	5.944
79258	2.798	2.786	3.367	3.198	4.618	5.34	5.569	5.542	4.335	5.854	5.613	0.6183	0.5443
105378597	0	0	0	0.1823	0.1462	0	0.09579	0	0.108	0	0	0	0.3445
100287898	0	0.01437	0.09031	0.1217	0.1084	0.01557	0.1279	0.1222	0.06408	0.1397	0.01416	0.3386	0.2044
105378603	0	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0	0	0	0.02138	0	0
107984904	0	0	0	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0	0	0.1259
440556	0	0	0	0	0	0	0	0	0	0	0	0.02967	0
63976	0	0	0	0	0	0	0	0.02842	0	0	0	0	0
100422968	0	0	0	0	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	0	0	0	0	0	0.04642	0
105378605	0	0	0	0	0	0	0	0	0	0	0	0	0
105378604	0.01678	0.007525	0	0	0	0.008154	0.0372	0.009143	0.00839	0	0	0	0.01338
27237	0	0	0.02684	0.02411	0	0.05552	0.02533	0.09338	0.02856	0.02768	0	0	0.5921
1953	0.9421	1.315	1.476	1.834	1.753	1.107	1.01	1.013	3.011	3.082	1.898	3.214	2.15
105378608	0	0	0	0	0	0	0	0	0	0	0	0	0.05985
693135	0	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0	0	0	0
127262	76.74	67.91	64.89	78.66	79.19	40.58	47.92	47	71.14	77.54	85.29	49.97	45.12
49856	8.865	7.897	7.108	10.57	10.99	10.79	14.85	14.19	9.054	8.473	9.486	24.78	27.1
7161	0.08141	0.07304	0.01913	0.2062	0.1102	0.03957	0.09027	0.06656	0.1018	0.1184	0.252	0.08196	5
105378610	0.1048	0	0.1477	0.08847	0	0	0	0	0.05241	0.1524	0.1854	0.1055	0.3343
105378609	0	0	0	0	0	0	0	0	0	0	0	0	0.2551
57212	2.705	3.136	2.757	4.271	4.184	2.305	4.192	3.198	4.287	4.154	4.241	7.392	7.986
148870	0	0	0	0	0	0	0	0	0	0	0	0	0.8365
388588	0.5936	0.7101	0.5579	1.336	0.8035	0	0.3511	0.4314	0.3959	0.5754	0.8751	1.195	2.525
57470	13.28	13.99	12.48	14.59	17.15	11.63	13.3	15.45	14.84	12.9	14.64	23.82	28.84
9731	7.054	8.96	6.677	9.119	9.134	6.214	10.48	7.634	11.23	8.234	8.188	12.29	14.71
1677	1.437	1.377	1.166	2.277	1.599	1.55	2.375	1.738	1.634	1.736	1.062	5.906	4.679
107984910	0.1498	0.08958	0	0	0.1351	0.09707	0.1329	0	0.1998	0.04839	0	0	0.3982
339448	10.92	12.42	12.09	12.25	10.23	12.97	14.21	11.85	12.97	12.26	10.06	15.48	16.03
100133612	0.6389	0.2084	0.5459	0.9318	1.415	1.016	1.082	1.456	0.4648	0.5067	0.411	0.4678	1.297
728716	0	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0.08535	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0	0	1.844	0
55966	0	0	0	0	0	0	0	0	0	0	0	0.02622	0.08308
105376680	0	0	0	0	0	0	0	0	0	0	0	0	0.1838
102724429	0	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0	0	0	0	0
261734	1.004	0.913	1.428	1.959	1.965	0.7387	1.914	1.598	1.724	1.868	1.512	4.194	7.706
8514	107.4	113.6	97	136.6	170.2	45.43	80.84	71.39	151.5	133.3	172.6	110	210
26038	0	0	0	0	0	0	0	0	0	0	0.02036	0.04636	0.2571
105376687	0	0	0	0	0	0	0	0	0	0	0	0	0
6146	223.9	233.7	264.4	228.5	204.5	171.4	136.7	119.7	217.9	244.6	199.3	410.4	477.8
107985733	4.769	4.668	5.094	4.759	3.815	3.583	2.885	2.363	4.554	5.043	3.26	7.203	12.45
102724450	0	0	0.2819	0	0	0.2916	0	0	0.3001	0	0	0	1.436
388591	0.201	0.2203	0.1049	0.1885	0.1813	0.1954	1.129	0.146	0.268	0.1082	0.1777	0.607	1.46
23463	50.5	47.15	45.73	44.51	47.13	27.31	28.63	36.48	49.44	49.2	56.45	20.05	52.53
148645	0.2072	0.06195	0	0.1749	0.1869	0.06713	0.1838	0.07527	0.2072	0.06693	0.1221	0	0.2203
390992	0	0	0	0	0	0	0	0	0	0	0	0	0
387509	2.072	1.796	1.663	2.85	1.859	2.987	7.103	3.984	1.42	1.986	1.503	0.2578	1.485
11332	65.97	37.91	73.49	68.06	81.9	26.46	22.72	33.38	14.22	18.73	27.08	0.9313	14.52
54626	7.609	7.232	7.751	6.828	12.53	4.681	5.499	6.757	6.547	8.535	10.24	0	0.1273
83715	0.0259	0.09293	0.02434	0.08745	0.0701	0	0.03446	0.01411	0.03886	0.01255	0.05726	0.01304	0.3511
100422975	0	0	0	0	0	0	0	0	0	0	0	0	0
8718	0.05918	0	0	0.09992	0.0801	0.05753	0.315	0.06451	0	0.05736	0.05234	1.132	0.944
57449	0.019	0	0	0.04812	0	0	0.01685	0	0	0	0	0	0.3637
79707	2.225	2.692	2.307	3.879	2.312	2.219	4.75	2.238	3.834	2.797	2.222	6.952	9.939
80835	0	0	0	0	0	0	0	0	0	0	0	0.08047	0.17
107984912	0	0	0	0	0	0	0	0	0	0	0	0	0
3104	6.301	6.533	6.88	9.111	7.252	5.282	11.28	6.458	8.757	8.412	6.407	28.64	26.66
9903	11.68	10.81	10.7	14.38	12.8	11.25	15.97	12.51	11.71	11.53	10.33	19.32	19.59
107984913	0.05753	0.05161	0.2163	0.09713	0.07786	0.05592	0.2041	0.06271	0.2302	0.1673	0.3053	0.1737	0.3671
148479	14.51	11.19	15.11	14.12	13.37	12.3	9.42	9.453	12.86	14.98	14.32	4.039	11.86
90326	5.214	6.256	5.87	7.832	8.535	5.718	8.714	8.295	7.005	6.406	6.703	8.485	14.03
55735	28.45	27.17	25.48	29.31	27.98	22.15	33.45	25.3	26.52	22.36	23.83	27.08	52.47
100505887	0	0	0	0	0	0	0	0	0	0	0	0	0
110841581	0.2054	0	0.1931	0.5203	0	0	0	0.2239	0	0.3982	0	1.241	0.3277
23261	1.786	1.557	1.712	1.837	1.541	1.997	1.742	1.263	1.428	1.678	1.517	1.9	2.333
105376692	0	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0	0	0	0
101928836	0	0	0	0	0	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0	0	0
105376689	0	0	0	0	0	0.01847	0.01685	0	0	0	0	0	0.6667
9341	219.4	212.2	213.5	189.9	224.3	152.6	121.1	165.1	205.8	200.6	241.4	171.7	96.11
8863	10.86	13.3	12.92	16.27	12.69	6.262	9.464	5.873	18.33	16.62	14.85	5.465	2.532
10911	0.1999	17.87	0.1878	0.1125	0.2705	0.2591	0.6501	0.7988	20.92	0.2583	0.1768	0.06707	5.101
3604	2.179	1.836	2.342	0.9475	3.708	13.97	13.25	16.25	3.005	2.928	2.978	2.393	0.8425
11315	237.5	216	217.8	199.3	191.6	216.8	212.3	214.2	191.7	203.1	205.7	206.1	287.2
54206	1.628	1.133	2.139	1.823	3.125	0.6136	1.002	1.032	1.097	0.8855	1.601	0.3679	1.934
107984915	0.4176	0	0	0.08815	0	0	0	0	0.1044	0	0	0	0
102724539	0	0	0	0	0	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0	0	0	0	0	0
50651	0.08889	0	0.08355	0.1501	0.1203	0.04321	0.03943	0	0	0	0.07862	0.1342	0.1418
473	10.18	14.99	11.04	20.83	16.19	10.16	24.25	18.69	18.38	13.05	11.69	34.44	26.26
102724552	0	0.1466	0.1536	0.2759	0	1.271	0	0.1781	0.4903	0.7918	0.1445	4.112	1.564
106632271	0	0	0	0	0	0	0	0	0	0	0	0	0
2023	1545	1539	1615	1337	1589	1877	1619	1697	1334	1494	1538	787.4	1698
102465436	0	1.143	1.197	0	0	0	1.13	1.389	0	0	1.127	1.283	2.032
100505975	0.5073	0.2276	0	0	0.3433	0	0.225	0.553	0.2537	0.4917	0	0.7661	1.214
112268261	0.1654	0.1484	0.19	0.1861	0.1741	0.1429	0.1467	0.1402	0.3125	0.1781	0.2275	0.148	0.1466
765	0	0	0	0	0	0	0	0	0	0	0	0	0
155184	0	0	0	0	0	0	0	0	0	0	0	0	0
6518	36.7	44.81	20.59	20.39	56.4	19.22	12.29	42.57	70.22	43.88	91.19	1.337	32.33
80045	2.173	2.963	3.002	3.247	3.852	11.66	33.23	14.59	7.02	4.064	3.151	2.493	2.634
106614088	0.5455	1.126	1.179	3.109	1.181	0.9015	5.565	0.8623	4.038	2.194	0.8443	0.1373	0.3916
407040	0	0	0	0	0	0	0	0	1.031	0	0	0	0
102724571	0.5773	0.5179	1.085	0.8773	2.344	1.235	1.741	0.7552	1.964	2.35	2.042	0	0.7368
9563	23.4	22.76	21.51	31.15	33.68	25.8	36.55	38	19.05	16.86	18.42	21.18	19.81
80176	51.87	40.84	38.36	39.05	57.07	17.89	18.65	28.29	37.72	31.28	46.07	0.7718	3.261
100506022	0.279	0.5424	0.6557	0.5104	0.6295	0.3165	0.165	0.5577	0.6978	0.9467	0.9872	0.09365	0.5935
84275	6.282	5.915	5.452	6.044	5.017	6.354	9.137	5.83	5.689	4.635	4.605	4.587	10.56
199953	0.9828	1.223	0.9535	2.155	1.952	0.678	1.364	1.486	1.332	0.968	1.388	1.676	7.839
107985734	0.1029	0	0.1934	0.1737	0.1393	0.1	0.1825	0.3365	0.3088	0.1995	0.091	0.6215	1.641
105376712	0	0	0	0	0	0	0	0	0	0	0	0.2583	0
5293	25.01	35.83	20.76	43.04	32.2	19.28	43.62	26.26	35.23	24.97	27.57	103.3	99.58
644997	0.0622	0.7812	0.1754	0.9452	0.3367	1.451	2.317	1.424	0.56	0.1206	0.3851	1.002	6.548
101929074	0.2367	0.2124	0.2225	0.2998	0.4806	0.6904	0.42	0.3871	0.3552	0.4589	0.8374	0.5958	0
22883	68.36	74.25	53.23	85.24	103	28.42	61.38	60.93	67.32	49.86	78.16	44.19	118.3
56998	18.27	16.1	18.12	20.32	18.24	5.543	5.173	4.838	17.21	18.97	18.19	29.81	16.8
105376717	2.338	2.517	3.735	3.355	3.481	1.136	1.037	1.019	2.572	2.719	2.068	4.707	3.356
84328	23.54	26.49	25.09	25.57	21.46	17.77	22.38	17.4	31.23	31.18	27.02	22.94	26.92
64802	6.38	7.539	6.466	9.928	6.637	4.49	9.249	4.463	11.62	9.299	8.274	9.731	12.19
113391335	0	0.2291	0	0	0	0.2483	0	0	0	0	0	0.7713	0
100847055	0	0	0	0	0	0	0	0	0	0	0	0	0
116362	12.96	13.44	9.515	12.19	8.404	1.312	0.479	0.4414	14.99	20.67	15.64	177.6	47.59
10277	20.05	21.12	20.18	23.13	22.08	14.96	24.37	15.52	29.15	28.61	28.18	29.26	41.28
23095	17.49	15.95	16.16	19.3	17.22	20.3	29.3	20.75	19.41	19.37	17.6	7.015	10.49
105376725	0.07825	0.0702	0	0	0.1059	0	0.06942	0	0.07828	0	0.1384	0.9454	0
5226	373.2	395.3	342.3	369.5	345.8	654.8	784.5	812.9	447.9	427.7	430.7	468.3	321.1
100526739	2.075	2.224	1.788	1.947	2.809	1.961	1.892	1.948	1.961	2.235	2.957	0.6964	3.218
378708	3.495	3.332	2.943	3.013	3.844	3.044	3.23	3.89	3.424	3.953	5.153	0.7332	6.273
1325	0	0.1113	0	0	0	0.3618	0.2201	0	0.1241	0.1202	0.1097	0.3747	0.3958
1676	7.288	8.754	7.484	10.51	7.31	6.861	11.9	7.56	12.36	10.38	7.043	10.75	21.29
5195	5.713	6.969	5.688	6.574	8.089	6.342	8.295	8.817	6.959	7.529	6.487	3.531	8.963
54897	0.3712	0.6882	0.4884	0.9924	0.8038	0.7217	1.526	1.173	0.8416	0.6596	0.5253	0.7349	0.9277
105376733	0	0	0	0	0	0	0	0	0	0	0	0	0
105376735	0.1601	0	0	0.1352	0	0	0	0	0	0	0	0	0
148345	0.5826	1.011	0.1095	1.607	0.4206	0.1133	0.2067	0.04234	3.147	1.657	1.615	2.894	3.842
23435	38.31	43.08	33.4	42.48	35.52	33.27	47.25	33.1	46.85	37.6	36	52.41	93.41
10747	0.2532	0.3407	0.3569	0.3919	0.1713	0.08204	0.4492	0.184	0.7598	0.6135	0.2613	4.758	4.645
6723	39.27	40.37	36.84	49.28	50.88	18.57	29.48	34.48	36.61	32.59	45.21	37	154.3
5394	36.13	36.2	36.02	35.44	31.68	24.98	35.69	27.84	43.09	39.28	35.24	45.16	72.5
105376736	3.736	3.016	2.282	3.785	3.034	1.998	3.811	3.462	4.298	3.078	2.643	1.128	6.556
2475	16.32	19.03	17.34	21.37	16.02	16.33	26.11	17.99	22.37	19.32	16.09	21.07	37.87
100873935	1.767	2.449	2.415	2.576	1.739	1.874	2.422	1.926	1.767	2.646	1.562	1.94	3.843
10218	0	0	0	0	0	0	0	0	0	0	0	0	0.07229
29914	4.967	3.859	3.492	4.554	4.254	2.796	3.072	3.615	3.877	3.395	3.769	5.283	8.901
105376737	0	0	0	0	0	0	0	0	0	0	0	0	0.09261
105376739	0	0	0	0	0	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0	0	0	0	0	0	0
57540	0	0	0	0	0	0	0	0	0	0	0	0	0.02409
112268221	0	0	0	0	0	0	0	0	0	0	0	0	0
101929181	0	0	0	0	0	0	0	0	0	0.08553	0	0	0
26232	0	0	0	0.3719	0.3577	0.1713	0.5471	0.4802	0.08813	0.08539	0	0	0.2811
93611	4.462	3.779	4.223	5.927	6.883	3.185	5.646	5.646	3.964	3.871	5.216	6.628	5.575
26270	34.17	37.62	31.45	37.49	43.7	105.7	126.3	137.3	27.77	21.66	30.22	26.29	15.2
10459	31.31	26.88	28.91	32.81	39.6	19.55	19.7	27.1	22.36	25.55	37.82	18.98	37.66
374946	2.871	2.09	0.9233	3.955	4.108	0.4285	1.922	1.428	4.094	2.197	5.135	0.2536	0.2612
57085	50.66	62.53	60.73	58.05	76.03	126.1	88.66	122.7	86.7	105.6	106.6	255	148.7
